TotalFile:5302	PakTime:2012-12-17 22:0:18	PakTimeSave:50cf2572	CRC:56714245
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
18	1157af9	2008-5-22 16:16:23	\setting\battle\map\xibei\houying3chuwuxiang.txt	35	35	0	5867f568
19	11a06bd	2012-7-12 17:27:41	\setting\boss\easyxoyogame\xoyo_yangwang.ini	1122	486	4	d4109e96
20	15b9339	2008-11-11 18:16:46	\setting\npc\droprate\droprate005_shouling.txt	2146	675	4	c73241fe
21	193c6fb	2011-9-21 11:27:18	\setting\mission\gbwlls\league_award\award_session_6_type.txt	132	109	4	8605f771
22	1a28575	2008-4-15 14:11:38	\setting\map\map_info\juyanze\npc\area2.txt	1147	545	4	4ac3abae
23	1aed37f	2012-10-19 17:50:7	\setting\npc\droprate\chenchongzhen\crystal_02.txt	220	149	4	c2af54c1
24	1c66086	2008-8-21 11:28:30	\setting\map\map_info\yunzhongzhen\trap\to_chilechuan.txt	273	120	4	b4579d17
25	1c99f71	2007-6-14 14:4:40	\setting\map\map_info\jiangeshudao_shinei\trap\to_meiyizhi.txt	251	103	4	f869a6b9
26	1d9aebd	2010-9-17 14:18:47	\setting\map\map_info\shihunwupo1\trap\to_gulangyu1.txt	349	123	4	5d6b0e7a
27	1df2b59	2008-3-17 20:54:42	\setting\map\map_info\talin_2\npc\area4.txt	1315	569	4	879f177f
28	1e3fe29	2009-6-26 18:1:38	\setting\map\map_info\wulingshan\info.txt	2115	714	4	57597fb7
29	1ecb9bb	2010-9-17 14:18:48	\setting\map\map_info\yundangongchen1\trap\to_yueyaquan1.txt	349	123	4	5d6b0e7a
30	1f16016	2008-3-25 0:46:52	\setting\map\map_info\yanziwu_2\npc\area2.txt	1135	528	4	288f6ab5
31	205ab26	2010-9-17 14:18:47	\setting\map\map_info\shihunwushu2\info.txt	445	316	4	1d47d748
32	2228cc3	2008-11-27 21:28:23	\setting\map\map_info\jingshe_yuan\trap\to_shutong.txt	153	76	4	f6fcecc
33	23df5b8	2007-9-29 16:4:44	\setting\map\map_info\zhanchang_xiagu_xiangyang\trap\houying1_qianying1.txt	405	182	4	e2c3a25a
34	241931a	2008-5-9 11:55:57	\setting\map\map_info\yipintangbingying\trap\to_exit544.txt	139	77	4	b896f0ac
35	25afd78	2007-6-9 12:56:0	\setting\map\map_info\tianlongsi_shinei\trap\to_exit23.txt	181	93	4	ba1f7621
36	25b8f2c	2008-7-8 11:1:17	\setting\map\map_info\bangyuanmidong\npc\area2.txt	2197	924	4	f2bbc1ab
37	265cd9a	2008-1-28 19:44:9	\setting\map\map_info\gaibang_shinei\info.txt	229	175	4	92bb7e25
38	26b4b89	2008-8-29 16:55:23	\setting\map\map_info\funiushanjunying1\npc\huwei.txt	67	58	4	b8d8c8cc
39	278b90d	2008-3-25 0:46:54	\setting\map\map_info\yanziwu_2\npc\area3.txt	1456	736	4	1a51cc1
40	27c0533	2008-5-24 15:16:4	\setting\map\map_info\talin_2_hfjct2\trap\to_talin.txt	139	67	4	2b536e9f
41	27db6ce	2007-8-13 20:55:15	\setting\map\map_info\juyanze\npc\area3.txt	1917	836	4	3cd130c3
42	285ad3e	2010-9-9 10:24:41	\setting\task\treasuremap2\bainiantianlao\npc_level2.txt	419	265	4	224c8a02
43	28a6633	2008-7-8 10:3:22	\setting\map\map_info\huanghelou\npc\gaibangdizi.txt	97	70	4	b8b5b4e1
44	290b34b	2012-8-30 9:12:9	\setting\map\map_info\qingluodao\npc\shuifurong.txt	111	81	4	8242f70b
45	292a3a5	2007-7-9 16:41:25	\setting\map\map_info\bangyuanmidong_shinei\trap\to_exit28.txt	265	127	4	85cb826c
46	29f83d0	2007-9-13 17:42:24	\setting\map\map_info\jiulaodong_1\npc\area4.txt	853	404	4	1d46f2fb
47	2a3cc21	2012-3-8 20:32:4	\setting\map\map_info\keyimenyaoai\npc\minions02.txt	97	83	4	968801e5
48	2beb9a7	2008-11-27 21:28:22	\setting\map\map_info\jingshe_yuan\trap\to_mudi.txt	265	112	4	391f4e08
49	2c43a48	2009-5-22 10:58:15	\setting\map\map_info\longzhoubisaichang\trap\pm31.txt	559	203	4	c24f90d8
50	2c5ef4e	2008-8-29 16:55:23	\setting\map\map_info\funiushanjunying2\npc\jiguanqiaojiang.txt	55	51	4	467b02a4
51	2c778bb	2011-11-1 22:18:3	\setting\event\neweventplantform\plantform_award\award_session_4.txt	700	158	4	94550968
52	2cbd4ee	2008-5-16 12:0:21	\setting\map\map_info\juyanze_shinei\trap\to_exit9.txt	307	145	4	8369413d
53	2d6492f	2012-12-14 12:7:25	\setting\boss\cangbaotu\minglingtingyuan\11239_yuanhuang.ini	1225	361	4	c56438d5
54	2dfa358	2009-1-4 9:59:22	\setting\map\map_info\talin_2_hfjct1\info.txt	606	369	4	795e4700
55	2e050d9	2010-9-17 14:18:47	\setting\map\map_info\sanxiazhandao\trap\to_hunyangdianying1.txt	363	133	4	4ce424cb
56	2e704b5	2008-12-15 18:33:36	\setting\map\map_info\afanggongfeixu\trap\to_huashan.txt	433	166	4	b659d456
57	2ed266c	2010-1-14 22:46:28	\setting\partner\moonstone.txt	1117	445	4	59027ed5
58	2eeea6d	2008-7-8 11:3:26	\setting\map\map_info\jianjudong\npc\area4.txt	2301	1003	4	67eadc9f
59	2f144eb	2011-3-25 10:45:35	\setting\boss\task80to90\7319.ini	500	240	4	7875967f
60	309db05	2008-5-24 15:11:37	\setting\map\map_info\jiulaofeng_zhjdzh\npc\wuxiqinbingz.txt	65	57	4	13da6283
61	30d7eb0	2007-8-17 17:32:37	\setting\map\map_info\longquancun\trap\to_zhujianfang.txt	335	145	4	271b6fa9
62	31f8fa5	2007-10-12 20:51:48	\setting\map\map_info\fengxiangfu\trap\to_kunlunpai.txt	517	176	4	8ba5dfae
63	3209a20	2008-11-7 11:16:43	\setting\lifeskill\recipekinddesc.txt	519	388	4	7182e970
64	3534432	2008-5-24 15:2:43	\setting\map\map_info\tangmenbieyuan_2\trap\to_exit534.txt	125	69	4	af715ea6
65	356c156	2007-6-9 12:55:27	\setting\map\map_info\longhuhuanjing_1_shinei\trap\to_exit29.txt	279	133	4	9898efc0
66	35e8901	2010-6-5 17:3:15	\setting\item\001\partnerequip\partnerweapon.txt	2458	667	4	31336f22
67	35ee1d8	2007-8-7 10:31:49	\setting\map\map_info\talin_1\npc\area3.txt	1917	780	4	a34a4a3a
68	370ffa8	2010-12-29 11:4:37	\setting\npc\droprate\kuafubaihu\kuafuboss_1.txt	104	104	0	d920d438
69	380017f	2008-1-24 16:21:13	\setting\map\map_info\daliduanshi\trap\to_baihuagu.txt	587	216	4	28bfd315
70	3853c35	2007-6-9 12:55:39	\setting\map\map_info\qingluodao\trap\to_xingtianling.txt	335	129	4	505f9d09
71	38881bc	2011-11-17 11:13:27	\setting\event\newserverevent\road.txt	2332	1041	4	58e3fd95
72	38f269e	2007-6-9 12:54:59	\setting\map\map_info\hupanzhulin_1\trap\to_hupanzhulin_2.txt	363	130	4	b9fd1633
73	390b1a3	2008-5-24 15:14:53	\setting\map\map_info\qingluodao_cang1\npc\tianwangdizi.txt	69	57	4	cfd2cc09
74	396fc65	2007-7-16 16:59:47	\setting\map\map_info\hanshuigudu_shinei\trap\to_midaochukou.txt	237	98	4	4c5b0463
75	3b1b410	2007-6-9 12:56:45	\setting\map\map_info\yuanshisenlin_2\trap\to_dingtaoling2.txt	69	54	4	1fade55f
76	3c758f1	2008-11-11 18:16:28	\setting\npc\droprate\droprate002_jingying.txt	719	368	4	ae4bb937
77	3c8eaf7	2007-9-13 17:42:24	\setting\map\map_info\jianjudong\trap\to_shugangshan.txt	181	92	4	21519709
78	3cba9f3	2008-5-21 16:9:32	\setting\map\map_info\changjianghegu\npc\area4.txt	3541	1558	4	86b3e60b
79	3d53aea	2011-4-3 17:51:56	\setting\boss\hellxoyo\xiaoyaoguzhu4.ini	680	281	4	916d6e9f
80	3e0eee1	2010-1-30 23:14:33	\setting\marry\caibaotu_1.txt	561	301	4	fbde80b0
81	3e1b634	2012-9-21 15:15:3	\setting\map\mapid_level.txt	905	475	4	3db338a7
82	3e5d401	2007-6-9 12:54:58	\setting\map\map_info\hupanzhulin_1\npc\qiankunhufa.txt	69	55	4	59c805ed
83	3f834bc	2008-1-21 15:10:8	\setting\pvp\map\chuanrudian_dadian.txt	233	150	4	b9fae345
84	40bfc4d	2009-7-31 9:59:49	\setting\mission\wlls\league_type\double.txt	1260	666	4	296756d
85	41dbe0b	2008-5-9 11:53:24	\setting\map\map_info\jiuyixixiaowu\trap\to_exit541.txt	111	67	4	42239eee
86	432372f	2009-1-4 9:54:30	\setting\map\map_info\linanfu_mishi\info.txt	435	315	4	a2598421
87	4330e70	2007-10-16 17:4:55	\setting\map\map_info\tianlongsi_shinei\npc\daorenshouwei.txt	181	121	4	e984145a
88	439a1ed	2010-3-4 11:24:2	\setting\map\map_info\tianrenjiao\trap\tianrenjiaojindi_digong.txt	615	234	4	ac87ca79
89	43c922c	2009-1-4 9:52:26	\setting\map\map_info\jianxingfeng_ceng3\info.txt	631	358	4	7c208f13
90	442d452	2007-6-9 12:55:27	\setting\map\map_info\longhuhuanjing_1_shinei\trap\to_exit28.txt	265	127	4	85cb826c
91	44c03cf	2011-7-29 19:25:30	\setting\boss\hellxoyo\lixin.ini	280	189	4	db91f0d3
92	45a2eba	2007-6-9 12:56:45	\setting\map\map_info\yuanshisenlin_2\trap\to_dingtaoling1.txt	69	57	4	b44a5456
93	468d813	2010-1-8 16:59:6	\setting\event\jieri\201001_springfrestival\huadeng\hd_xiangyang.txt	685	396	4	9bdfe419
94	469957b	2011-11-1 22:18:3	\setting\event\neweventplantform\plantform_award\award_session_3.txt	700	158	4	94550968
95	4740707	2009-1-4 9:57:16	\setting\map\map_info\menpaijingjichang_wudu\info.txt	1331	432	4	9d62bafd
96	47b1bed	2008-5-25 23:39:46	\setting\map\map_info\shenmibaoku\trap\to_tiandiriyue.txt	533	191	4	76d5519c
97	47b71ef	2008-8-22 9:30:26	\setting\npc\droprate\shenmibaoku\boss_yunxueshan.txt	1007	394	4	c7032e0f
98	4b41e01	2007-8-23 18:59:57	\setting\map\map_info\shugangshan\npc\area2.txt	1693	709	4	b124579b
99	4fd3b08	2011-12-28 19:38:46	\setting\kin\kinplant\plantexp.txt	141	129	4	76bd446a
100	5014064	2008-9-27 10:16:26	\setting\map\map_info\linanfu_zhaofu\trap\to_exit515.txt	169	86	4	6e6a1f1d
101	5092b1f	2008-3-25 0:46:50	\setting\map\map_info\yanziwu_2\npc\area1.txt	1378	700	4	3c47c051
102	50c3900	2007-8-7 10:31:49	\setting\map\map_info\talin_2\npc\area3.txt	1651	685	4	c464ea19
103	53c37df	2008-7-25 17:46:27	\setting\boss\KinEctype\worldboss\75boss_shui\xiaobin_qungong.ini	197	128	4	6adcbf19
104	54b49ed	2012-10-19 17:50:7	\setting\npc\droprate\chenchongzhen\crystal_01.txt	222	151	4	b0b222ea
105	54d4013	2008-8-29 16:55:23	\setting\map\map_info\funiushanjunying1\npc\yijunjingrui.txt	57	56	4	36a123d9
106	556fae4	2011-1-10 16:10:20	\setting\npc\droprate\treasuremap\level2\box_outside_act.txt	409	204	4	c6a34010
107	56e4f6e	2009-1-4 9:50:34	\setting\map\map_info\fengduguicheng\info.txt	1651	577	4	c6b42bb2
108	56fefcf	2007-8-23 18:59:56	\setting\map\map_info\fenglingdu\npc\area4.txt	3023	1130	4	18b21a2d
109	5786541	2012-9-29 17:15:54	\setting\map\map_info\xiangyangfu\npc\fenhua.txt	439	270	4	6837ac3b
110	57a7a59	2012-8-30 9:12:11	\setting\mission\newbattle\newbattle_npc.txt	1508	512	4	a801853f
111	58405a3	2009-12-25 17:29:52	\setting\mission\gbwlls\league_award\award_session_4_lv1.txt	611	334	4	2f8a77b2
112	587505b	2007-6-9 12:55:51	\setting\map\map_info\talin_2\trap\to_huifengjiao.txt	139	78	4	2f768c7
113	5babdfd	2008-3-25 0:47:33	\setting\map\wharf.txt	415	317	4	b6025c80
114	5c2c8d1	2008-7-8 11:3:26	\setting\map\map_info\jianjudong\npc\area2.txt	2280	980	4	4eb867c0
115	5ca17c7	2008-1-21 15:10:6	\setting\map\map_info\baihutangsanceng_1\trap\to_exit.txt	455	158	4	b569193e
116	5cd0522	2011-4-2 18:57:19	\setting\boss\hellxoyo\xiaoyaoguzhu2.ini	719	257	4	8267b34f
117	5e42057	2012-8-30 9:12:14	\setting\item\001\equip\purple\boots.txt	258256	16848	4	c9783d3
118	621adf4	2008-12-15 18:33:38	\setting\map\map_info\longmenzhen\trap\to_yueyaquan.txt	643	240	4	395559bb
119	625915f	2008-5-9 14:14:56	\setting\boss\75boss_tu.ini	1758	710	4	89b14039
120	6395935	2008-7-8 10:3:25	\setting\map\map_info\xiagu2\npc\yanbangbangzhong.txt	299	195	4	d94d3a83
121	6468efb	2007-6-15 5:30:47	\setting\map\map_info\jiangeshudao_shinei\trap\to_exit28.txt	265	127	4	85cb826c
122	6514dec	2008-3-25 0:45:16	\setting\map\map_info\jiulaodong_1\npc\area3.txt	1231	553	4	abcb6a
123	657995f	2008-5-22 16:16:40	\setting\map\map_info\zhanchang_xibei_fengxiang\trap\daying1_yewai.txt	1742	688	4	2984a614
124	65cfb27	2007-9-13 17:42:24	\setting\map\map_info\jianjudong\npc\area3.txt	1916	784	4	3f9973d4
125	660259a	2008-7-8 11:1:14	\setting\map\map_info\bangyuanmidong\npc\area1.txt	2183	921	4	daab425d
126	661a476	2009-2-9 14:4:45	\setting\ibshop\voucherlist.txt	96	80	4	8dd9e64c
127	6747f79	2011-10-11 15:32:6	\setting\boss\cangbaotu\yiyangshiguangdian\9671_defender_1.ini	22	22	0	4fb1b33d
128	6785fd0	2008-12-15 18:33:41	\setting\map\map_info\yueyaquan\trap\to_longmenzhen.txt	461	158	4	33eb075f
129	67aed09	2009-7-9 15:45:41	\setting\item\001\other\planitem.txt	3887	863	4	dd243c9d
130	67c27d6	2012-8-30 9:12:16	\setting\npc\carrier\boat2.ini	747	516	4	6ea2d02b
131	683ff8f	2008-3-25 0:46:16	\setting\map\map_info\talin_1\npc\area2.txt	2155	913	4	b377f7db
132	6906006	2012-12-12 15:44:14	\setting\task\treasuremapex\mapinfo\minlingtingyuan\npc\no4box1.txt	251	146	4	9298c960
133	693dff1	2012-3-8 20:32:4	\setting\map\map_info\keyimenyaoai\npc\minions01.txt	2183	990	4	f6577aee
134	69f42b1	2010-3-31 12:2:5	\setting\map\map_info\yuanshisenlin_2_jyt\npc\gaibangwushi.txt	55	50	4	4eda1b83
135	6c32e60	2011-4-1 21:40:13	\setting\boss\taskhailingwangmu\4184.ini	998	390	4	a8822833
136	6c7817d	2008-8-29 16:55:23	\setting\map\map_info\funiushanjunying2\npc\nongfu.txt	83	70	4	1a374e6c
137	6d9098e	2011-4-2 18:57:18	\setting\boss\hellxoyo\xiaoyaoguzhu3.ini	673	286	4	44b3cc22
138	6e2e604	2008-12-4 10:1:43	\setting\battle\map\xiagu\qianyingeffect3.txt	134	91	4	c22cdd9c
139	70e9010	2008-5-16 12:0:18	\setting\map\map_info\juyanze_shinei\trap\to_exit8.txt	279	129	4	25aed44c
140	70f0746	2010-9-9 10:24:41	\setting\task\treasuremap2\bainiantianlao\level_1\award_2.txt	71	65	4	d9f8fa2a
141	71fe67a	2009-5-22 10:58:15	\setting\map\map_info\longzhoubisaichang\trap\pm30.txt	447	154	4	271d3089
142	72cc5c2	2010-9-9 10:24:41	\setting\task\treasuremap2\bainiantianlao\npc_level1.txt	407	259	4	9034890e
143	7326343	2007-6-9 12:55:58	\setting\map\map_info\tianlongsi\trap\to_diancangshan.txt	223	90	4	d2849656
144	734ce6e	2007-6-9 12:56:0	\setting\map\map_info\tianlongsi_shinei\trap\to_exit22.txt	223	110	4	fd19409e
145	742b019	2011-9-8 21:6:23	\setting\map\map_info\yinyangshiguangdian\npc\shinv.txt	97	77	4	f2cbf129
146	74992c5	2010-1-8 16:59:6	\setting\event\jieri\201001_springfrestival\huadeng\hd_fengxiang.txt	713	393	4	ba2e5bc
147	750261a	2012-10-17 16:53:6	\setting\spreader\non_ib_item.txt	1049	608	4	ca5028e8
148	75fa514	2011-8-25 17:46:32	\setting\map\map_info\yinyangshiguangdian\trap\trap_up.txt	167	84	4	e7ca857
149	76a19ed	2009-11-30 10:7:54	\setting\event\jieri\200812_xmas\snowman\xiaoxuedui.txt	1129	517	4	9550b374
150	76c9d19	2010-9-17 11:51:59	\setting\map\map_info\suoyunyuan\info.txt	3961	1034	4	91931013
151	77492df	2009-1-4 10:21:31	\setting\map\map_info\baimanshan\trap\to_shenzhufeng.txt	286	116	4	af5aae6b
152	77527ea	2007-8-23 18:59:56	\setting\map\map_info\huanghelou\trap\to_pengliguze.txt	377	137	4	3c192592
153	77984f5	2008-12-15 18:33:37	\setting\map\map_info\huashan\trap\to_afanggongfeixu.txt	615	201	4	510eefb5
154	799fe95	2011-3-25 10:45:35	\setting\boss\task80to90\7317.ini	552	247	4	b1995045
155	7acdd68	2009-11-30 10:7:54	\setting\event\jieri\200812_xmas\snowman\xuerenguoguo\7_dali.txt	1413	617	4	a9fae003
156	7ad466b	2008-5-25 23:39:46	\setting\kin\kingame\room18\fixindex.txt	67	67	0	e520a4fb
157	7adc298	2011-1-23 16:28:3	\setting\mission\castlefight\castlefight_cfg.txt	1190	758	4	d2530a7
158	7bbda4f	2007-7-9 16:41:25	\setting\map\map_info\bangyuanmidong_shinei\trap\to_exit27.txt	265	129	4	cf9d3b7a
159	7d0cc61	2007-9-6 17:6:20	\setting\map\map_info\changjianghegu\npc\area3.txt	2897	1249	4	3e89833a
160	7d338c2	2012-5-18 16:22:38	\setting\npc\droprate\chenchongzhen\boss2_other.txt	449	215	4	78d709ca
161	7d8be41	2008-9-27 10:16:24	\setting\map\map_info\linanfu_houyuan\trap\to_pengfu.txt	195	89	4	140ac671
162	7ecb20f	2007-10-18 16:22:45	\setting\event\huihuangzhiguo\guzhanchang\seedposfile.txt	713	359	4	44f0974a
163	8053e27	2009-2-19 8:55:26	\setting\ibshop\taelshop.txt	17	17	0	f2b4f8af
164	805e159	2007-6-14 14:4:40	\setting\map\map_info\jiangeshudao_shinei\trap\to_midaohou.txt	223	96	4	fe4ba41c
165	8147586	2009-1-4 9:53:43	\setting\map\map_info\jiuyixixiaowu\info.txt	373	278	4	ba7f0ee1
166	817b26c	2007-8-23 18:59:57	\setting\map\map_info\shugangshan\npc\area1.txt	2477	1006	4	e5db243b
167	837d0b1	2008-7-4 18:51:10	\setting\boss\75boss_shui\xiaobin_fuzhi2.ini	110	110	0	3d826cd3
168	83a6b3f	2010-9-9 10:24:41	\setting\task\treasuremap2\bainiantianlao\level_1\award_1.txt	80	69	4	5ad6e50b
169	84c74e9	2007-7-9 16:41:25	\setting\map\map_info\bangyuanmidong_shinei\trap\to_exit26.txt	223	109	4	54a32dfe
170	859de16	2008-8-21 11:28:25	\setting\map\map_info\shugangmijing\npc\area4.txt	2262	940	4	e5f40051
171	87256ab	2008-9-26 14:4:15	\setting\map\station.txt	759	473	4	4bb2a6e
172	8820269	2012-8-30 9:12:8	\setting\map\map_info\huadengluan1\npc\xiaofan.txt	27	27	0	5d2e8ac6
173	8a2693f	2011-3-25 10:45:35	\setting\boss\task80to90\7315.ini	276	153	4	45965012
174	8b137b7	2008-3-17 20:54:40	\setting\map\map_info\talin_2\npc\area2.txt	2113	847	4	4a1c175a
175	8ddfd79	2007-8-23 18:59:56	\setting\map\map_info\fenglingdu\npc\area3.txt	1973	838	4	b08e6c86
176	8e33fa1	2012-9-26 17:0:12	\setting\npc\droprate\yinyangshiguangdian\crystal_06.txt	220	151	4	846047ff
177	8ea230f	2008-7-8 10:3:22	\setting\map\map_info\jianmenguan\npc\yijunshouwei.txt	167	113	4	d420ecd8
178	8eab69f	2012-3-23 15:14:9	\setting\mission\gbwlls\league_award\award_session_7_type.txt	134	106	4	7c127cc
179	93110c6	2011-4-1 20:46:23	\setting\boss\hellxoyo\xiaoyaoguzhu1.ini	715	277	4	659b540f
180	93809bd	2010-9-17 14:18:47	\setting\map\map_info\wangukuchi2\info.txt	452	322	4	d96cfdcb
181	93b0898	2011-4-1 21:40:14	\setting\boss\taskhailingwangmu\4182.ini	622	302	4	86292375
182	93cd81d	2010-9-17 10:47:34	\setting\boss\gaojidadao\wanlaodian.ini	968	312	4	1380d14f
183	94fd94c	2010-4-27 16:8:58	\setting\event\changelive\jstran_accvalsum.txt	67	61	4	7c5a04f1
184	95c952f	2012-12-17 16:1:26	\setting\event\jieri\201212_xmas\npc_show.txt	7306	2641	4	f0716a11
185	95f4c92	2010-8-18 22:39:29	\setting\partner\starlevel.txt	580	248	4	e0f2d04e
186	967716e	2010-4-16 10:32:18	\setting\mission\gbwlls\league_award\award_session_2_lv2.txt	1441	473	4	d9759d85
187	97c5b27	2008-7-19 16:46:47	\setting\boss\75boss_mu\xiaobin_ruodanmu.ini	273	165	4	38e0dafa
188	981d47b	2010-9-17 14:18:47	\setting\map\map_info\liangshanpo\trap\to_xueluomenhu2.txt	363	126	4	e833bf9
189	99d153c	2012-8-30 9:12:7	\setting\map\map_info\qingluodao_cang2\trap\to_qingluodao.txt	223	92	4	691de53
190	9b0d98b	2007-9-13 17:42:24	\setting\map\map_info\jianjudong\npc\area1.txt	1833	801	4	92d4e2f5
191	9b81434	2012-9-5 22:46:21	\setting\map\map_info\jianxingfeng\info.txt	5501	1533	4	8cc6cae0
192	9be3b5e	2007-6-9 12:55:27	\setting\map\map_info\longhuhuanjing_1_shinei\trap\to_exit27.txt	265	129	4	cf9d3b7a
193	9bfd347	2007-7-2 14:26:25	\setting\map\map_info\jinguohuangling_2\trap\to_wusajusuo.txt	111	60	4	186f4877
194	9c532fd	2008-11-18 16:43:43	\setting\npc\droprate\renwudiaoluo\guagua.txt	99	98	4	22af2f7d
195	9e3f114	2008-3-25 0:45:12	\setting\map\map_info\jiulaodong_1\npc\area1.txt	1245	597	4	eb7623c2
196	9f36816	2008-12-4 10:1:43	\setting\battle\map\xiagu\qianyingeffect1.txt	134	86	4	995fee9f
197	9fc013b	2011-11-1 22:18:3	\setting\event\neweventplantform\plantform_award\award_session_2.txt	700	158	4	94550968
198	a15a262	2011-3-28 18:0:56	\setting\boss\task80to90\7316.ini	433	220	4	2caa5e63
199	a1d4510	2011-7-26 11:54:24	\setting\npc\droprate\qinling\f3_leader_other.txt	106	106	0	58ce1fe2
200	a2a37f8	2008-3-25 0:45:14	\setting\map\map_info\jiulaodong_1\npc\area2.txt	1399	647	4	f696a4a5
201	a2a7e18	2009-1-4 10:6:8	\setting\map\map_info\zhanchang_xiagu_yangzhou\info.txt	2167	565	4	69bafc3c
202	a30ca36	2008-3-25 0:46:14	\setting\map\map_info\talin_1\npc\area1.txt	2603	1083	4	abed276c
203	a373d04	2011-3-25 11:13:23	\setting\boss\taskhailingwangmu\4183.ini	443	233	4	e41c7d24
204	a39ca1b	2010-12-16 21:22:46	\setting\boss\xiakedao\tu.ini	126	118	4	820f2225
205	a407c8d	2008-5-24 15:16:4	\setting\map\map_info\talin_2_zhp\trap\to_talin.txt	181	88	4	5416f5a9
206	a44e993	2008-5-24 15:11:37	\setting\map\map_info\jiulaofeng_zhjdzh\npc\zhaojiacike.txt	144	105	4	b97cc173
207	a5981b3	2008-3-18 9:16:55	\setting\map\map_info\bingxuemigong_1\npc\area4.txt	1144	542	4	340b708e
208	a631c32	2011-4-18 11:28:27	\setting\event\eventplantform\plantform_trap\castlefight_trap.txt	86	73	4	e4983fbe
209	a756b15	2010-8-18 11:26:20	\setting\map\map_info\qinshihuangling_1\trap\trap_f2_2.txt	405	147	4	42c42939
210	a86ae94	2008-12-15 18:33:40	\setting\map\map_info\taohuayuan\trap\to_fuliudong.txt	265	117	4	1ebe473e
211	a966b26	2008-11-11 18:16:34	\setting\npc\droprate\droprate003_shouling.txt	937	475	4	ba8939e1
212	ab00c08	2009-11-4 12:10:35	\setting\scriptvalue\vfactory.txt	66	66	0	5146b0ac
213	adfd890	2011-11-4 14:37:3	\setting\task\treasuremap2\longmenfeijian\box_award_3.txt	157	113	4	2303b610
214	afb9a17	2008-7-8 10:3:22	\setting\map\map_info\tianlongsi\npc\caolianwuseng.txt	181	102	4	bc43037a
215	affea3c	2008-5-16 12:0:31	\setting\map\map_info\talin_2\npc\jimin.txt	1273	630	4	809b6836
216	b03934e	2008-5-9 14:14:56	\setting\boss\75boss_jin.ini	1726	589	4	693099b8
217	b0668f4	2012-3-6 23:21:23	\setting\map\map_info\keyimenyaoai\trap\to yanzhou.txt	629	235	4	ad85618b
218	b0db21c	2008-5-24 15:17:18	\setting\map\map_info\yanziwu_1_cyx\trap\to_yanziwu.txt	139	76	4	df9e178c
219	b0e5158	2009-9-23 18:30:20	\setting\map\map_info\globalservermapshandong\trap\to_globalservermap.txt	923	364	4	aa87707a
220	b321c5a	2008-3-7 15:13:21	\setting\event\guessgame\npctrap\shiguzhen.txt	230	163	4	540ed740
221	b3377f9	2011-7-1 21:45:21	\setting\item\001\extern\value\stone_starlevel_represent.txt	643	255	4	888b7cc5
222	b3bc88f	2008-3-24 19:12:18	\setting\item\001\extern\value\equip_starlevel_repair.txt	217	121	4	33d6dcb0
