Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect
藏宝图	藏宝图	18	1	9	2	\image\item\other\scriptitem\treasure_map_s.spr		34	一张标识了宝藏地点的残图。		0	100	1	1		1	0		treasuremap			1																						
藏宝图	藏宝图	18	1	9	3	\image\item\other\scriptitem\treasure_map_s.spr		34	一张标识了宝藏地点的残图。		0	100	1	1		1	0		treasuremap			1																						
藏宝图（高级）	藏宝图（高级）	18	1	10	1	\image\item\other\scriptitem\treasure_map_s.spr		34	一张标识了宝藏地点的残图。		0	10000	1	1		0	0		treasure_map			1																						
地图志	地图志	18	1	11	1	\image\item\other\scriptitem\mystic_map_s.spr		34	看上去像是一张地图志的残片，上面绘制了各种各样的山脉河流等标识。		0	100	1	1		1	0		linktask_worldmap			1																						
任务包	任务包	18	1	12	1	\image\item\other\scriptitem\linshiziyuan_s.spr		32	神秘的任务包，无人知道从何而来。		0	100	1	1		0	0		tempitem			1																						
神秘家书	神秘家书	18	1	13	1	\image\item\other\quest\quest_0003_s.spr		32	一封未署名的书信，鼠标右键打开一看便可获得100点经验。		0	0	100	1		0	0		cjdbook			1																						
纸张	纸张	18	1	14	1	\image\item\other\scriptitem\mapmaker_paper_s.spr		32	一叠用于绘图的纸张。		0	100	1	1		0	0		mapmaker_paper			1																						
地图册	地图册	18	1	15	1	\image\item\other\scriptitem\atlas_s.spr		32	一本地图册。		0	100	1	1		0	0		mapmaker_atlas			1																						
修炼珠	修炼珠	18	1	16	1	\image\item\other\scriptitem\xiulianzhu_s.spr		32	一颗能引发你体内潜能的修炼珠。		0	0	1	0		1	0		xiulianzhu			1																						
刑部令牌	刑部令牌	18	1	17	1	\image\item\other\scriptitem\xingbulingpai_s.spr		32	刑部发放的令牌，恶名值未清零时可出示此令牌离开<color=gold>临安府大牢或汴京府大牢。<color>		0	1	1	20000		0	1					1																						
慈悲心经	慈悲心经	18	1	18	1	\image\item\other\quest\quest_0046_s.spr		33	普通的佛经，可在<color=gold>七大城市的云游僧人处诵读，消减杀意，降低1点恶名值。<color>		0	1	1	20000		0	1		cibeixinjing			1																						
传送符（门派）	传送符（门派）	18	1	19	1	\image\item\other\scriptitem\huichengfu_s.spr		32	神奇的符纸，可以将人传送到任意门派。<color=gold>右键点击使用。<color>		0	500	1	1		0	0		chuansongfu	chuansong		1																						
无限传送符（新手村）	无限传送符（新手村）	18	1	20	1	\image\item\other\scriptitem\linshiziyuan_s.spr		32	能够无限使用的神奇符纸，可以将人传送到任意新手村。<color=gold>右键点击使用。<color>		0	1	1	1		0	0		chuansongfu	chuansong		1																						
无限传送符（城市）	无限传送符（城市）	18	1	21	1	\image\item\other\scriptitem\linshiziyuan_s.spr		32	能够无限使用的神奇符纸，可以将人传送到任意城市。<color=gold>右键点击使用。<color>		0	1	1	1		0	0		chuansongfu	chuansong		1																						
无限传送符（门派）	无限传送符（门派）	18	1	22	1	\image\item\other\scriptitem\linshiziyuan_s.spr		32	能够无限使用的神奇符纸，可以将人传送到任意门派。<color=gold>右键点击使用。<color>		0	1	1	1		0	0		chuansongfu	chuansong		1																						
无限回城符	无限回城符	18	1	23	1	\image\item\other\scriptitem\linshiziyuan_s.spr		32	能够无限使用的神奇符纸，可以将人瞬间传送到存点的城镇。<color=gold>右键点击使用。<color>		0	1	1	20000		0	1		huichengfu	chuansong		1																						
九转续命丸	九转续命丸	18	1	24	1	\image\item\other\medicine\zc_711_s.spr		36	古方记载的疗伤圣药。重伤时服用，可原地疗伤，续命还魂。		0	1	1	5000		0	0			revive		1																						
辉煌之果（初级）	辉煌之果（初级）	18	1	25	1	\image\item\other\scriptitem\huihuangzhiguo.spr		32	初级辉煌之种结出的果实，70~99级侠士吃下可以成倍增长功力。		0	0	1	0		0	1	70	huihuangzhiguo			1																						
黄金之果（初级）	黄金之果（初级）	18	1	26	1	\image\item\other\scriptitem\huangjinzhiguo.spr		32	初级黄金之种结出的一枚千古难遇的黄金果实，70~99级侠士吃下可以成倍增长功力。		0	0	1	0		0	1	70	huangjinzhiguo			1																						
宋金诏书	宋金诏书	18	1	27	1	\image\item\other\scriptitem\songjinzhaoshu_s.spr		34	宋金诏书，右键点击使用后可以传送到战场报名点。		0	100	100	100		0	0	60	songjinzhaoshu	chuansong		1																						
金创药（小）·箱	金创药（小）·箱	18	1	28	1	\image\item\other\medicine\medicine_124_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	1	1	1	0	150															
凝神丹（小）·箱	凝神丹（小）·箱	18	1	29	1	\image\item\other\medicine\medicine_224_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	2	1	1	0	150															
承仙蜜（小）·箱	承仙蜜（小）·箱	18	1	30	1	\image\item\other\medicine\medicine_324_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	3	1	1	0	150															
金创药（中）·箱	金创药（中）·箱	18	1	31	1	\image\item\other\medicine\medicine_124_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	1	1	2	0	150															
凝神丹（中）·箱	凝神丹（中）·箱	18	1	32	1	\image\item\other\medicine\medicine_224_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	2	1	2	0	150															
承仙蜜（中）·箱	承仙蜜（中）·箱	18	1	33	1	\image\item\other\medicine\medicine_324_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	3	1	2	0	150															
金创药（大）·箱	金创药（大）·箱	18	1	34	1	\image\item\other\medicine\medicine_124_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	1	1	3	0	150															
凝神丹（大）·箱	凝神丹（大）·箱	18	1	35	1	\image\item\other\medicine\medicine_224_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	2	1	3	0	150															
承仙蜜（大）·箱	承仙蜜（大）·箱	18	1	36	1	\image\item\other\medicine\medicine_324_s.spr		35			0	1	1	0	7200	0	0		xiang	yaoxiang		1		17	3	1	3	0	150															
回天丹·箱	回天丹·箱	18	1	37	1	\image\item\other\medicine\medicine_124_s.spr		35			0	1	1	0	14400	0	0		xiang	yaoxiang		1		17	1	1	4	0	150															
大补散·箱	大补散·箱	18	1	38	1	\image\item\other\medicine\medicine_224_s.spr		35			0	1	1	0		0	0		xiang	yaoxiang		1		17	2	1	4	0	150															
七巧补心丹·箱	七巧补心丹·箱	18	1	39	1	\image\item\other\medicine\medicine_324_s.spr		35			0	1	1	0	14400	0	0		xiang	yaoxiang		1		17	3	1	4	0	150															
九转还魂丹·箱	九转还魂丹·箱	18	1	40	1	\image\item\other\medicine\medicine_124_s.spr		35			0	1	1	0	24000	0	0		xiang	yaoxiang		1		17	1	1	5	0	150															
首乌还神丹·箱	首乌还神丹·箱	18	1	41	1	\image\item\other\medicine\medicine_224_s.spr		35			0	1	1	0	24000	0	0		xiang	yaoxiang		1		17	2	1	5	0	150															
五花玉露丸·箱	五花玉露丸·箱	18	1	42	1	\image\item\other\medicine\medicine_324_s.spr		35			0	1	1	0	24000	0	0		xiang	yaoxiang		1		17	3	1	5	0	150															
修炼好的心得书（初级）	修炼好的心得书（初级）	18	1	43	1	\image\item\other\scriptitem\xindeshu_2_s.spr		33	一本修炼好的心得书，右键点击使用可获得一定量的经验值。			1	1	2000		0	1		insightbook			1																						
修炼好的心得书（中级）	修炼好的心得书（中级）	18	1	44	1	\image\item\other\scriptitem\xindeshu_2_s.spr		33	一本修炼好的心得书，右键点击使用可获得一定量的经验值。			1	1	6000		0	1		insightbook			1																						
修炼好的心得书（高级）	修炼好的心得书（高级）	18	1	45	1	\image\item\other\scriptitem\xindeshu_2_s.spr		33	一本修炼好的心得书，右键点击使用可获得一定量的经验值。			1	1	18000		0	1		insightbook			1																						
修炼好的心得书（大师级）	修炼好的心得书（大师级）	18	1	46	1	\image\item\other\scriptitem\xindeshu_2_s.spr		33	一本修炼好的心得书，右键点击使用可获得一定量的经验值。			1	1	54000		0	1		insightbook			1																						
家族令牌	家族令牌	18	1	47	1	\image\item\other\scriptitem\xingbulingpai_s.spr		32	家族令牌，使用后可以使附近的家族正式成员持续获得经验。<enter><color=red>令牌有效使用期为19：30-23：30。<color>		0	0	1	0		3	1		jiazulingpai			1																						
陈年西北望	篝火用酒01	18	1	48	1	\image\item\other\medicine\food_211_s.spr		36	陈年好酒，使用后将获得<color=blue>3分钟<color>饮酒状态，在点燃篝火后使用获得个人<color=yellow>110%<color>篝火经验加成，若同一队伍都喝酒，可获得最大<color=yellow>160%<color>队伍篝火经验加成。饮酒状态最多累积<color=blue>30分钟<color>。<color=gold>右键点击使用。<color>		0	1	1	0		0	0		jiu			1																						
陈年稻花香	篝火用酒02	18	1	49	1	\image\item\other\medicine\food_212_s.spr		36	陈年好酒，使用后将获得<color=blue>3分钟<color>饮酒状态，在点燃篝火后使用获得个人<color=yellow>110%<color>篝火经验加成，若同一队伍都喝酒，可获得最大<color=yellow>160%<color>队伍篝火经验加成。饮酒状态最多累积<color=blue>30分钟<color>。<color=gold>右键点击使用。<color>		0	1	1	0		0	0		jiu			1																						
陈年女儿红	篝火用酒03	18	1	50	1	\image\item\other\medicine\food_213_s.spr		36	陈年好酒，使用后将获得<color=blue>3分钟<color>饮酒状态，在点燃篝火后使用获得个人<color=yellow>110%<color>篝火经验加成，若同一队伍都喝酒，可获得最大<color=yellow>160%<color>队伍篝火经验加成。饮酒状态最多累积<color=blue>30分钟<color>。<color=gold>右键点击使用。<color>		0	1	1	0		0	0		jiu			1																						
陈年杏花村	篝火用酒04	18	1	51	1	\image\item\other\medicine\food_214_s.spr		36	陈年好酒，使用后将获得<color=blue>3分钟<color>饮酒状态，在点燃篝火后使用获得个人<color=yellow>110%<color>篝火经验加成，若同一队伍都喝酒，可获得最大<color=yellow>160%<color>队伍篝火经验加成。饮酒状态最多累积<color=blue>30分钟<color>。<color=gold>右键点击使用。<color>		0	1	1	0		0	0		jiu			1																						
陈年烧刀子	篝火用酒05	18	1	52	1	\image\item\other\medicine\food_215_s.spr		36	陈年好酒，使用后将获得<color=blue>3分钟<color>饮酒状态，在点燃篝火后使用获得个人<color=yellow>110%<color>篝火经验加成，若同一队伍都喝酒，可获得最大<color=yellow>160%<color>队伍篝火经验加成。饮酒状态最多累积<color=blue>30分钟<color>。<color=gold>右键点击使用。<color>		0	1	1	0		0	0		jiu			1																						
篝火	篝火_未点燃	18	1	53	1	\image\icon\fightskill\tianren\tuishantianhai.spr		31			0	1	1	0		0	0		firewood_team			1																						
小药箱	小药箱	18	1	54	1	\image\item\other\medicine\medicine_124_s.spr		35			0	0	1	0		0	0		xiang			1		17	1	1	1	0	1															
粗糙的传送符	粗糙的传送符	18	1	55	1	\image\item\other\scriptitem\linshiziyuan_s.spr		32	粗糙的符纸，已经不能使用。		0	0	1	1		0	0					1																						
回血丹（小）·箱	回血丹（小）·箱	18	1	56	1	\image\item\other\medicine\medicine_124_s.spr		35	<color=gold>战场专用药箱，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	1	1	0	150															
回内丹（小）·箱	回内丹（小）·箱	18	1	57	1	\image\item\other\medicine\medicine_224_s.spr		35	<color=gold>战场专用药箱，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	2	1	0	150															
乾坤造化丸（小）·箱	乾坤造化丸（小）·箱	18	1	58	1	\image\item\other\medicine\medicine_324_s.spr		35	<color=gold>战场专用药箱，回血回内，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	3	1	0	150															
回血丹（中）·箱	回血丹（中）·箱	18	1	59	1	\image\item\other\medicine\medicine_124_s.spr		35	<color=gold>战场专用药箱，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	1	2	0	150															
回内丹（中）·箱	回内丹（中）·箱	18	1	60	1	\image\item\other\medicine\medicine_224_s.spr		35	<color=gold>战场专用药箱，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	2	2	0	150															
乾坤造化丸（中）·箱	乾坤造化丸（中）·箱	18	1	61	1	\image\item\other\medicine\medicine_324_s.spr		35	<color=gold>战场专用药箱，回血回内，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	3	2	0	150															
回血丹（大）·箱	回血丹（大）·箱	18	1	62	1	\image\item\other\medicine\medicine_124_s.spr		35	<color=gold>战场专用药箱，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	1	3	0	150															
回内丹（大）·箱	回内丹（大）·箱	18	1	63	1	\image\item\other\medicine\medicine_224_s.spr		35	<color=gold>战场专用药箱，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	2	3	0	150															
乾坤造化丸（大）·箱	乾坤造化丸（大）·箱	18	1	64	1	\image\item\other\medicine\medicine_324_s.spr		35	<color=gold>战场专用药箱，回血回内，右键点击开启。<color>		0	1	1	0		1	0		xiang			1		17	6	3	3	0	150															
师徒同心符		18	1	65	1	\image\item\other\scriptitem\huichengfu_s.spr		32	这是一张神奇的符纸。<color=gold>右键点击使用。<color>		0	0	1	1		1	0	20	teacher2student	chuansong		1																						
磨刀石(1级)	磨刀石(1级)	18	1	66	1	\image\item\other\scriptitem\modaoshi.spr		32	一块磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(2级)	磨刀石(2级)	18	1	66	2	\image\item\other\scriptitem\modaoshi.spr		32	一块磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(3级)	磨刀石(3级)	18	1	66	3	\image\item\other\scriptitem\modaoshi.spr		32	一块磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(4级)	磨刀石(4级)	18	1	66	4	\image\item\other\scriptitem\modaoshi.spr		32	一块磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(5级)	磨刀石(5级)	18	1	66	5	\image\item\other\scriptitem\modaoshi.spr		32	一块上好的磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(6级)	磨刀石(6级)	18	1	66	6	\image\item\other\scriptitem\modaoshi.spr		32	一块上好石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(7级)	磨刀石(7级)	18	1	66	7	\image\item\other\scriptitem\modaoshi.spr		32	一块上好石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(8级)	磨刀石(8级)	18	1	66	8	\image\item\other\scriptitem\modaoshi.spr		32	一块蕴含灵气的磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(9级)	磨刀石(9级)	18	1	66	9	\image\item\other\scriptitem\modaoshi.spr		32	一块蕴含灵气的磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
磨刀石(10级)	磨刀石(10级)	18	1	66	10	\image\item\other\scriptitem\modaoshi.spr		32	一块蕴含灵气的磨刀石，使用后可以有效提升攻击力！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		modaoshi			1																						
护甲片(1级)	护甲片(1级)	18	1	67	1	\image\item\other\scriptitem\hujiapian.spr		32	一个护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(2级)	护甲片(2级)	18	1	67	2	\image\item\other\scriptitem\hujiapian.spr		32	一个护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(3级)	护甲片(3级)	18	1	67	3	\image\item\other\scriptitem\hujiapian.spr		32	一个护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(4级)	护甲片(4级)	18	1	67	4	\image\item\other\scriptitem\hujiapian.spr		32	一个优质护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(5级)	护甲片(5级)	18	1	67	5	\image\item\other\scriptitem\hujiapian.spr		32	一个优质护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(6级)	护甲片(6级)	18	1	67	6	\image\item\other\scriptitem\hujiapian.spr		32	一个优质护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(7级)	护甲片(7级)	18	1	67	7	\image\item\other\scriptitem\hujiapian.spr		32	一个优质护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(8级)	护甲片(8级)	18	1	67	8	\image\item\other\scriptitem\hujiapian.spr		32	一个受到庇佑的护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(9级)	护甲片(9级)	18	1	67	9	\image\item\other\scriptitem\hujiapian.spr		32	一个受到庇佑的护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
护甲片(10级)	护甲片(10级)	18	1	67	10	\image\item\other\scriptitem\hujiapian.spr		32	一个受到庇佑的护甲片，使用后可以有效提升生命值上限！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		hujiapian			1																						
五行石(1级)	五行石(1级)	18	1	68	1	\image\item\other\scriptitem\wuxingshi.spr		32	一块五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(2级)	五行石(2级)	18	1	68	2	\image\item\other\scriptitem\wuxingshi.spr		32	一块五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(3级)	五行石(3级)	18	1	68	3	\image\item\other\scriptitem\wuxingshi.spr		32	一块五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(4级)	五行石(4级)	18	1	68	4	\image\item\other\scriptitem\wuxingshi.spr		32	一块五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(5级)	五行石(5级)	18	1	68	5	\image\item\other\scriptitem\wuxingshi.spr		32	一块缤纷的五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(6级)	五行石(6级)	18	1	68	6	\image\item\other\scriptitem\wuxingshi.spr		32	一块缤纷的五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(7级)	五行石(7级)	18	1	68	7	\image\item\other\scriptitem\wuxingshi.spr		32	一块缤纷的五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(8级)	五行石(8级)	18	1	68	8	\image\item\other\scriptitem\wuxingshi.spr		32	一块光辉四射的五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(9级)	五行石(9级)	18	1	68	9	\image\item\other\scriptitem\wuxingshi.spr		32	一块光辉四射的五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
五行石(10级)	五行石(10级)	18	1	68	10	\image\item\other\scriptitem\wuxingshi.spr		32	一块光辉四射的五行石，使用后可以有效提升所有抗性！<color=gold>右键点击使用。<color>		0	1	10	0		0	0		wuxingshi			1																						
修理包	修理包	18	1	69	1	\image\item\other\scriptitem\xiulibao.spr		32			0	1	100	0		0	0		xiulibao			1																						
烟花	烟花	18	1	70	1	\image\item\other\quest\quest_0047_s.spr		32			0	1	100	0		0	0		yanhua			1																						
白驹丸	白驹丸	18	1	71	1	\image\item\other\medicine\zc_631_s.spr		32	奇珍阁商城之宝，使用后可以获得8小时的离线修炼功能<enter><color=gold>（角色下次上线时，可领取离线期间修炼所得经验，每天最多能离线修炼18小时）<color>		0	1	1	3600		0	0	20	baijuwan			1																						
大白驹丸	大白驹丸	18	1	71	2	\image\item\other\scriptitem\baijuwan_da.spr		32	使用后可以获得8小时的离线修炼功能，修炼时获得的经验是白驹丸的1.3倍<enter><color=gold>（每天最多能离线修炼18小时）<color>		0	1	1	18000		0	1	20	baijuwan			1																						
强效白驹丸	强效白驹丸	18	1	71	3	\image\item\other\scriptitem\baijuwan_da.spr		32	使用后可以获得8小时的离线修炼功能，修炼时获得的经验是白驹丸的1.6倍<enter><color=gold>（每天最多能离线修炼18小时）<color>		0	1	1	54000		0	1	20	baijuwan			1																						
特效白驹丸	特效白驹丸	18	1	71	4	\image\item\other\scriptitem\baijuwan_teda.spr		32	使用后可以获得8小时的离线修炼功能，修炼时获得的经验是白驹丸的2倍<enter><color=gold>（每天最多能离线修炼18小时）<color>		0	1	1	160000		0	1	20	baijuwan			1																						
