Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect
碎裂的夜幕石（1级）	毒抗宝石（1级）	24	1	3	1	\image\item\gem\1_gold.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					3																				
磨损的夜幕石（2级）	毒抗宝石（2级）	24	1	3	2	\image\item\gem\2_gold.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					3																				
完整的夜幕石（3级）	毒抗宝石（3级）	24	1	3	3	\image\item\gem\3_gold.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					3	3																			
精巧的夜幕石（4级）	毒抗宝石（4级）	24	1	3	4	\image\item\gem\4_gold.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					3	4																			
耀眼的夜幕石（5级）	毒抗宝石（5级）	24	1	3	5	\image\item\gem\5_gold.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					3	5																			
碎裂的夏阳石（1级）	普抗宝石（1级）	24	1	4	1	\image\item\gem\1_gold.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					4																				
磨损的夏阳石（2级）	普抗宝石（2级）	24	1	4	2	\image\item\gem\2_gold.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					4																				
完整的夏阳石（3级）	普抗宝石（3级）	24	1	4	3	\image\item\gem\3_gold.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					4	3																			
精巧的夏阳石（4级）	普抗宝石（4级）	24	1	4	4	\image\item\gem\4_gold.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					4	4																			
耀眼的夏阳石（5级）	普抗宝石（5级）	24	1	4	5	\image\item\gem\5_gold.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					4	5																			
碎裂的骄阳石（1级）	冰抗宝石（1级）	24	1	5	1	\image\item\gem\1_gold.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					5																				
磨损的骄阳石（2级）	冰抗宝石（2级）	24	1	5	2	\image\item\gem\2_gold.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					5																				
完整的骄阳石（3级）	冰抗宝石（3级）	24	1	5	3	\image\item\gem\3_gold.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					5	3																			
精巧的骄阳石（4级）	冰抗宝石（4级）	24	1	5	4	\image\item\gem\4_gold.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					5	4																			
耀眼的骄阳石（5级）	冰抗宝石（5级）	24	1	5	5	\image\item\gem\5_gold.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					5	5																			
碎裂的雷霆玉（1级）	雷抗宝石（1级）	24	1	6	1	\image\item\gem\1_gold.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					6																				
磨损的雷霆玉（2级）	雷抗宝石（2级）	24	1	6	2	\image\item\gem\2_gold.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					6																				
完整的雷霆玉（3级）	雷抗宝石（3级）	24	1	6	3	\image\item\gem\3_gold.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					6	3																			
精巧的雷霆玉（4级）	雷抗宝石（4级）	24	1	6	4	\image\item\gem\4_gold.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					6	4																			
耀眼的雷霆玉（5级）	雷抗宝石（5级）	24	1	6	5	\image\item\gem\5_gold.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					6	5																			
碎裂的冰封石（1级）	火抗宝石（1级）	24	1	7	1	\image\item\gem\1_gold.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					7																				
磨损的冰封石（2级）	火抗宝石（2级）	24	1	7	2	\image\item\gem\2_gold.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					7																				
完整的冰封石（3级）	火抗宝石（3级）	24	1	7	3	\image\item\gem\3_gold.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					7	3																			
精巧的冰封石（4级）	火抗宝石（4级）	24	1	7	4	\image\item\gem\4_gold.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					7	4																			
耀眼的冰封石（5级）	火抗宝石（5级）	24	1	7	5	\image\item\gem\5_gold.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					7	5																			
碎裂的极灵玉（1级）	减虚弱时间宝石（1级）	24	1	8	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					8																				
磨损的极灵玉（2级）	减虚弱时间宝石（2级）	24	1	8	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					8																				
完整的极灵玉（3级）	减虚弱时间宝石（3级）	24	1	8	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					8	3																			
精巧的极灵玉（4级）	减虚弱时间宝石（4级）	24	1	8	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					8	4																			
耀眼的极灵玉（5级）	减虚弱时间宝石（5级）	24	1	8	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					8	5																			
碎裂的绝灵玉（1级）	减受伤时间宝石（1级）	24	1	9	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					9																				
磨损的绝灵玉（2级）	减受伤时间宝石（2级）	24	1	9	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					9																				
完整的绝灵玉（3级）	减受伤时间宝石（3级）	24	1	9	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					9	3																			
精巧的绝灵玉（4级）	减受伤时间宝石（4级）	24	1	9	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					9	4																			
耀眼的绝灵玉（5级）	减受伤时间宝石（5级）	24	1	9	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					9	5																			
碎裂的震灵玉（1级）	减迟缓时间宝石（1级）	24	1	10	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					10																				
磨损的震灵玉（2级）	减迟缓时间宝石（2级）	24	1	10	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					10																				
完整的震灵玉（3级）	减迟缓时间宝石（3级）	24	1	10	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					10	3																			
精巧的震灵玉（4级）	减迟缓时间宝石（4级）	24	1	10	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					10	4																			
耀眼的震灵玉（5级）	减迟缓时间宝石（5级）	24	1	10	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					10	5																			
碎裂的冥灵玉（1级）	减眩晕时间宝石（1级）	24	1	11	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					11																				
磨损的冥灵玉（2级）	减眩晕时间宝石（2级）	24	1	11	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					11																				
完整的冥灵玉（3级）	减眩晕时间宝石（3级）	24	1	11	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					11	3																			
精巧的冥灵玉（4级）	减眩晕时间宝石（4级）	24	1	11	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					11	4																			
耀眼的冥灵玉（5级）	减眩晕时间宝石（5级）	24	1	11	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					11	5																			
碎裂的寒灵玉（1级）	减灼伤时间宝石（1级）	24	1	12	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					12																				
磨损的寒灵玉（2级）	减灼伤时间宝石（2级）	24	1	12	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					12																				
完整的寒灵玉（3级）	减灼伤时间宝石（3级）	24	1	12	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					12	3																			
精巧的寒灵玉（4级）	减灼伤时间宝石（4级）	24	1	12	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					12	4																			
耀眼的寒灵玉（5级）	减灼伤时间宝石（5级）	24	1	12	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					12	5																			
碎裂的朱蟾石（1级）	减虚弱几率宝石（1级）	24	1	13	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					13																				
磨损的朱蟾石（2级）	减虚弱几率宝石（2级）	24	1	13	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					13																				
完整的朱蟾石（3级）	减虚弱几率宝石（3级）	24	1	13	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					13	3																			
精巧的朱蟾石（4级）	减虚弱几率宝石（4级）	24	1	13	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					13	4																			
耀眼的朱蟾石（5级）	减虚弱几率宝石（5级）	24	1	13	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					13	5																			
碎裂的晨露石（1级）	减受伤几率宝石（1级）	24	1	14	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					14																				
磨损的晨露石（2级）	减受伤几率宝石（2级）	24	1	14	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					14																				
完整的晨露石（3级）	减受伤几率宝石（3级）	24	1	14	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					14	3																			
精巧的晨露石（4级）	减受伤几率宝石（4级）	24	1	14	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					14	4																			
耀眼的晨露石（5级）	减受伤几率宝石（5级）	24	1	14	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					14	5																			
碎裂的太虚石（1级）	减迟缓几率宝石（1级）	24	1	15	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					15																				
磨损的太虚石（2级）	减迟缓几率宝石（2级）	24	1	15	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					15																				
完整的太虚石（3级）	减迟缓几率宝石（3级）	24	1	15	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					15	3																			
精巧的太虚石（4级）	减迟缓几率宝石（4级）	24	1	15	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					15	4																			
耀眼的太虚石（5级）	减迟缓几率宝石（5级）	24	1	15	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					15	5																			
碎裂的秋辉石（1级）	减眩晕几率宝石（1级）	24	1	16	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					16																				
磨损的秋辉石（2级）	减眩晕几率宝石（2级）	24	1	16	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					16																				
完整的秋辉石（3级）	减眩晕几率宝石（3级）	24	1	16	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					16	3																			
精巧的秋辉石（4级）	减眩晕几率宝石（4级）	24	1	16	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					16	4																			
耀眼的秋辉石（5级）	减眩晕几率宝石（5级）	24	1	16	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					16	5																			
碎裂的月光石（1级）	减灼伤几率宝石（1级）	24	1	17	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					17																				
磨损的月光石（2级）	减灼伤几率宝石（2级）	24	1	17	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					17																				
完整的月光石（3级）	减灼伤几率宝石（3级）	24	1	17	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					17	3																			
精巧的月光石（4级）	减灼伤几率宝石（4级）	24	1	17	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					17	4																			
耀眼的月光石（5级）	减灼伤几率宝石（5级）	24	1	17	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					17	5																			
碎裂的贪狼石（1级）	减负面效果时间宝石（1级）	24	1	18	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					18																				
磨损的贪狼石（2级）	减负面效果时间宝石（2级）	24	1	18	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					18																				
完整的贪狼石（3级）	减负面效果时间宝石（3级）	24	1	18	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					18	3																			
精巧的贪狼石（4级）	减负面效果时间宝石（4级）	24	1	18	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					18	4																			
耀眼的贪狼石（5级）	减负面效果时间宝石（5级）	24	1	18	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					18	5																			
碎裂的傲霜石（1级）	减负面效果概率宝石（1级）	24	1	19	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					19																				
磨损的傲霜石（2级）	减负面效果概率宝石（2级）	24	1	19	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					19																				
完整的傲霜石（3级）	减负面效果概率宝石（3级）	24	1	19	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					19	3																			
精巧的傲霜石（4级）	减负面效果概率宝石（4级）	24	1	19	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					19	4																			
耀眼的傲霜石（5级）	减负面效果概率宝石（5级）	24	1	19	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					19	5																			
碎裂的魅影石（1级）	加负面效果时间宝石（1级）	24	1	20	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					20																				
磨损的魅影石（2级）	加负面效果时间宝石（2级）	24	1	20	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					20																				
完整的魅影石（3级）	加负面效果时间宝石（3级）	24	1	20	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					20	3																			
精巧的魅影石（4级）	加负面效果时间宝石（4级）	24	1	20	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					20	4																			
耀眼的魅影石（5级）	加负面效果时间宝石（5级）	24	1	20	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					20	5																			
碎裂的灵风石（1级）	加负面效果概率宝石（1级）	24	1	21	1	\image\item\gem\1_orange.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					21																				
磨损的灵风石（2级）	加负面效果概率宝石（2级）	24	1	21	2	\image\item\gem\2_orange.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					21																				
完整的灵风石（3级）	加负面效果概率宝石（3级）	24	1	21	3	\image\item\gem\3_orange.spr		3	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					21	3																			
精巧的灵风石（4级）	加负面效果概率宝石（4级）	24	1	21	4	\image\item\gem\4_orange.spr		4	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					21	4																			
耀眼的灵风石（5级）	加负面效果概率宝石（5级）	24	1	21	5	\image\item\gem\5_orange.spr		5	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					21	5																			
碎裂的凌天玉（1级）	全抗宝石（1级）	24	1	22	1	\image\item\gem\1_gold.spr		1	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					22																				
磨损的凌天玉（2级）	全抗宝石（2级）	24	1	22	2	\image\item\gem\2_gold.spr		2	样式古朴的宝石，可以镶嵌在装备上。<enter><color=gold>右键点击打开镶嵌界面。<color>		0	100000	1	50000		0	1		gem					22																				
