EqName	FreeNormalStand	FreeSpecialStand	FreeFightStand	MeleeWNormalStand	MeleeWSpecialStand	MeleeWFightStand	RangeWNormalStand	RangeWSpecialStand	RangeWFightStand	DoubleWNormalStand	DoubleWSpecialStand	DoubleWFightStand	FreeWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	DartThrow	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	JumpFly	RideNormalStand	RideSepcialStand	RideFightStand	RideWalk	RideRun	RidePuncture	RideCut	RideMagic	RideWound	RideDie
mantle10																																																				
mantle11																																																				
mantle12																																																				
mantle13																																																				
mantle14																																																				
mantle15																																																				
mantle16																																																				
mantle17																																																				
mantle18																																																				
mantle19																																																				
mantle20																																																				
mantle21																																																				
mantle22																																																				
mantle23																																																				
mantle24																																																				
mantle25																																																				
mantle26																																																				
mantle27																																																				
mantle28																																																				
mantle29																																																				
mantle30																																																				
mantle31																																																				
																																																				
