Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType
铜锭[1级矿锭]	铜锭[1级矿锭]	22	1	2	1	\image\item\lifeskill\kuangshi\kuangding_101_s.spr		32	通过[矿物加工]用铜矿石加工而成。<enter><color=gold>可使用制造系生活技能制作各类装备。当生活技能等级达到10后可以制作更高一级的装备。<color>		0	0	100	100		0	0		stuffitem		1		
锡锭[2级矿锭]	锡锭[2级矿锭]	22	1	2	2	\image\item\lifeskill\kuangshi\kuangding_102_s.spr		32	通过[矿物加工]用锡矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级10以上）制作各类装备。<color>		0	0	100	200		0	0		stuffitem		1		
铁锭[3级矿锭]	铁锭[3级矿锭]	22	1	2	3	\image\item\lifeskill\kuangshi\kuangding_103_s.spr		32	通过[矿物加工]用铁矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级20以上）制作各类装备。<color>		0	0	100	600		0	0		stuffitem		1		
银锭[4级矿锭]	银锭[4级矿锭]	22	1	2	4	\image\item\lifeskill\kuangshi\kuangding_104_s.spr		32	通过[矿物加工]用银矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级30以上）制作各类装备。<color>		0	0	100	1600		0	0		stuffitem		1		
金锭[5级矿锭]	金锭[5级矿锭]	22	1	2	5	\image\item\lifeskill\kuangshi\kuangding_105_s.spr		32	通过[矿物加工]用金矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级40以上）制作各类装备。<color>		0	0	100	2800		0	0		stuffitem		1		
乌金锭[6级矿锭]	乌金锭[6级矿锭]	22	1	2	6	\image\item\lifeskill\kuangshi\kuangding_106_s.spr		32	通过[矿物加工]用乌金矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级50以上）制作各类装备。<color>		0	0	100	4200		0	0		stuffitem		1		
紫金锭[7级矿锭]	紫金锭[7级矿锭]	22	1	2	7	\image\item\lifeskill\kuangshi\kuangding_107_s.spr		32	通过[矿物加工]用紫金矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级60以上）制作各类装备。<color>		0	0	100	8000		0	0		stuffitem		1		
寒铁锭[8级矿锭]	寒铁锭[8级矿锭]	22	1	2	8	\image\item\lifeskill\kuangshi\kuangding_108_s.spr		32	通过[矿物加工]用寒铁矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级70以上）制作各类装备。<color>		0	0	100	12000		0	0		stuffitem		1		
玄铁锭[9级矿锭]	玄铁锭[9级矿锭]	22	1	2	9	\image\item\lifeskill\kuangshi\kuangding_109_s.spr		32	通过[矿物加工]用玄铁矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级80以上）制作各类装备。<color>		0	0	100	15000		0	0		stuffitem		1		
陨铁锭[10级矿锭]	陨铁锭[10级矿锭]	22	1	2	10	\image\item\lifeskill\kuangshi\kuangding_110_s.spr		32	通过[矿物加工]用陨铁矿石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级90以上）制作各类装备。<color>		0	0	100	35000		0	0		stuffitem		1		
雨花原石[1级原石]	雨花原石[1级原石]	22	1	3	1	\image\item\lifeskill\baoshi\yuanshi_101_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]加工成雨花石。当生活技能等级达到10后可以加工更高一级的材料。<color>		0	50	100	50		1	0		stuffitem		1		
虎睛原石[2级原石]	虎睛原石[2级原石]	22	1	3	2	\image\item\lifeskill\baoshi\yuanshi_102_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级10以上）加工成虎睛石。<color>		0	100	100	100		1	0		stuffitem		1		
冻原石[3级原石]	冻原石[3级原石]	22	1	3	3	\image\item\lifeskill\baoshi\yuanshi_106_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级20以上）加工成冻石。<color>		0	300	100	300		1	0		stuffitem		1		
鸡血原石[4级原石]	鸡血原石[4级原石]	22	1	3	4	\image\item\lifeskill\baoshi\yuanshi_108_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级30以上）加工成鸡血石。<color>		0	800	100	800		1	0		stuffitem		1		
金红原石[5级原石]	金红原石[5级原石]	22	1	3	5	\image\item\lifeskill\baoshi\yuanshi_105_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级40以上）加工成金红石。<color>		0	1400	100	1400		1	0		stuffitem		1		
孔雀原石[6级原石]	孔雀原石[6级原石]	22	1	3	6	\image\item\lifeskill\baoshi\yuanshi_103_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级50以上）加工成孔雀石。<color>		0	2100	100	2100		1	0		stuffitem		1		
葡萄原石[7级原石]	葡萄原石[7级原石]	22	1	3	7	\image\item\lifeskill\baoshi\yuanshi_107_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级60以上）加工成葡萄石。<color>		0	4000	100	4000		1	0		stuffitem		1		
萤原石[8级原石]	萤原石[8级原石]	22	1	3	8	\image\item\lifeskill\baoshi\yuanshi_104_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级70以上）加工成萤石。<color>		0	6000	100	6000		1	0		stuffitem		1		
菊花原石[9级原石]	菊花原石[9级原石]	22	1	3	9	\image\item\lifeskill\baoshi\yuanshi_109_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级80以上）加工成菊花石。<color>		0	10000	100	10000		1	0		stuffitem		1		
金刚原石[10级原石]	金刚原石[10级原石]	22	1	3	10	\image\item\lifeskill\baoshi\yuanshi_110_s.spr		32	从矿脉挖出的矿石，兵器铺有售。<enter><color=gold>可使用生活技能[矿物加工]（技能等级90以上）加工成金刚石。<color>		0	17500	100	17500		1	0		stuffitem		1		
雨花石[1级宝石]	雨花石[1级宝石]	22	1	4	1	\image\item\lifeskill\baoshi\baoshi_101_s.spr		32	通过[矿物加工]用雨花原石加工而成。<enter><color=gold>可使用制造系生活技能制作各类装备。当生活技能等级达到10后可以制作更高一级的装备。<color>		0	0	100	100		0	0		stuffitem		1		
虎睛石[2级宝石]	虎睛石[2级宝石]	22	1	4	2	\image\item\lifeskill\baoshi\baoshi_102_s.spr		32	通过[矿物加工]用虎睛原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级10以上）制作各类装备。<color>		0	0	100	200		0	0		stuffitem		1		
冻石[3级宝石]	冻石[3级宝石]	22	1	4	3	\image\item\lifeskill\baoshi\baoshi_106_s.spr		32	通过[矿物加工]用冻原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级20以上）制作各类装备。<color>		0	0	100	600		0	0		stuffitem		1		
鸡血石[4级宝石]	鸡血石[4级宝石]	22	1	4	4	\image\item\lifeskill\baoshi\baoshi_108_s.spr		32	通过[矿物加工]用鸡血原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级30以上）制作各类装备。<color>		0	0	100	1600		0	0		stuffitem		1		
金红石[5级宝石]	金红石[5级宝石]	22	1	4	5	\image\item\lifeskill\baoshi\baoshi_105_s.spr		32	通过[矿物加工]用金红原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级40以上）制作各类装备。<color>		0	0	100	2800		0	0		stuffitem		1		
孔雀石[6级宝石]	孔雀石[6级宝石]	22	1	4	6	\image\item\lifeskill\baoshi\baoshi_103_s.spr		32	通过[矿物加工]用孔雀原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级50以上）制作各类装备。<color>		0	0	100	4200		0	0		stuffitem		1		
葡萄石[7级宝石]	葡萄石[7级宝石]	22	1	4	7	\image\item\lifeskill\baoshi\baoshi_107_s.spr		32	通过[矿物加工]用葡萄原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级60以上）制作各类装备。<color>		0	0	100	8000		0	0		stuffitem		1		
萤石[8级宝石]	萤石[8级宝石]	22	1	4	8	\image\item\lifeskill\baoshi\baoshi_104_s.spr		32	通过[矿物加工]用萤原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级70以上）制作各类装备。<color>		0	0	100	12000		0	0		stuffitem		1		
菊花石[9级宝石]	菊花石[9级宝石]	22	1	4	9	\image\item\lifeskill\baoshi\baoshi_109_s.spr		32	通过[矿物加工]用菊花原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级80以上）制作各类装备。<color>		0	0	100	20000		0	0		stuffitem		1		
金刚石[10级宝石]	金刚石[10级宝石]	22	1	4	10	\image\item\lifeskill\baoshi\baoshi_110_s.spr		32	通过[矿物加工]用金刚原石加工而成。<enter><color=gold>可使用制造系生活技能（技能等级90以上）制作各类装备。<color>		0	0	100	35000		0	0		stuffitem		1		
亚麻[1级棉麻]	亚麻[1级棉麻]	22	1	5	1	\image\item\lifeskill\buliao\buliao_101_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]加工成亚麻布。当生活技能等级达到10后可以加工更高一级的材料。<color>		0	50	100	50		1	0		stuffitem		1		
黄麻[2级棉麻]	黄麻[2级棉麻]	22	1	5	2	\image\item\lifeskill\buliao\buliao_102_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级10以上）加工成黄麻布。<color>		0	100	100	100		1	0		stuffitem		1		
藤葛[3级棉麻]	藤葛[3级棉麻]	22	1	5	3	\image\item\lifeskill\buliao\buliao_103_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级20以上）加工成藤葛布。<color>		0	300	100	300		1	0		stuffitem		1		
草棉[4级棉麻]	草棉[4级棉麻]	22	1	5	4	\image\item\lifeskill\buliao\buliao_104_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级30以上）加工成草棉布。<color>		0	800	100	800		1	0		stuffitem		1		
羊毛[5级棉麻]	羊毛[5级棉麻]	22	1	5	5	\image\item\lifeskill\buliao\buliao_105_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级40以上）加工成羊毛布。<color>		0	1400	100	1400		1	0		stuffitem		1		
锦毛[6级棉麻]	锦毛[6级棉麻]	22	1	5	6	\image\item\lifeskill\buliao\buliao_106_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级50以上）加工成锦毛布。<color>		0	2100	100	2100		1	0		stuffitem		1		
绒毛[7级棉麻]	绒毛[7级棉麻]	22	1	5	7	\image\item\lifeskill\buliao\buliao_107_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级60以上）加工成绒毛布。<color>		0	4000	100	4000		1	0		stuffitem		1		
木棉[8级棉麻]	木棉[8级棉麻]	22	1	5	8	\image\item\lifeskill\buliao\buliao_108_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级70以上）加工成木棉布。<color>		0	6000	100	6000		1	0		stuffitem		1		
火麻[9级棉麻]	火麻[9级棉麻]	22	1	5	9	\image\item\lifeskill\buliao\buliao_109_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级80以上）加工成火麻布。<color>		0	7500	100	7500		1	0		stuffitem		1		
火浣棉[10级棉麻]	火浣棉[10级棉麻]	22	1	5	10	\image\item\lifeskill\buliao\buliao_110_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级90以上）加工成火浣布。<color>		0	17500	100	17500		1	0		stuffitem		1		
亚麻布[1级布匹]	亚麻布[1级布匹]	22	1	6	1	\image\item\lifeskill\buliao\bupi_101_s.spr		32	通过[布料加工]用亚麻加工而成。<enter><color=gold>可使用制造系生活技能制作各类装备。当生活技能等级达到10后可以制作更高一级的装备。<color>		0	0	100	100		0	0		stuffitem		1		
黄麻布[2级布匹]	黄麻布[2级布匹]	22	1	6	2	\image\item\lifeskill\buliao\bupi_102_s.spr		32	通过[布料加工]用黄麻加工而成。<enter><color=gold>可使用制造系生活技能（技能等级10以上）制作各类装备。<color>		0	0	100	200		0	0		stuffitem		1		
藤葛布[3级布匹]	藤葛布[3级布匹]	22	1	6	3	\image\item\lifeskill\buliao\bupi_103_s.spr		32	通过[布料加工]用藤葛加工而成。<enter><color=gold>可使用制造系生活技能（技能等级20以上）制作各类装备。<color>		0	0	100	600		0	0		stuffitem		1		
草棉布[4级布匹]	草棉布[4级布匹]	22	1	6	4	\image\item\lifeskill\buliao\bupi_104_s.spr		32	通过[布料加工]用草棉加工而成。<enter><color=gold>可使用制造系生活技能（技能等级30以上）制作各类装备。<color>		0	0	100	1600		0	0		stuffitem		1		
羊毛布[5级布匹]	羊毛布[5级布匹]	22	1	6	5	\image\item\lifeskill\buliao\bupi_105_s.spr		32	通过[布料加工]用羊毛加工而成。<enter><color=gold>可使用制造系生活技能（技能等级40以上）制作各类装备。<color>		0	0	100	2800		0	0		stuffitem		1		
锦毛布[6级布匹]	锦毛布[6级布匹]	22	1	6	6	\image\item\lifeskill\buliao\bupi_106_s.spr		32	通过[布料加工]用锦毛加工而成。<enter><color=gold>可使用制造系生活技能（技能等级50以上）制作各类装备。<color>		0	0	100	4200		0	0		stuffitem		1		
绒毛布[7级布匹]	绒毛布[7级布匹]	22	1	6	7	\image\item\lifeskill\buliao\bupi_107_s.spr		32	通过[布料加工]用绒毛加工而成。<enter><color=gold>可使用制造系生活技能（技能等级60以上）制作各类装备。<color>		0	0	100	8000		0	0		stuffitem		1		
木棉布[8级布匹]	木棉布[8级布匹]	22	1	6	8	\image\item\lifeskill\buliao\bupi_108_s.spr		32	通过[布料加工]用木棉加工而成。<enter><color=gold>可使用制造系生活技能（技能等级70以上）制作各类装备。<color>		0	0	100	12000		0	0		stuffitem		1		
火麻布[9级布匹]	火麻布[9级布匹]	22	1	6	9	\image\item\lifeskill\buliao\bupi_109_s.spr		32	通过[布料加工]用火麻加工而成。<enter><color=gold>可使用制造系生活技能（技能等级80以上）制作各类装备。<color>		0	0	100	15000		0	0		stuffitem		1		
火浣布[10级布匹]	火浣布[10级布匹]	22	1	6	10	\image\item\lifeskill\buliao\bupi_110_s.spr		32	通过[布料加工]用火浣棉加工而成。<enter><color=gold>可使用制造系生活技能（技能等级90以上）制作各类装备。<color>		0	0	100	35000		0	0		stuffitem		1		
野蚕丝[1级丝]	野蚕丝[1级丝]	22	1	7	1	\image\item\lifeskill\sichou\sixian_101_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]加工成野蚕绸。当生活技能等级达到10后可以加工更高一级的材料。<color>		0	50	100	50		1	0		stuffitem		1		
桑蚕丝[2级丝]	桑蚕丝[2级丝]	22	1	7	2	\image\item\lifeskill\sichou\sixian_102_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级10级以上）加工成桑蚕绸。<color>		0	100	100	100		1	0		stuffitem		1		
狼蛛丝[3级丝]	狼蛛丝[3级丝]	22	1	7	3	\image\item\lifeskill\sichou\sixian_103_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级20级以上）加工成狼蛛绸。<color>		0	300	100	300		1	0		stuffitem		1		
白蚕丝[4级丝]	白蚕丝[4级丝]	22	1	7	4	\image\item\lifeskill\sichou\sixian_104_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级30级以上）加工成白蚕绸。<color>		0	800	100	800		1	0		stuffitem		1		
血蚕丝[5级丝]	血蚕丝[5级丝]	22	1	7	5	\image\item\lifeskill\sichou\sixian_105_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级40级以上）加工成血蚕绸。<color>		0	1400	100	1400		1	0		stuffitem		1		
冷虫丝[6级丝]	冷虫丝[6级丝]	22	1	7	6	\image\item\lifeskill\sichou\sixian_106_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级50级以上）加工成冷虫绸。<color>		0	2100	100	2100		1	0		stuffitem		1		
乌蚕丝[7级丝]	乌蚕丝[7级丝]	22	1	7	7	\image\item\lifeskill\sichou\sixian_107_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级60级以上）加工成乌蚕绸。<color>		0	4000	100	4000		1	0		stuffitem		1		
金蚕丝[8级丝]	金蚕丝[8级丝]	22	1	7	8	\image\item\lifeskill\sichou\sixian_108_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级70级以上）加工成金蚕绸。<color>		0	6000	100	6000		1	0		stuffitem		1		
冰蚕丝[9级丝]	冰蚕丝[9级丝]	22	1	7	9	\image\item\lifeskill\sichou\sixian_109_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级80级以上）加工成冰蚕绸。<color>		0	10000	100	10000		1	0		stuffitem		1		
天蚕丝[10级丝]	天蚕丝[10级丝]	22	1	7	10	\image\item\lifeskill\sichou\sixian_110_s.spr		32	搜集到的棉麻，杂货铺有售。<enter><color=gold>可使用生活技能[布料加工]（技能等级90级以上）加工成天蚕绸。<color>		0	17500	100	17500		1	0		stuffitem		1		
野蚕绸[1级绸]	野蚕绸[1级绸]	22	1	8	1	\image\item\lifeskill\sichou\sichou_101_s.spr		32	通过[布料加工]用野蚕丝加工而成。<enter><color=gold>可使用制造系生活技能制作各类装备。当生活技能等级达到10后可以制作更高一级的装备。<color>		0	0	100	100		0	0		stuffitem		1		
桑蚕绸[2级绸]	桑蚕绸[2级绸]	22	1	8	2	\image\item\lifeskill\sichou\sichou_102_s.spr		32	通过[布料加工]用桑蚕丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级10级以上）制作各类装备。<color>		0	0	100	200		0	0		stuffitem		1		
狼蛛绸[3级绸]	狼蛛绸[3级绸]	22	1	8	3	\image\item\lifeskill\sichou\sichou_103_s.spr		32	通过[布料加工]用狼蛛丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级20级以上）制作各类装备。<color>		0	0	100	600		0	0		stuffitem		1		
白蚕绸[4级绸]	白蚕绸[4级绸]	22	1	8	4	\image\item\lifeskill\sichou\sichou_104_s.spr		32	通过[布料加工]用白蚕丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级30级以上）制作各类装备。<color>		0	0	100	1600		0	0		stuffitem		1		
血蚕绸[5级绸]	血蚕绸[5级绸]	22	1	8	5	\image\item\lifeskill\sichou\sichou_105_s.spr		32	通过[布料加工]用血蚕丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级40级以上）制作各类装备。<color>		0	0	100	2800		0	0		stuffitem		1		
冷虫绸[6级绸]	冷虫绸[6级绸]	22	1	8	6	\image\item\lifeskill\sichou\sichou_106_s.spr		32	通过[布料加工]用冷虫丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级50级以上）制作各类装备。<color>		0	0	100	4200		0	0		stuffitem		1		
乌蚕绸[7级绸]	乌蚕绸[7级绸]	22	1	8	7	\image\item\lifeskill\sichou\sichou_107_s.spr		32	通过[布料加工]用乌蚕丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级60级以上）制作各类装备。<color>		0	0	100	8000		0	0		stuffitem		1		
金蚕绸[8级绸]	金蚕绸[8级绸]	22	1	8	8	\image\item\lifeskill\sichou\sichou_108_s.spr		32	通过[布料加工]用金蚕丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级70级以上）制作各类装备。<color>		0	0	100	12000		0	0		stuffitem		1		
冰蚕绸[9级绸]	冰蚕绸[9级绸]	22	1	8	9	\image\item\lifeskill\sichou\sichou_109_s.spr		32	通过[布料加工]用冰蚕丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级80级以上）制作各类装备。<color>		0	0	100	20000		0	0		stuffitem		1		
天蚕绸[10级绸]	天蚕绸[10级绸]	22	1	8	10	\image\item\lifeskill\sichou\sichou_110_s.spr		32	通过[布料加工]用天蚕丝加工而成。<enter><color=gold>可使用制造系生活技能（技能等级90级以上）制作各类装备。<color>		0	0	100	35000		0	0		stuffitem		1		
藏红花[1级补血药材]	藏红花[1级补血药材]	22	1	9	1	\image\item\lifeskill\yaocai\yaocai_101_s.spr		32	野外采来的药材，药铺有售。<enter><color=gold>可使用生活技能[药材加工]加工成藏红花粉。当生活技能等级达到10后可以加工更高一级的材料。<color>		0	20	100	20		0	0		stuffitem		1		
桔梗[2级补血药材]	桔梗[2级补血药材]	22	1	9	2	\image\item\lifeskill\yaocai\yaocai_102_s.spr		32	珍稀药材，在野外藏宝地下迷宫里才能获得。<enter><color=gold>可使用生活技能[药材加工]（技能等级10以上）加工成桔梗粉。<color>		0	100	100	100		0	0		stuffitem		1		
白芍[3级补血药材]	白芍[3级补血药材]	22	1	9	3	\image\item\lifeskill\yaocai\yaocai_203_s.spr		32	野外采来的药材，药铺有售。<enter><color=gold>可使用生活技能[药材加工]（技能等级20以上）加工成白芍粉。<color>		0	100	100	100		0	0		stuffitem		1		
贝母[4级补血药材]	贝母[4级补血药材]	22	1	9	4	\image\item\lifeskill\yaocai\yaocai_107_s.spr		32	珍稀药材，在野外藏宝地下迷宫里才能获得。<enter><color=gold>可使用生活技能[药材加工]（技能等级30以上）加工成贝母粉。<color>		0	300	100	300		0	0		stuffitem		1		
田七[5级补血药材]	田七[5级补血药材]	22	1	9	5	\image\item\lifeskill\yaocai\yaocai_206_s.spr		32	野外采来的药材，药铺有售。<enter><color=gold>可使用生活技能[药材加工]（技能等级40以上）加工成田七粉。<color>		0	300	100	300		0	0		stuffitem		1		
朱果[6级补血药材]	朱果[6级补血药材]	22	1	9	6	\image\item\lifeskill\yaocai\yaocai_104_s.spr		32	珍稀药材，在野外藏宝地下迷宫里才能获得。<enter><color=gold>可使用生活技能[药材加工]（技能等级50以上）加工成朱果粉。<color>		0	900	100	900		0	0		stuffitem		1		
当归[7级补血药材]	当归[7级补血药材]	22	1	9	7	\image\item\lifeskill\yaocai\yaocai_207_s.spr		32	野外采来的药材，药铺有售。<enter><color=gold>可使用生活技能[药材加工]（技能等级60以上）加工成当归粉。<color>		0	600	100	600		0	0		stuffitem		1		
虫草[8级补血药材]	虫草[8级补血药材]	22	1	9	8	\image\item\lifeskill\yaocai\yaocai_208_s.spr		32	珍稀药材，在野外藏宝地下迷宫里才能获得。<enter><color=gold>可使用生活技能[药材加工]（技能等级70以上）加工成虫草粉。<color>		0	2700	100	2700		0	0		stuffitem		1		
灵芝[9级补血药材]	灵芝[9级补血药材]	22	1	9	9	\image\item\lifeskill\yaocai\yaocai_209_s.spr		32	野外采来的药材，药铺有售。<enter><color=gold>可使用生活技能[药材加工]（技能等级80以上）加工成灵芝粉。<color>		0	1000	100	1000		0	0		stuffitem		1		
雪莲[10级补血药材]	雪莲[10级补血药材]	22	1	9	10	\image\item\lifeskill\yaocai\yaocai_210_s.spr		32	珍稀药材，在野外藏宝地下迷宫里才能获得。<enter><color=gold>可使用生活技能[药材加工]（技能等级90以上）加工成雪莲粉。<color>		0	8100	100	8100		0	0		stuffitem		1		
藏红花粉[1级补血药粉]	藏红花粉[1级补血药粉]	22	1	10	1	\image\item\lifeskill\yaocai\yaofen_101_s.spr		32	通过[药材加工]用藏红花加工而成。<enter><color=gold>可使用制造系生活技能[药剂合成]制作药品。当生活技能等级达到10后可以制作更高一级的药品。<color>		0	0	100	40		0	0		stuffitem		1		
桔梗粉[2级补血药粉]	桔梗粉[2级补血药粉]	22	1	10	2	\image\item\lifeskill\yaocai\yaofen_102_s.spr		32	通过[药材加工]用桔梗加工而成。<enter><color=gold>可使用制造系生活技能[药剂合成]（技能等级10以上）制作药品。<color>		0	0	100	200		0	0		stuffitem		1		
