Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType
真人胡须	真人胡须	20	1	43	1	\image\item\other\quest\quest_0076_s.spr		32	武当雕塑身上拔下的石头胡须		0	0	100	1		3	0		taskitem				
青冥宝剑	青冥宝剑	20	1	44	1	\image\item\other\quest\quest_0033_s.spr		32	武当派钟志铭的佩剑，当世名剑，实属难得。		0	0	100	1		3	0		taskitem				
青冥剑套	青冥剑套	20	1	45	1	\image\item\other\quest\quest_0041_s.spr		32	青冥宝剑的剑套		0	0	100	1		3	0		taskitem				
囚犯名册	囚犯名册	20	1	46	1	\image\item\other\quest\quest_0011_s.spr		32	这名册中载录的是金国这些年来秘密掳掠的许多在金境内进行贸易的巨商的名字		0	0	100	1		3	0		taskitem				
钨金长剑	钨金长剑	20	1	47	1	\image\item\other\quest\quest_0033_s.spr		32	剑身为合金打造，削铁如泥，吹毛利断。		0	0	100	1		3	0		taskitem				
被劫的粮草	被劫的粮草	20	1	48	1	\image\item\other\quest\quest_0077_s.spr		32	军营中一袋袋装满粮食的粮食袋子		0	0	100	1		3	0		taskitem				
被劫的细软	被劫的细软	20	1	49	1	\image\item\other\quest\quest_0078_s.spr		32	一块柔软的布上面堆积着一些珠宝首饰		0	0	100	1		3	0		taskitem				
七宝琉璃	七宝琉璃	20	1	50	1	\image\item\other\quest\quest_0079_s.spr		32	有七种颜色变幻不定，匪夷所思的珍宝琉璃		0	0	1	1		3	0		taskitem				
商代刀币	商代刀币	20	1	51	1	\image\item\other\quest\quest_0080_s.spr		32	商朝时使用的刀状钱币		0	0	1	1		3	0		taskitem				
慕容氏长剑	慕容氏长剑	20	1	52	1	\image\item\other\quest\quest_0033_s.spr		32	燕国慕容皇室的宝剑，极为珍贵。		0	0	1	1		3	0		taskitem				
细作名册	细作名册	20	1	53	1	\image\item\other\quest\quest_0011_s.spr		32	记录了潜入细作具体名单的详细信息。		0	0	1	1		3	0		taskitem				
峨嵋人物书录	峨嵋人物书录	20	1	54	1	\image\item\other\quest\quest_0018_s.spr		32	记载了门下七仙子的后事，由峨嵋派隐士保管，外人不得而知。		0	0	100	1		3	0		taskitem				
毒医的来历	毒医的来历	20	1	55	1	\image\item\other\quest\quest_0003_s.spr		32	凝聚医张善德平生所学的精华		0	0	1	1		3	0		taskitem				
叶龙涎的首级	叶龙涎的首级	20	1	56	1	\image\item\other\quest\quest_0015_s.spr		32	钱重光手下暴徒叶龙涎的首级		0	0	1	1		3	0		taskitem				
朱光照的首级	朱光照的首级	20	1	57	1	\image\item\other\quest\quest_0015_s.spr		32	钱重光手下暴徒朱光照的首级		0	0	1	1		3	0		taskitem				
六大寇的首级	六大寇的首级	20	1	58	1	\image\item\other\quest\quest_0015_s.spr		32	钱重光手下六个罪大恶极的暴徒首级		0	0	1	1		3	0		taskitem				
工匠的首级	工匠的首级	20	1	59	1	\image\item\other\quest\quest_0015_s.spr		32	建陵工匠首领的头颅		0	0	1	1		3	0		taskitem				
雪山之灵(西)	雪山之灵(西)	20	1	60	1	\image\item\other\quest\quest_0048_s.spr		32	守护着大地之气的雪山的精华。<enter><color=gold>在神台西角右键点击使用<color>		0	0	1	1		3	0		taskitem				
雪山之灵(南)	雪山之灵(南)	20	1	61	1	\image\item\other\quest\quest_0048_s.spr		32	守护着大地之气的雪山的精华。<enter><color=gold>在神台南角右键点击使用<color>		0	0	1	1		3	0		taskitem				
掘冰之炉	掘冰之炉	20	1	62	1	\image\item\other\quest\quest_0027_s.spr		32	装有冰寒毒的铜炉		0	0	1	1		3	0		taskitem				
春绝心法	春绝心法	20	1	63	1	\image\item\other\quest\quest_0018_s.spr		32	唐门弟子修行的内功入门心法。		0	0	1	1		3	0		taskitem				
洒云手	洒云手	20	1	64	1	\image\item\other\quest\quest_0018_s.spr		32	唐门弟子修行的外功入门心法。		0	0	1	1		3	0		taskitem				
心意之间	心意之间	20	1	65	1	\image\item\other\quest\quest_0018_s.spr		32	唐门弟子修行的轻功入门心法。		0	0	1	1		3	0		taskitem				
书页	书页	20	1	66	1	\image\item\other\quest\quest_0028_s.spr		32	拆散的秘籍书页		0	0	1	1		3	0		taskitem				
唐如的礼物	唐如的礼物	20	1	67	1	\image\item\other\quest\quest_0029_s.spr		32	密封的包袱，不知道里面装的什么		0	0	1	1		3	0		taskitem				
阴符	阴符	20	1	68	1	\image\item\other\quest\quest_0031_s.spr		32	可由太极图案的护符，似乎要和另外一部分组合使用		0	0	1	1		3	0		taskitem				
阳符	阳符	20	1	69	1	\image\item\other\quest\quest_0030_s.spr		32	可由太极图案的护符，似乎要和另外一部分组合使用		0	0	1	1		3	0		taskitem				
陈年竹叶青	陈年竹叶青	20	1	70	1	\image\item\other\quest\quest_0063_s.spr		32	酒香四溢的陈年美酒		0	0	1	1		3	0		taskitem				
火器谱	火器谱	20	1	71	1	\image\item\other\quest\quest_0018_s.spr		32	唐门“焦髯叟”唐云书写的唐门火器的制作秘籍。		0	0	1	1		3	0		taskitem				
红棉花	红棉花	20	1	72	1	\image\item\other\quest\quest_0032_s.spr		32	神秘教会的弟子以特殊手法栽种出的花，永不凋谢。		0	0	100	1		1	0		taskitem				
东方旗帜	东方旗帜	20	1	73	1	\image\item\other\quest\quest_0012_s.spr		32	百花阵外阵东方阵脚的旗帜		0	0	1	1		3	0		taskitem				
南方旗帜	南方旗帜	20	1	74	1	\image\item\other\quest\quest_0012_s.spr		32	百花阵外阵南方阵脚的旗帜		0	0	1	1		3	0		taskitem				
西方旗帜	西方旗帜	20	1	75	1	\image\item\other\quest\quest_0012_s.spr		32	百花阵外阵西方阵脚的旗帜		0	0	1	1		3	0		taskitem				
北方旗帜	北方旗帜	20	1	76	1	\image\item\other\quest\quest_0012_s.spr		32	百花阵外阵北方阵脚的旗帜		0	0	1	1		3	0		taskitem				
女人的骨殖	女人的骨殖	20	1	77	1	\image\item\other\quest\quest_0022_s.spr		32	翠烟门弟子死后遗落在百花阵中的残骸		0	0	100	1		3	0		taskitem				
罗锋的信笺	罗锋的信笺	20	1	78	1	\image\item\other\quest\quest_0003_s.spr		32	丐帮长老罗锋的亲笔书信		0	0	1	1		3	0		taskitem				
白蛇胆	白蛇胆	20	1	79	1	\image\item\other\quest\quest_0081_s.spr		32			0	0	100	1		3	0		taskitem				
李阿大的首级	李阿大的首级	20	1	80	1	\image\item\other\quest\quest_0015_s.spr		32			0	0	1	1		3	0		taskitem				
薄荷枕头	薄荷枕头	20	1	81	1	\image\item\other\quest\quest_0082_s.spr		32	枕头上散发出清新的香气，让人忍不住想好好睡上一觉		0	0	1	1		3	0		taskitem				
香火	香火	20	1	82	1	\image\item\other\quest\quest_0083_s.spr		32			0	0	100	1		3	0		taskitem				
机要手札	机要手札	20	1	83	1	\image\item\other\quest\quest_0084_s.spr		32			0	0	100	1		3	0		taskitem				
神巫之心	神巫之心	20	1	84	1	\image\item\other\quest\quest_0085_s.spr		32			0	0	100	1		3	0		taskitem				
一封书函	一封书函	20	1	85	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
皮罗阁的头颅	皮罗阁的头颅	20	1	86	1	\image\item\other\quest\quest_0015_s.spr		32			0	0	100	1		3	0		taskitem				
马贼马牌	马贼马牌	20	1	87	1	\image\item\other\quest\quest_0059_s.spr		32	马贼们随身携带的马牌		0	0	100	1		3	0		taskitem				
百官谱残片	百官谱残片	20	1	88	1	\image\item\other\quest\quest_0001_s.spr		32	记录了百官间交往和馈赠的秘本残片		0	0	100	1		3	0		taskitem				
帅旗	帅旗	20	1	89	1	\image\item\other\quest\quest_0012_s.spr		32	张寒帅旗		0	0	100	1		3	0		taskitem				
金矿石	金矿石	20	1	90	1	\image\item\other\quest\quest_0008_s.spr		32			0	0	100	1		3	0		taskitem				
百草图谱	百草图谱	20	1	91	1	\image\item\other\quest\quest_0011_s.spr		32	老默尔力尽平生之力写出的医学典籍，内中记载了各种草药的独特用处		0	0	100	1		3	0		taskitem				
渡厄金针	渡厄金针	20	1	92	1	\image\item\other\quest\quest_0083_s.spr		32	老默尔用来治病的金针，跟随老默尔已有多年		0	0	100	1		3	0		taskitem				
骷髅飞马旗	骷髅飞马旗	20	1	93	1	\image\item\other\quest\quest_0012_s.spr		32	马贼特有的旗帜		0	0	100	1		3	0		taskitem				
被夺的玉钗	被夺的玉钗	20	1	94	1	\image\item\other\scriptitem\liulichai.spr		32			0	0	100	1		3	0		taskitem				
黑狗血	黑狗血	20	1	95	1	\image\item\other\quest\quest_0106_s.spr		32			0	0	100	1		3	0		taskitem				
军用物资	军用物资	20	1	96	1	\image\item\other\scriptitem\qinling_yemingzhu_xiang.spr		32			0	0	100	1		3	0		taskitem				
皇榜	皇榜	20	1	97	1	\image\item\other\quest\quest_0119_s.spr		32			0	0	100	1		3	0		taskitem				
冰蛇	冰蛇	20	1	98	1	\image\item\other\quest\quest_0060_s.spr		32	响水洞生活的冰蛇，具有多种药效		0	0	100	1		3	0		taskitem				
紫玉矿石	紫玉矿石	20	1	99	1	\image\item\other\quest\quest_0008_s.spr		32	响水洞盛产的紫玉矿石，对刀伤有独特的疗效		0	0	100	1		3	0		taskitem				
寒盐	寒盐	20	1	100	1	\image\item\other\quest\quest_0016_s.spr		32	一种奇特的盐，性寒，可杀毒		0	0	100	1		3	0		taskitem				
清毒草	清毒草	20	1	101	1	\image\item\other\quest\quest_0014_s.spr		32	可以解毒的草药		0	0	100	1		3	0		taskitem				
解毒药	解毒药	20	1	102	1	\image\item\other\quest\quest_0057_s.spr		32	清毒草配制而成的解毒药		0	0	100	1		3	0		taskitem				
神秘的食物	神秘的食物	20	1	103	1	\image\item\other\quest\quest_0061_s.spr		32	谢满庭准备好的食物		0	0	100	1		3	0		taskitem				
子母环	子母环	20	1	104	1	\image\item\other\quest\quest_0078_s.spr		32	神奇之物		0	0	100	1		3	0		taskitem				
天竺僧骨灰	天竺僧骨灰	20	1	105	1	\image\item\other\quest\quest_0016_s.spr		32	天竺僧火化后留下的骨灰		0	0	100	1		3	0		taskitem				
舍利子	舍利子	20	1	106	1	\image\item\other\scriptitem\wuxingshi.spr		32	天竺僧火化后遗留下的五彩石头		0	0	100	1		3	0		taskitem				
天竺僧遗骸	天竺僧遗骸	20	1	107	1	\image\item\other\quest\quest_0022_s.spr		32	阿弥陀佛！		0	0	100	1		3	0		taskitem				
郜楠的玉佩	郜楠的玉佩	20	1	108	1	\image\item\other\scriptitem\qinling_arm1_3.spr		32			0	0	100	1		3	0		taskitem				
神秘的手帕	神秘的手帕	20	1	109	1	\image\item\other\scriptitem\qinling_bag2_1.spr		32			0	0	100	1		3	0		taskitem				
亡灵超度符	亡灵超度符	20	1	110	1	\image\item\other\scriptitem\panshifu.spr		32			0	0	100	1		3	0		taskitem				
十八灵碑石	十八灵碑石	20	1	111	1	\image\item\other\quest\quest_0070_s.spr		32	乌蛮族神圣碑文的碎片		0	0	100	1		3	0		taskitem				
密诏	密诏	20	1	112	1	\image\item\other\scriptitem\baitanxukezheng.spr		32			0	0	100	1		3	0		taskitem				
密封的资料	密封的资料	20	1	113	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
符水	符水	20	1	114	1	\image\item\other\scriptitem\qinling_refine1_3.spr		32			0	0	100	1		3	0		taskitem				
毒药	毒药	20	1	115	1	\image\item\other\quest\quest_0057_s.spr		32			0	0	100	1		3	0		taskitem				
机关枢纽	机关枢纽	20	1	116	1	\image\item\other\quest\quest_0038_s.spr		32			0	0	100	1		3	0		taskitem				
沙漠迷宫地图	沙漠迷宫地图	20	1	117	1	\image\item\other\quest\quest_0028_s.spr		32			0	0	100	1		3	0		taskitem				
生铁矿石	生铁矿石	20	1	118	1	\image\item\other\quest\quest_0008_s.spr		32	铸剑坊用来铸造兵器的铁矿石		0	0	100	1		3	0		taskitem				
莫岐的首级	莫岐的首级	20	1	119	1	\image\item\other\quest\quest_0015_s.spr		32	奸夫？		0	0	100	1		3	0		taskitem				
给小显的信	给小显的信	20	1	120	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
释迦牟尼的舍利子	释迦牟尼的舍利子	20	1	121	1	\image\item\other\scriptitem\bailiandan.spr		32			0	0	100	1		3	0		taskitem				
秘密军令	秘密军令	20	1	122	1	\image\item\other\quest\quest_0059_s.spr		32			0	0	100	1		3	0		taskitem				
草料	草料	20	1	123	1	\image\item\other\quest\quest_0093_s.spr		32			0	0	100	1		3	0		taskitem				
大戒禅师的书信	大戒禅师的书信	20	1	124	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
灵魂的火焰	灵魂的火焰	20	1	125	1	\image\item\other\scriptitem\baiyinhuoju.spr		32			0	0	100	1		3	0		taskitem				
宝箱钥匙	宝箱钥匙	20	1	126	1	\image\item\other\quest\quest_0013_s.spr		32			0	0	100	1		3	0		taskitem				
秘密名单	秘密名单	20	1	127	1	\image\item\other\scriptitem\atlas_s.spr		32			0	0	100	1		3	0		taskitem				
亲子盆	亲子盆	20	1	128	1	\image\item\other\scriptitem\gongce_yanhua.spr		32			0	0	100	1		3	0		taskitem				
银票	银票	20	1	129	1	\image\item\other\quest\quest_0001_s.spr		32			0	0	100	1		3	0		taskitem				
黄鹤楼的形势图	黄鹤楼的形势图	20	1	130	1	\image\item\other\quest\quest_0028_s.spr		32			0	0	100	1		3	0		taskitem				
燕小六的遗书	燕小六的遗书	20	1	131	1	\image\item\other\quest\quest_0003_s.spr		32			0	0	100	1		3	0		taskitem				
果篮	果篮	20	1	132	1	\image\item\other\quest\quest_0043_s.spr		32	装满水果的竹篮		0	0	1	1		3	0		taskitem				
分舵来信	天王分舵来信	20	1	133	1	\image\item\other\quest\quest_0003_s.spr		32	天王分舵舵主的来信，事关重大		0	0	1	1		3	0		taskitem				
蜡封的信筒	蜡封的信筒	20	1	134	1	\image\item\other\quest\quest_0044_s.spr		32	用石蜡密封的信筒，内有机密文件		0	0	1	1		3	0		taskitem				
毒火草	毒火草	20	1	135	1	\image\item\other\quest\quest_0086_s.spr		32	奇毒无比，火性凶烈的草药		0	0	100	1		3	0		taskitem				
给裘止水的书信	给裘止水的书信	20	1	136	1	\image\item\other\quest\quest_0003_s.spr		32	天王帮主杨铁心写给裘止水的书信		0	0	1	1		3	0		taskitem				
给石轩辕的书信	给石轩辕的书信	20	1	137	1	\image\item\other\quest\quest_0003_s.spr		32	天王帮主杨铁心写给石轩辕的书信		0	0	1	1		3	0		taskitem				
七星枪谱	七星枪谱	20	1	138	1	\image\item\other\quest\quest_0087_s.spr		32	北斗枪传人的秘谱		0	0	1	1		3	0		taskitem				
紫星牡丹	紫星牡丹	20	1	139	1	\image\item\other\quest\quest_0045_s.spr		32	紫金制成的牡丹花形状的奢侈品，极为珍贵。		0	0	1	1		3	0		taskitem				
金刚经	金刚经	20	1	140	1	\image\item\other\quest\quest_0046_s.spr		32	全称《金刚般若波罗蜜》，是佛家中很重要很特殊的宝典		0	0	1	1		3	0		taskitem				
超度亡魂经	超度亡魂经	20	1	141	1	\image\item\other\quest\quest_0088_s.spr		32	道家用于超度亡魂的经文		0	0	1	1		3	0		taskitem				
五十万两银票	五十万两银票	20	1	142	1	\image\item\other\quest\quest_0001_s.spr		32	当世流通的银票，金额五十万		0	0	1	1		3	0		taskitem				
蝴蝶草	蝴蝶草	20	1	143	1	\image\item\other\quest\quest_0089_s.spr		32	像蝴蝶般，风一吹来便轻轻舞蹈的长草		0	0	100	1		3	0		taskitem				
醉汉	醉汉	20	1	144	1	\image\item\other\quest\quest_0090_s.spr		32	捆着手脚的男人，衣装凌乱		0	0	100	1		3	0		taskitem				
烟火	烟火	20	1	145	1	\image\item\other\quest\quest_0047_s.spr		32	可用它释放信号焰火，可单独使用，也可放入礼炮中。<enter><color=gold>在任务指定位置点击右键使用<color>		0	0	100	1		3	0		taskitem				
龙珠	龙珠	20	1	146	1	\image\item\other\quest\quest_0048_s.spr		32	刻有龙纹图样的宝珠，是机关兽自动运转的核心部件		0	0	100	1		3	0		taskitem				
凤眼珠碎片	凤眼珠碎片	20	1	147	1	\image\item\other\quest\quest_0049_s.spr		32	破碎的宝石碎片，据说具备一定的魔力。		0	0	100	1		3	0		taskitem				
宝箱钥匙	宝箱钥匙	20	1	148	1	\image\item\other\quest\quest_0013_s.spr		32	开启宝箱的钥匙。		0	0	100	1		3	0		taskitem				
燕子坞地图	燕子坞地图	20	1	149	1	\image\item\other\quest\quest_0050_s.spr		32	记录燕子坞地形的图纸		0	0	1	1		3	0		taskitem				
滴水洞地图	滴水洞地图	20	1	150	1	\image\item\other\quest\quest_0050_s.spr		32	记录滴水洞位置的图纸		0	0	1	1		3	0		taskitem				
黄狼骨	黄狼骨	20	1	151	1	\image\item\other\quest\quest_0052_s.spr		32	黄狼的骨骼，神算柳鬼钦点的施法材料		0	0	100	1		1	0		taskitem				
麋鹿骨	麋鹿骨	20	1	152	1	\image\item\other\quest\quest_0022_s.spr		32	麋鹿的骨骼，神算柳鬼钦点的施法材料		0	0	100	1		1	0		taskitem				
金国人的头颅	金国人的头颅	20	1	153	1	\image\item\other\quest\quest_0015_s.spr		32	金国武士的头颅。<enter><color=gold>在任务指定位置点击右键使用<color>		0	0	100	1		3	0		taskitem				
银蟾腰牌	银蟾腰牌	20	1	154	1	\image\item\other\quest\quest_0053_s.spr		32	五毒教前任银蟾香主木无言的随身腰牌		0	0	100	1		3	0		taskitem				
武林高手的尸骨	武林高手的尸骨	20	1	155	1	\image\item\other\quest\quest_0015_s.spr		32	武林高手的尸骨，应该尽快埋葬。<enter><color=gold>在任务指定位置点击右键使用<color>		0	0	100	1		3	0		taskitem				
朱红果	朱红果	20	1	156	1	\image\item\other\quest\quest_0054_s.spr		32	据说按照一定方法炼制可制成增加功力的神奇的药材		0	0	100	1		3	0		taskitem				
小舌草	小舌草	20	1	157	1	\image\item\other\quest\quest_0021_s.spr		32	一般只生长在毒蛇出没的洞穴，有一定的解毒效果		0	0	100	1		3	0		taskitem				
藏宝图碎片左上部	藏宝图碎片1	20	1	158	1	\image\item\other\quest\quest_0055_s.spr		32	破裂藏宝图的一部分，收集齐备可组成完整的藏宝图		0	0	1	1		3	0		taskitem				
藏宝图碎片左下部	藏宝图碎片2	20	1	159	1	\image\item\other\quest\quest_0055_s.spr		32	破裂藏宝图的一部分，收集齐备可组成完整的藏宝图		0	0	1	1		3	0		taskitem				
藏宝图碎片右上部	藏宝图碎片3	20	1	160	1	\image\item\other\quest\quest_0055_s.spr		32	破裂藏宝图的一部分，收集齐备可组成完整的藏宝图		0	0	1	1		3	0		taskitem				
藏宝图碎片右下部	藏宝图碎片4	20	1	161	1	\image\item\other\quest\quest_0055_s.spr		32	破裂藏宝图的一部分，收集齐备可组成完整的藏宝图		0	0	1	1		3	0		taskitem				
西方关卡信笺	关卡1新到的信笺	20	1	162	1	\image\item\other\quest\quest_0003_s.spr		32	西方关卡新到的传令信笺		0	0	1	1		3	0		taskitem				
中央关卡信笺	关卡2新到的信笺	20	1	163	1	\image\item\other\quest\quest_0003_s.spr		32	中央关卡新到的传令信笺		0	0	1	1		3	0		taskitem				
东方关卡信笺	关卡3新到的信笺	20	1	164	1	\image\item\other\quest\quest_0003_s.spr		32	东方关卡新到的传令信笺		0	0	1	1		3	0		taskitem				
灯煞口信笺	灯煞口新到的信笺	20	1	165	1	\image\item\other\quest\quest_0003_s.spr		32	灯煞口关卡新到的传令信笺		0	0	1	1		3	0		taskitem				
朱红丹	朱红丹	20	1	166	1	\image\item\other\quest\quest_0054_s.spr		32	朱红果经过炼制而成的丹药，又增进功力的效果		0	0	100	1		3	0		taskitem				
绿闪儿花	绿闪儿花	20	1	167	1	\image\item\other\quest\quest_0091_s.spr		32	绿油油的花朵，奇异处是会在无光的夜晚一闪一闪的自己发出光泽来 		0	0	100	1		3	0		taskitem				
蝶飘飘的手令	蝶飘飘的手令	20	1	168	1	\image\item\other\quest\quest_0059_s.spr		32	五毒教红旗旗主蝶飘飘的传令牌		0	0	1	1		3	0		taskitem				
未署名信笺	未署名信笺	20	1	169	1	\image\item\other\quest\quest_0003_s.spr		32	没有署名的信笺，看字体写信的是女子笔迹		0	0	1	1		3	0		taskitem				
兰松林的印鉴	兰松林的印鉴	20	1	170	1	\image\item\other\quest\quest_0056_s.spr		32	五毒教兰松林的通关印鉴		0	0	1	1		3	0		taskitem				
