Faction	RoutId	PartId	Sex	Genre	DetailType	ParticularType	Level	PartInfo	RoutInfo
5	1	3	1	2	8	150	10	腰带	掌峨
5	1	4	1	2	7	152	10	鞋子	掌峨
5	1	5	1	2	10	152	10	护腕	掌峨
5	1	6	1	2	9	310	10	帽子	掌峨
5	1	7	1	2	5	80	10	项链	掌峨
5	1	8	1	2	11	150	10	玉佩	掌峨
5	1	9	1	2	4	80	10	戒指	掌峨
5	1	10	1	2	1	271	10	武器	掌峨
5	1	1	2	2	6	81	10	护身符	掌峨
5	1	2	2	2	3	322	10	衣服	掌峨
5	1	3	2	2	8	160	10	腰带	掌峨
5	1	4	2	2	7	162	10	鞋子	掌峨
5	1	5	2	2	10	162	10	护腕	掌峨
5	1	6	2	2	9	320	10	帽子	掌峨
5	1	7	2	2	5	80	10	项链	掌峨
5	1	8	2	2	11	160	10	玉佩	掌峨
5	1	9	2	2	4	80	10	戒指	掌峨
5	1	10	2	2	1	271	10	武器	掌峨
5	2	1	1	2	6	81	10	护身符	辅峨
5	2	2	1	2	3	312	10	衣服	辅峨
5	2	3	1	2	8	150	10	腰带	辅峨
5	2	4	1	2	7	152	10	鞋子	辅峨
5	2	5	1	2	10	152	10	护腕	辅峨
5	2	6	1	2	9	310	10	帽子	辅峨
5	2	7	1	2	5	80	10	项链	辅峨
5	2	8	1	2	11	150	10	玉佩	辅峨
5	2	9	1	2	4	80	10	戒指	辅峨
5	2	10	1	2	1	281	10	武器	辅峨
5	2	1	2	2	6	81	10	护身符	辅峨
5	2	2	2	2	3	322	10	衣服	辅峨
5	2	3	2	2	8	160	10	腰带	辅峨
5	2	4	2	2	7	162	10	鞋子	辅峨
5	2	5	2	2	10	162	10	护腕	辅峨
5	2	6	2	2	9	320	10	帽子	辅峨
5	2	7	2	2	5	80	10	项链	辅峨
5	2	8	2	2	11	160	10	玉佩	辅峨
5	2	9	2	2	4	80	10	戒指	辅峨
5	2	10	2	2	1	281	10	武器	辅峨
6	1	1	1	2	6	81	10	护身符	剑翠
6	1	2	1	2	3	312	10	衣服	剑翠
6	1	3	1	2	8	150	10	腰带	剑翠
6	1	4	1	2	7	152	10	鞋子	剑翠
6	1	5	1	2	10	152	10	护腕	剑翠
6	1	6	1	2	9	310	10	帽子	剑翠
6	1	7	1	2	5	80	10	项链	剑翠
6	1	8	1	2	11	150	10	玉佩	剑翠
6	1	9	1	2	4	80	10	戒指	剑翠
6	1	10	1	2	1	281	10	武器	剑翠
6	1	1	2	2	6	81	10	护身符	剑翠
6	1	2	2	2	3	322	10	衣服	剑翠
6	1	3	2	2	8	160	10	腰带	剑翠
6	1	4	2	2	7	162	10	鞋子	剑翠
6	1	5	2	2	10	162	10	护腕	剑翠
6	1	6	2	2	9	320	10	帽子	剑翠
6	1	7	2	2	5	80	10	项链	剑翠
6	1	8	2	2	11	160	10	玉佩	剑翠
6	1	9	2	2	4	80	10	戒指	剑翠
6	1	10	2	2	1	281	10	武器	剑翠
6	2	1	1	2	6	81	10	护身符	刀翠
6	2	2	1	2	3	312	10	衣服	刀翠
6	2	3	1	2	8	150	10	腰带	刀翠
6	2	4	1	2	7	152	10	鞋子	刀翠
6	2	5	1	2	10	152	10	护腕	刀翠
6	2	6	1	2	9	310	10	帽子	刀翠
6	2	7	1	2	5	80	10	项链	刀翠
6	2	8	1	2	11	150	10	玉佩	刀翠
6	2	9	1	2	4	80	10	戒指	刀翠
6	2	10	1	2	1	251	10	武器	刀翠
6	2	1	2	2	6	81	10	护身符	刀翠
6	2	2	2	2	3	322	10	衣服	刀翠
6	2	3	2	2	8	160	10	腰带	刀翠
6	2	4	2	2	7	162	10	鞋子	刀翠
6	2	5	2	2	10	162	10	护腕	刀翠
6	2	6	2	2	9	320	10	帽子	刀翠
6	2	7	2	2	5	80	10	项链	刀翠
6	2	8	2	2	11	160	10	玉佩	刀翠
6	2	9	2	2	4	80	10	戒指	刀翠
6	2	10	2	2	1	251	10	武器	刀翠
7	1	1	1	2	6	91	10	护身符	掌丐
7	1	2	1	2	3	352	10	衣服	掌丐
7	1	3	1	2	8	170	10	腰带	掌丐
7	1	4	1	2	7	172	10	鞋子	掌丐
7	1	5	1	2	10	172	10	护腕	掌丐
7	1	6	1	2	9	350	10	帽子	掌丐
7	1	7	1	2	5	90	10	项链	掌丐
7	1	8	1	2	11	170	10	玉佩	掌丐
7	1	9	1	2	4	90	10	戒指	掌丐
7	1	10	1	2	1	311	10	武器	掌丐
7	1	1	2	2	6	91	10	护身符	掌丐
7	1	2	2	2	3	362	10	衣服	掌丐
7	1	3	2	2	8	180	10	腰带	掌丐
7	1	4	2	2	7	182	10	鞋子	掌丐
7	1	5	2	2	10	182	10	护腕	掌丐
7	1	6	2	2	9	360	10	帽子	掌丐
7	1	7	2	2	5	90	10	项链	掌丐
7	1	8	2	2	11	180	10	玉佩	掌丐
7	1	9	2	2	4	90	10	戒指	掌丐
7	1	10	2	2	1	311	10	武器	掌丐
7	2	1	1	2	6	91	10	护身符	棍丐
7	2	2	1	2	3	352	10	衣服	棍丐
7	2	3	1	2	8	170	10	腰带	棍丐
7	2	4	1	2	7	172	10	鞋子	棍丐
7	2	5	1	2	10	172	10	护腕	棍丐
7	2	6	1	2	9	350	10	帽子	棍丐
7	2	7	1	2	5	90	10	项链	棍丐
7	2	8	1	2	11	170	10	玉佩	棍丐
7	2	9	1	2	4	90	10	戒指	棍丐
7	2	10	1	2	1	291	10	武器	棍丐
7	2	1	2	2	6	91	10	护身符	棍丐
7	2	2	2	2	3	362	10	衣服	棍丐
7	2	3	2	2	8	180	10	腰带	棍丐
7	2	4	2	2	7	182	10	鞋子	棍丐
7	2	5	2	2	10	182	10	护腕	棍丐
7	2	6	2	2	9	360	10	帽子	棍丐
7	2	7	2	2	5	90	10	项链	棍丐
7	2	8	2	2	11	180	10	玉佩	棍丐
7	2	9	2	2	4	90	10	戒指	棍丐
7	2	10	2	2	1	291	10	武器	棍丐
8	1	1	1	2	6	91	10	护身符	战忍
8	1	2	1	2	3	352	10	衣服	战忍
8	1	3	1	2	8	170	10	腰带	战忍
8	1	4	1	2	7	172	10	鞋子	战忍
8	1	5	1	2	10	172	10	护腕	战忍
8	1	6	1	2	9	350	10	帽子	战忍
8	1	7	1	2	5	90	10	项链	战忍
8	1	8	1	2	11	170	10	玉佩	战忍
8	1	9	1	2	4	90	10	戒指	战忍
8	1	10	1	2	1	301	10	武器	战忍
8	1	1	2	2	6	91	10	护身符	战忍
8	1	2	2	2	3	362	10	衣服	战忍
8	1	3	2	2	8	180	10	腰带	战忍
8	1	4	2	2	7	182	10	鞋子	战忍
8	1	5	2	2	10	182	10	护腕	战忍
8	1	6	2	2	9	360	10	帽子	战忍
8	1	7	2	2	5	90	10	项链	战忍
8	1	8	2	2	11	180	10	玉佩	战忍
8	1	9	2	2	4	90	10	戒指	战忍
8	1	10	2	2	1	301	10	武器	战忍
8	2	1	1	2	6	91	10	护身符	魔忍
8	2	2	1	2	3	352	10	衣服	魔忍
8	2	3	1	2	8	170	10	腰带	魔忍
8	2	4	1	2	7	172	10	鞋子	魔忍
8	2	5	1	2	10	172	10	护腕	魔忍
8	2	6	1	2	9	350	10	帽子	魔忍
8	2	7	1	2	5	90	10	项链	魔忍
8	2	8	1	2	11	170	10	玉佩	魔忍
8	2	9	1	2	4	90	10	戒指	魔忍
8	2	10	1	2	1	321	10	武器	魔忍
8	2	1	2	2	6	91	10	护身符	魔忍
8	2	2	2	2	3	362	10	衣服	魔忍
8	2	3	2	2	8	180	10	腰带	魔忍
8	2	4	2	2	7	182	10	鞋子	魔忍
8	2	5	2	2	10	182	10	护腕	魔忍
8	2	6	2	2	9	360	10	帽子	魔忍
8	2	7	2	2	5	90	10	项链	魔忍
8	2	8	2	2	11	180	10	玉佩	魔忍
8	2	9	2	2	4	90	10	戒指	魔忍
8	2	10	2	2	1	321	10	武器	魔忍
9	1	1	1	2	6	101	10	护身符	气武
9	1	2	1	2	3	392	10	衣服	气武
9	1	3	1	2	8	190	10	腰带	气武
9	1	4	1	2	7	192	10	鞋子	气武
9	1	5	1	2	10	192	10	护腕	气武
9	1	6	1	2	9	390	10	帽子	气武
9	1	7	1	2	5	100	10	项链	气武
9	1	8	1	2	11	190	10	玉佩	气武
9	1	9	1	2	4	100	10	戒指	气武
9	1	10	1	2	1	351	10	武器	气武
9	1	1	2	2	6	101	10	护身符	气武
9	1	2	2	2	3	402	10	衣服	气武
9	1	3	2	2	8	200	10	腰带	气武
9	1	4	2	2	7	202	10	鞋子	气武
9	1	5	2	2	10	202	10	护腕	气武
9	1	6	2	2	9	400	10	帽子	气武
9	1	7	2	2	5	100	10	项链	气武
9	1	8	2	2	11	200	10	玉佩	气武
9	1	9	2	2	4	100	10	戒指	气武
9	1	10	2	2	1	351	10	武器	气武
9	2	1	1	2	6	101	10	护身符	剑武
9	2	2	1	2	3	392	10	衣服	剑武
9	2	3	1	2	8	190	10	腰带	剑武
9	2	4	1	2	7	192	10	鞋子	剑武
9	2	5	1	2	10	192	10	护腕	剑武
9	2	6	1	2	9	390	10	帽子	剑武
9	2	7	1	2	5	100	10	项链	剑武
9	2	8	1	2	11	190	10	玉佩	剑武
9	2	9	1	2	4	100	10	戒指	剑武
9	2	10	1	2	1	341	10	武器	剑武
9	2	1	2	2	6	101	10	护身符	剑武
9	2	2	2	2	3	402	10	衣服	剑武
9	2	3	2	2	8	200	10	腰带	剑武
9	2	4	2	2	7	202	10	鞋子	剑武
9	2	5	2	2	10	202	10	护腕	剑武
9	2	6	2	2	9	400	10	帽子	剑武
9	2	7	2	2	5	100	10	项链	剑武
9	2	8	2	2	11	200	10	玉佩	剑武
9	2	9	2	2	4	100	10	戒指	剑武
9	2	10	2	2	1	341	10	武器	剑武
10	1	1	1	2	6	101	10	护身符	刀昆
10	1	2	1	2	3	392	10	衣服	刀昆
10	1	3	1	2	8	190	10	腰带	刀昆
10	1	4	1	2	7	192	10	鞋子	刀昆
10	1	5	1	2	10	192	10	护腕	刀昆
10	1	6	1	2	9	390	10	帽子	刀昆
10	1	7	1	2	5	100	10	项链	刀昆
10	1	8	1	2	11	190	10	玉佩	刀昆
10	1	9	1	2	4	100	10	戒指	刀昆
10	1	10	1	2	1	331	10	武器	刀昆
10	1	1	2	2	6	101	10	护身符	刀昆
10	1	2	2	2	3	402	10	衣服	刀昆
10	1	3	2	2	8	200	10	腰带	刀昆
10	1	4	2	2	7	202	10	鞋子	刀昆
10	1	5	2	2	10	202	10	护腕	刀昆
10	1	6	2	2	9	400	10	帽子	刀昆
10	1	7	2	2	5	100	10	项链	刀昆
10	1	8	2	2	11	200	10	玉佩	刀昆
10	1	9	2	2	4	100	10	戒指	刀昆
10	1	10	2	2	1	331	10	武器	刀昆
10	2	1	1	2	6	101	10	护身符	剑昆
10	2	2	1	2	3	392	10	衣服	剑昆
10	2	3	1	2	8	190	10	腰带	剑昆
10	2	4	1	2	7	192	10	鞋子	剑昆
10	2	5	1	2	10	192	10	护腕	剑昆
10	2	6	1	2	9	390	10	帽子	剑昆
10	2	7	1	2	5	100	10	项链	剑昆
10	2	8	1	2	11	190	10	玉佩	剑昆
10	2	9	1	2	4	100	10	戒指	剑昆
10	2	10	1	2	1	361	10	武器	剑昆
10	2	1	2	2	6	101	10	护身符	剑昆
10	2	2	2	2	3	402	10	衣服	剑昆
10	2	3	2	2	8	200	10	腰带	剑昆
10	2	4	2	2	7	202	10	鞋子	剑昆
10	2	5	2	2	10	202	10	护腕	剑昆
10	2	6	2	2	9	400	10	帽子	剑昆
10	2	7	2	2	5	100	10	项链	剑昆
10	2	8	2	2	11	200	10	玉佩	剑昆
10	2	9	2	2	4	100	10	戒指	剑昆
10	2	10	2	2	1	361	10	武器	剑昆
11	1	1	1	2	6	71	10	护身符	锤明
11	1	2	1	2	3	252	10	衣服	锤明
11	1	3	1	2	8	130	10	腰带	锤明
11	1	4	1	2	7	132	10	鞋子	锤明
11	1	5	1	2	10	132	10	护腕	锤明
11	1	6	1	2	9	250	10	帽子	锤明
11	1	7	1	2	5	70	10	项链	锤明
11	1	8	1	2	11	130	10	玉佩	锤明
11	1	9	1	2	4	70	10	戒指	锤明
11	1	10	1	2	1	931	10	武器	锤明
11	1	1	2	2	6	71	10	护身符	锤明
11	1	2	2	2	3	262	10	衣服	锤明
11	1	3	2	2	8	140	10	腰带	锤明
11	1	4	2	2	7	142	10	鞋子	锤明
11	1	5	2	2	10	142	10	护腕	锤明
11	1	6	2	2	9	260	10	帽子	锤明
11	1	7	2	2	5	70	10	项链	锤明
11	1	8	2	2	11	140	10	玉佩	锤明
11	1	9	2	2	4	70	10	戒指	锤明
11	1	10	2	2	1	931	10	武器	锤明
11	2	1	1	2	6	71	10	护身符	剑明
11	2	2	1	2	3	252	10	衣服	剑明
11	2	3	1	2	8	130	10	腰带	剑明
11	2	4	1	2	7	132	10	鞋子	剑明
11	2	5	1	2	10	132	10	护腕	剑明
11	2	6	1	2	9	250	10	帽子	剑明
11	2	7	1	2	5	70	10	项链	剑明
11	2	8	1	2	11	130	10	玉佩	剑明
11	2	9	1	2	4	70	10	戒指	剑明
11	2	10	1	2	1	941	10	武器	剑明
11	2	1	2	2	6	71	10	护身符	剑明
11	2	2	2	2	3	262	10	衣服	剑明
11	2	3	2	2	8	140	10	腰带	剑明
11	2	4	2	2	7	142	10	鞋子	剑明
11	2	5	2	2	10	142	10	护腕	剑明
11	2	6	2	2	9	260	10	帽子	剑明
11	2	7	2	2	5	70	10	项链	剑明
11	2	8	2	2	11	140	10	玉佩	剑明
11	2	9	2	2	4	70	10	戒指	剑明
11	2	10	2	2	1	941	10	武器	剑明
12	1	1	1	2	6	81	10	护身符	指段
12	1	2	1	2	3	312	10	衣服	指段
12	1	3	1	2	8	150	10	腰带	指段
12	1	4	1	2	7	152	10	鞋子	指段
12	1	5	1	2	10	152	10	护腕	指段
12	1	6	1	2	9	310	10	帽子	指段
12	1	7	1	2	5	80	10	项链	指段
12	1	8	1	2	11	150	10	玉佩	指段
12	1	9	1	2	4	80	10	戒指	指段
12	1	10	1	2	1	261	10	武器	指段
12	1	1	2	2	6	81	10	护身符	指段
12	1	2	2	2	3	322	10	衣服	指段
12	1	3	2	2	8	160	10	腰带	指段
12	1	4	2	2	7	162	10	鞋子	指段
12	1	5	2	2	10	162	10	护腕	指段
12	1	6	2	2	9	320	10	帽子	指段
12	1	7	2	2	5	80	10	项链	指段
12	1	8	2	2	11	160	10	玉佩	指段
12	1	9	2	2	4	80	10	戒指	指段
12	1	10	2	2	1	261	10	武器	指段
12	2	1	1	2	6	81	10	护身符	气段
12	2	2	1	2	3	312	10	衣服	气段
12	2	3	1	2	8	150	10	腰带	气段
12	2	4	1	2	7	152	10	鞋子	气段
12	2	5	1	2	10	152	10	护腕	气段
12	2	6	1	2	9	310	10	帽子	气段
12	2	7	1	2	5	80	10	项链	气段
12	2	8	1	2	11	150	10	玉佩	气段
12	2	9	1	2	4	80	10	戒指	气段
12	2	10	1	2	1	281	10	武器	气段
12	2	1	2	2	6	81	10	护身符	气段
12	2	2	2	2	3	322	10	衣服	气段
12	2	3	2	2	8	160	10	腰带	气段
12	2	4	2	2	7	162	10	鞋子	气段
12	2	5	2	2	10	162	10	护腕	气段
12	2	6	2	2	9	320	10	帽子	气段
12	2	7	2	2	5	80	10	项链	气段
12	2	8	2	2	11	160	10	玉佩	气段
12	2	9	2	2	4	80	10	戒指	气段
12	2	10	2	2	1	281	10	武器	气段
