EventId	NewsId	Title	Desc
15	2	第二季度VIP玩家回馈活动开启！	<color=red>第二季度vip玩家回馈活动开启！<color><enter>    亲爱的玩家们大家好，<color=yellow>2009年第二季度VIP玩家回馈<color>活动隆重开启了，欢迎访问官方网页查询详情。<enter>    <color=yellow>点击访问VIP网页：<color> http://vip.xoyo.com/
17	1	2009盛夏活动开启！	<color=red>盛夏活动隆重开启！<color><enter><color=green>盛夏活动一：百大家族评选<enter><color>活动时间：<tab><enter>    7月27日—8月3日    宋金之周<enter>    8月3日—8月10日    白虎之周<enter>    8月10日—8月17日   逍遥之周<enter>    7月27日—8月17日   门派竞技<enter>    8月18日—8月25日   领取奖励<enter><color=green>活动内容：<color><enter>    在活动期间内家族成员在相应活动周参加活动就能获得家族积分（可点击<color=yellow>修炼珠<color>查看家族积分），活动结束后根据家族排名和积分每个家族成员都能获得大量奖励。<color=yellow>在整个活动期间，参加门派竞技均能获得积分！<enter><color><color=green>活动奖励：<color><enter>    盛夏活动称号及宝箱，详情请查看<color=yellow>最新活动<color>栏！<enter><enter><color=green>盛夏活动二：盛夏烟火庆祝活动<color><enter><color=green>活动时间：<color><enter>    <color=yellow>7月27日—8月17日<color><enter><color=green>活动内容：<color><enter>    每个家族正式成员每天可以在<color=yellow>盛夏活动接引人<color>处领取一个盛夏活动庆祝烟花，使用该烟花能获得大量经验。如果是在家族插旗时使用，获得经验将更多。
18	1	七月充值优惠活动隆重开启！	<color=red>七月充值优惠活动开启！<color>  <enter>    七月充值送大礼，清凉出击过盛夏，本月充值优惠活动隆重开始了，只要在本月累计充值达到一定数额，就能在礼官处获得超级优惠哦。<enter>    <color=green>活动时间：<color><enter>    <color=yellow>充值有效时间：<color>2009年7月01日0点~~2009年7月31日晚上24点<enter>    <color=yellow>礼品领取时间：<color>2009年7月21日维护后~~2009年7月31日24点<enter>    <color=green>活动内容：<color><enter>    本月累计充值达到一定数额的帐号，即可到各大城市或新手村的<color=yellow>礼官<color>处激活角色后领取超值礼品： <enter>    <color=yellow>达到50元：<color>可领取5000绑定金币和150万绑定银两；<enter>    <color=yellow>达到150元：<color>可领取一个绑定的8级玄晶（有效期30天）；<enter>    <color=yellow>达到500元：<color>可领取以下三项大礼之一<enter>        玄晶宝箱1个；<enter>        3个中级祈福令牌；<enter>        以8000金币一个的价格在礼官处购买<color=yellow>2个和氏璧<color>的资格；<enter>    <color=yellow>达到1000元及以上：<color>可再额外购买3个和氏璧；充值1000元以上的部分可获得<color=yellow>20%的绑定金币<color>返还。<enter>    <color=green>举例如下：<color>某玩家充值1200元，他可以获得如下奖励：<enter>    5000绑金+150万绑银+8玄1个+三选一奖励（宝箱，祈福令牌，买和氏璧2个的资格）+再买3个和氏璧的资格+4000绑金（返还的）。<enter>    <color=red>友情提示：<color>如果冲<color=yellow>500元<color>的时候选择<color=yellow>购买2个和氏璧<color>的资格奖励，那么在充值达<color=yellow>1000元<color>以后，就能以<color=yellow>8000金币一个<color>的价格购买<color=yellow>5个和氏璧<color>，<color=yellow>120级青铜武器<color>唾手可得！
32	1	七夕古典式情人节活动开启！	<color=red>七夕古典式情人节活动开启！<color><enter><enter><color=green>活动时间：2009年8月25日维护后~~2009年8月31日24点<enter><color>活动条件：60级以上的玩家<enter>活动内容：<enter>   <color=yellow> 七夕之花酒诗剑<color><enter>    活动开始后，玩家参加宋金，白虎，逍遥，门派竞技，商会任务等活动可以获得道具<color=yellow>“七菱花”<color>，<color=yellow>“七味酒”<color>，<color=yellow>“七言古诗”<color>及<color=yellow>“七寸小剑”<color>经加工制作后得到<color=yellow>“花与酒”<color>及<color=yellow>“诗与剑”<color>。你可以右键使用送给异性好友，用以接受七夕情人节任务。<enter>    <color=yellow>七夕之玄香拜星<color><enter>    当你拥有信物“花与酒”及“诗与剑”，可去<color=yellow>昆仑派<color>找武林第一美女<color=yellow>洁羽公主<color>接取任务，她会给你<color=yellow>七支七色玄香<color>，你只要到各新手村指定地点点燃所有玄香，就可以找她领取奖励。<enter>    <color=yellow>七夕之采蛛观网<color><enter>    如果你完成了玄香拜星任务，洁羽公主会给你一个<color=yellow>星月匣<color>，拿着匣子去各新手村燃香地点，抓取一只<color=yellow>七彩幻蛛<color>，养起来直至其织出蛛网，将网交给她，根据你所获得的蛛网会获得不同奖励。<enter>    <color=yellow>七夕奖励：<color>大量经验，高级玄晶，神秘面具及称号！<enter><enter><color=yellow>    详情请查看“最新活动”栏！！！<color>
41	1	十一月充值优惠隆重开启！	<color=red>十一月充值优惠活动隆重开启！<color><enter>    <color=yellow>活动一：充值有好礼<enter><color><color=green>    活动时间：2009年11月17日维护后~~2009年11月30日24点<color><enter>    在本月只要您累计充值额度达到一定值，就可以在<color=yellow>礼官<color>处免费领取神秘道具——<color=yellow>幸运奖券<color>，使用这个奖券不但可以获得<color=yellow>4000绑金<color>，还能参加服务器<color=yellow>抽奖活动（20日开启）<color>。另外还能得到高级玄晶宝箱，中级祈福令，优惠购买<color=yellow>帮会银锭（大）<color>及<color=yellow>和氏璧<color>的机会。充值达到<color=yellow>1000元<color>以后，超过的部分更能获得<color=yellow>20%<color>的绑金返还。<enter>    详情请查阅帮助锦囊<color=yellow>“最新活动”<color>栏！<enter>    <enter>    <color=yellow>活动二：幸运抽奖花落你家<enter><color><color=green>    活动时间：2009年11月20日0点~~2009年11月30日22点<color><enter>    活动期间每天22：00之前，每使用一张幸运奖券就有一次中奖机会，22：00之后使用的奖券只能参加<color=yellow>下一天<color>的抽奖活动。抽奖共进行<color=yellow>11天<color>，每天都会产生<color=yellow>金银铜奖<color>，活动开始前不可以使用奖券。<enter>    获得奖励的玩家会接到邮件通知，系统公告等，必须在<color=yellow>3天<color>内去<color=yellow>礼官<color>处领奖，过期就视为自动放弃。<enter>    详情请查阅帮助锦囊<color=yellow>“最新活动”<color>栏！<enter>    <color=pink>注意：本次优惠活动，服务器是否开放150级等级上限会导致奖励不同，请玩家仔细阅读“最新活动”栏<enter><color>
42	1	游龙秘宝——挑战游龙阁小龙女活动开启！	<color=red>游龙秘宝活动开启<color><enter>    近来，江湖风声四起，“<color=yellow>游龙阁龙神<color>”最小的女儿——<color=yellow>小龙女<color>为了磨练自身武艺，从“游龙密窟”带出许多奇珍异宝，放言：江湖中人谁能和本公主比武获得胜利，有珍宝相送。但是必须要有非常特殊的<color=yellow>约战之书<color>才有资格和公主比武。<enter>    当服务器开放<color=yellow>150级<color>上限后，玩家可以利用<color=yellow>月影之石<color><id=18,1,476,1>去义军长老<color=yellow>龙五太爷<color>处换取<color=yellow>战书·游龙密室<color><id=18,1,524,1>。<enter>    使用此战书就可以进入游龙密室地图挑战<color=yellow>游龙阁小龙女<color>获得奇珍异宝。月影之石可通过60级以上生活技能加工制作得到，其原材料<color=yellow>月影原石<color><id=22,1,91,2>可从<color=yellow>奇珍阁<color>购买到。
43	1	国庆中秋双节同庆活动开启！	<color=red>国庆中秋双节同庆活动开启！<color><enter>    适逢国庆到来举国欢腾，又是中秋佳节思乡情浓，为了答谢广大玩家对《剑侠世界》一贯支持，特推出大型国庆及中秋活动，极品装备巨额奖励等着大家！<enter>    <color=green>活动一：民族大团圆卡片收集活动<color><enter>    <color=yellow>活动时间：<color>2009年9月21日0点~~2009年10月11日0点<enter>    <color=yellow>领奖时间：<color>2009年10月11日0点~~2009年10月21日0点<enter>    参加游戏活动均能获得“民族大团圆卡”，鉴定后能得到56个民族对应的收集卡片。活动结束后将根据卡片收集数量的排行榜按名次发放奖励。每天最多只能鉴定<color=yellow>8张<color>卡片，活动期间最多鉴定<color=yellow>100张<color>。<enter>    每天0点将产生当天的幸运卡片，幸运卡片能获得额外奖励。每天可以购买福利精活的玩家都能到礼官处领取2张收集卡片。<enter>    <color=yellow>活动奖励：<color>“民族大团圆”声望及声望道具（可到汴京<color=yellow>逍遥谷客商处<color>购买黄金白银鞋子），好吃的中秋月饼，高级玄晶宝箱等。<enter>    <color=yellow>详情请查询帮助锦囊“最新活动”栏！<color><enter>    <color=green>活动二：玉兔落凡尘<color><enter>    <color=yellow>活动时间：<color>2009年9月28日0点~~2009年10月11日0点<enter>    中秋节，月宫的玉兔据说也来到了凡间游玩，遇到了各种麻烦。如果你愿意帮助她，一定可以得到好运。据说她身上带着神秘物品可以用来参加《剑侠世界》里每天的抽奖活动！<enter>    <color=yellow>活动奖励：<color>神秘称号，大量绑定金币，绑定银两。<enter>    <color=yellow>详情请查询帮助锦囊“最新活动”栏！<color><enter>    <color=green>活动三：双节同庆每日大抽奖<color><enter>    <color=yellow>活动时间：<color>2009年9月28日0点~~2009年10月11日0点<enter>    在救助中秋节来到人间游玩的玉兔时，她会送给你一个卷轴<color=yellow>“但愿人长久”<color>，这可以用来参加服务器<color=yellow>每晚10点<color>的大抽奖活动，<color=yellow>50万绑金<color>巨额奖励不容错过，另外即使没中任何奖也能获得一定的绑定银两作为<color=yellow>纪念奖<color>哦。<enter>    <color=yellow>详情请查询帮助锦囊“最新活动”栏！<color>
45	1	月圆中秋人圆月下，玉兔送礼欢庆佳节	<color=green>活动一：玉兔落凡尘 欢乐大抽奖<color><enter><enter><color=green>  1.玉兔落凡尘<color><enter>    <color=green>活动时间：2011年9月9日0点~~2011年9月14日0点<enter><color>    <color=green>等级要求:60级<color><enter>    月上玉兔不堪蟾宫清冷，中秋时节来到了凡间，不曾想遇到了各种麻烦，回不了月亮上去了。快去帮助她们吧。<enter>    活动开始后，你可以去<color=yellow>江津村和石鼓镇的后羿<color>处领取<color=yellow>“锦瑟琉璃石”，<color>当你遇到玉兔时在其附近使用就可以成功喂食，使玉兔返回月宫，当然玉兔们为了答谢你也会给你奖励的。<enter>    成功救助玉兔有几率可以获得<color=yellow>“月圆幸运卡”<color>，使用该卷轴就能获得参加当天<color=yellow>晚上10点<color>服务器抽奖的机会，晚上10点以后使用的卷轴就只能参加第二天的抽奖了。当你成功救助<color=yellow>100只<color>玉兔以后，更能获得神秘称号奖励。<enter>  据说野外的<color=yellow>精英首领<color>怪挟持了这些玉兔，击败他们也可能救助可怜的玉兔。<enter><enter><color=green>  2.欢乐大抽奖<color><enter>    <color=green>活动时间：2011年9月9日0点~~2011年9月14日0点<color><enter>    <color=yellow>抽奖：<color>每晚10点服务器会对当天22点以前使用的<color=yellow>“月圆幸运卡”<color>进行抽奖，获得奖励的玩家可以获得邮件提示，<color=yellow>帮助锦囊首页<color>也会有显示金奖和银奖。获奖后<color=yellow>三天<color>为领奖时间，你需要到<color=yellow>礼官处<color>去领奖，过期就视为自动放弃。<enter>    <color=yellow>奖励设置：<color><enter>    <color=yellow>金奖：<color>1个10级玄晶及288万绑定银两，每天1名；<enter>    <color=yellow>银奖：<color>1个9级玄晶及158万绑定银两，每天10名；<enter>    <color=yellow>铜奖：<color>1个8级玄晶及88万绑定银两，每天100名；<enter>    <color=yellow>优秀奖：<color>1个7级玄晶及18万绑定银两，若干名；<enter>    <color=yellow>鼓励奖：<color>2个6级玄晶及8万绑定银两，若干名。<enter>    <color=yellow>注意：<color>不要忘记去<color=yellow>礼官处<color>领奖。<enter><enter><color=green>活动二：寂寞后羿<enter><color>   <color=green>活动时间：2011年9月9日0点~~2011年9月14日0点<enter><color>   百年的孤寂谁也不愿独自承受！中秋佳节，帮助后羿减少些相思的苦楚吧！<enter>   参加活动可获得由嫦娥亲手制作的三种不同类型的月饼，获得月饼后可找<color=yellow>江津村和石鼓镇的后羿<color>换取对应的奖励哟，每天还可以在后羿处领取<color=yellow>4个节日烟花<color>！ <enter>   <color=yellow>每天上交2个月饼<color>可以获得后羿的奖励外还可以获得<color=yellow>特殊光环称号<color>，活动期间交满<color=yellow>15个月饼更<color>可获得<color=yellow>珍贵称号<color>。<enter><color=green><enter><color>月饼获得方式:<enter><enter><color=green>月饼:        活动<color><color=red><tab><enter><color>花晨月夕     军营通关<enter>众星拱月     逍遥3关(完成逍遥谷5关，通过了其中的3关及以上)<enter>风月无双     跨服宋金 1000分以上跨服宋金<enter>             （未开放100级服务器为普通宋金3000分获得风月无双）<enter>
47	1	国庆大团圆卡收集活动领奖开始！	<color=red>国庆民族大团圆卡收集活动领奖开始咯！<enter><color><color=green>    领奖时间：2009年10月11日0点~~2009年10月21日0点<color><enter>    民族大团圆卡片收集活动结束了，各名次可获得的奖励具体如下，请玩家尽快到礼官处领取奖励，过时就视作自动放弃哦：<enter>    <color=yellow>第1名：<color>1500民族大团圆声望（可在逍遥谷客商处购买黄金鞋子）<enter>    <color=yellow>第2~10名：<color>500民族大团圆声望（可在逍遥谷客商处购买白银鞋子）<enter>    <color=yellow>第11~100名：<color>广寒月桂花5个（每个增加10点民族大团圆声望）<enter>    <color=yellow>第101~500名：<color>广寒月桂花3个（每个增加10点民族大团圆声望）<enter>    <color=yellow>第501~1000名：<color>玄晶宝箱2个<enter>    <color=yellow>第1001~2000名：<color>玄晶宝箱1个<enter>    <color=yellow>第2001~3000名或者鉴定达到60张：<color>绑定8级玄晶1个<enter>
48	1	武林大会揭幕，资格选拔开始	  武林大会隆重揭幕！<enter><enter>  <color=yellow>青龙区、白虎区、朱雀区、玄武区、紫薇区、北斗区<color>将率先参加第一届武林大会。<color=pink><enter><color>  <color=pink>金鳞区、吉祥区、如意区<color>则需要等待下一届武林大会。<enter><enter>  在本服内，会产生共<color=yellow>150名<color>选手，代表本服征战跨服武林大会。<enter>  首批前100名参赛资格获得方式：<enter>  <color=yellow>9月21日03：30，武林荣誉榜更新后，武林荣誉排名前100者，即可获得参加武林大会的资格。<color>
49	1	武林大会争夺最后50个参赛名额	    武林大会资格选拔进入第二阶段，首批通过武林荣誉排名获得参加武林大会资格的100名选手已由系统发送<color=yellow>邮件通知<color>，<color=yellow>修炼珠可以进行参赛资格名单查询。<color><enter><enter>    后50个参赛名额的获得方式如下：<enter>    <color=yellow>在9月21日03：30 ~ 9月27日22：00，奇珍阁商城中购买英雄帖，截至27日22：00，使用英雄帖数量最多的前50名角色，可以获得武林大会最后的50个参赛资格。<color><enter>    英雄帖的收集排名，可以在修炼珠中即时查询，也可在排行榜中查询。<enter><enter>    <color=yellow>英雄帖回收：9月28日~10月4日24：00<color><enter>    回收NPC：各新手村和城市的礼官<enter>    （1）可以在礼官处用英雄帖换取等价值的绑定金币。<enter>    （2）所有使用过英雄帖，并且没有进入到英雄榜前50名的角色，可以前往礼官处，领取所使用过英雄帖同等价值的绑金。如：玩家使用了10个英雄帖，可以在礼官处领取到“10*英雄帖单价”的绑定金币。
50	1	首届武林盟主选举开始！	    武林大会参赛资格名单已经最终确定，最后50名通过英雄榜排名获得资格的参赛选手已由系统发送<color=yellow>邮件通知<color>，<color=yellow>修炼珠可以进行参赛资格名单查询。<color><enter>    <color=yellow>9月28日00：00~9月30日22：00<color>，<color=yellow>武林盟主<color>将会在150名参加武林大会的选手中间通过<color=yellow>投票<color>方式产生。<enter>    <color=yellow>投票方式：右键点击修炼珠<enter><color>    投票资格：所有的150名参赛选手，每人1票，可以投给自己。
