EventId	NewsId	Title	Desc
14	3	【美女海选】预赛阶段	<color=yellow>预赛阶段：3月5日~~3月16日<color><enter>    此阶段是海选的预赛阶段，玩家可以进行投票等操作。票数可以在临安美女海选大使“丁丁”处查询。<enter><color=green>【我要投票】：<color>投票道具为<color=yellow>玫瑰花<color>。可以参加<color=yellow>日常活动<color>获取（如逍遥谷、商会，军营，白虎堂，门派竞技，武林联赛，周末钓鱼），同时<color=yellow>奇珍阁<color>也会出售玫瑰花。拥有玫瑰花后，你可以通过以下3种方式将玫瑰花赠送给参赛者：<enter>方式一：组队投票；（票数20%加成）<enter>方式二：在参赛者召唤的[玫瑰小精灵]处对话投票；（票数20%加成）<enter>方式三：与丁丁对话投票。（无加成）<enter>每位给参赛者赠送玫瑰的玩家，在投票的时候都将有一定几率获得<color=yellow>[红颜的馈赠]<color>，打开后可获得高级玄晶或大量绑金！<enter><color=green>【入围判定】：<color>如何才能晋级决赛呢？你需要在预选赛投票结束时，总票数排在<color=yellow>本服前20名<color>，并且已经在官方相专题网站补填过<color=yellow>个人信息及上传照片<color>。每个服务器入围人数最多<color=yellow>10人<color>。<enter><color=green>【每日奖励】：<color><enter>    参加美女每天收到玫瑰花<color=yellow>达到99朵<color>的，第二天可在临安丁丁处领取奖励：<color=blue>“人气宝贝”<color>光环，绚丽多彩。  <enter><color=green>【预赛奖励】：<color><enter>    a.总票数排名<color=yellow>前20或达到499票<color>均能获得美女大奖（未入围）奖励<enter>    领奖方式及时间：<color=yellow>4月6日~~4月11日0点<color>，与临安丁丁对话。<enter>    具体奖励：神秘称号光环套及<color=pink>“绝代佳人2级”<color>技能，绚丽非常，彰显你的身份。<enter>    b.入围女玩家的奖励<color=yellow><enter><color>    领奖方式及时间：<color=yellow>4月6日~~4月11日0点<color>，与临安丁丁对话。<enter>    具体奖励：神秘称号光环套及<color=pink>“绝代佳人3级”<color>技能，更加华丽。同时还能获得1个10级玄晶（不绑定）。（3月19日后登陆自动获得一个进入决赛的称号<color=blue>“美女海选决赛晋级者”<color>！）<enter>    c.给所有获奖的女玩家投票最多的玩家，均能在4月6日后与丁丁对话领取<color=yellow>神秘称号及神秘技能<color>。
14	4	【美女海选】决赛阶段	<color=yellow>决赛阶段：3月19日~~3月30日24点<enter><color>    进入决赛阶段后，初赛的投票数量全部清零<enter>    投票方式基本与预选赛相同。但是，如果你想给其他服务器的美女投票，就只能去“丁丁”处查询美女名字进行投票或是通过拉票玫瑰精灵投票。<enter>    决赛将选出票数排名前10的女玩家作为<color=pink>“武林十大美女”<color>，其中票数最多的称为<color=pink>“武林第一美女”<color>。<enter><color=green>【每天投票奖励】：<color><enter>    参加美女每天收到票数<color=yellow>达到99朵<color>的，第二天可在临安丁丁处领取奖<enter>励：<color=pink>“人气宝贝”<color>技能，绚丽多彩。 <enter><color=green>【决赛奖励】：<color><enter>    武林十大美女均能获得为期<color=yellow>1年<color>的<color=pink>神秘<color>称号光环套及技能<color=pink>“绝代佳人”4级<color>，绝对雍容华贵，使你傲立群芳。同时还能获得<color=yellow>10个10级玄晶（不绑定）<color>。<enter>    奖励发放方式及时间：<color=yellow>4月6日~~4月16日<color>，与临安丁丁对话。<enter>    武林第一美女更能获得<color=red>施华洛世奇限量版项链[海洋之星]<color>实物大奖和独一无二的<color=red>极品属性项链[海洋之星]！<color><enter>    给10大美女投票最多的玩家也能在这段时间内去丁丁处领取到<color=yellow>神秘称号及神秘技能<color>等奖励！<enter>    怎么样，广大MM是不是心动了？赶快来参加<color=green>“武林第一美女海选”<color>活动吧，所有MM都有机会哦！
17	1	【盛夏活动】介绍！	<color=yellow>盛夏活动介绍<color><enter><color=yellow><enter><color>盛夏活动一：百大家族评选<enter>    哪个家族最有纪律？哪个家族最活跃？百大家族评选让你秀出自己家族的实力！<enter>    活动期间，每个家族成员参加<color=yellow>白虎堂，宋金大战，逍遥谷闯关，门派竞技<color>，获得家族积分，积分前100名的家族，每个家族成员都能获得大量奖励。更有<color=yellow>橙色第一家族称号<color>等你拿！<enter><enter><color=yellow>盛夏活动二：烟火庆祝活动<color><enter>    激情盛夏，每天您都能领取我们送出的盛夏活动烟花，燃放烟花，给盛夏活动送去祝福，您还能获得大量经验！<enter><enter>
17	2	【盛夏活动】百大家族评选！	<color=yellow>百大家族评选<color><enter><color=yellow>活动内容：<color><enter>    在活动期间内家族成员在<color=yellow>活动周<color>参加宋金，白虎，，逍遥谷，门派竞技都能获得家族积分（可点击修炼珠查看家族积分），活动结束后根据家族排名和积分每个家族成员都能获得大量奖励。<enter><color=yellow>活动奖励：<color><enter><color=yellow>    第一名家族<color>      每个成员可获得“第一家族成员”称号，江湖威望500点，及盛夏家族黄金宝箱三个<enter><color=yellow>    2-10名家族<color>      每个成员可获得“十大家族成员”称号，江湖威望300点，及盛夏家族黄金宝箱两个<enter><color=yellow>    11-30名家族<color>     每个成员可获得“出类拔萃的家族成员”称号，江湖威望200点，及盛夏家族黄金宝箱一个<enter><color=yellow>    31-60名家族<color>     每个成员可获得“干劲十足的家族成员”称号，江湖威望100点，及盛夏家族白银宝箱两个<enter>    <color=yellow>61-100名家族<color>    每个成员可获得盛夏家族白银宝箱一个<enter><enter><tab><enter><color=yellow>族长<color>还可获得如下奖励及特有称号：<enter>    第一名家族族长：1000万绑银，江湖威望1000及领袖荣誉5000。称号：第一家族族长；<enter>    2-10名家族族长：500万绑银，江湖威望600及领袖荣誉3000。称号：十大家族族长；<enter>    11-30名家族族长：300万绑银，江湖威望400及领袖荣誉2000。称号：出类拔萃的家族族长；<enter>    31-60名家族族长：100万绑银，江湖威望200及领袖荣誉1000。干劲十足的家族族长；<enter>    61-100名家族族长 ：50万绑银，领袖荣誉500。<enter>
17	3	【盛夏活动】烟花庆祝！	烟花庆祝活动！    <enter>    每个家族正式成员每天可以在<color=yellow>盛夏活动接引人<color>处领取一个盛夏活动庆祝烟花，使用该烟花能获得大量经验。如果是在<color=yellow>家族插旗<color>时使用，获得经验将更多。
17	4	【盛夏活动】注意事项！	<color=yellow>注意事项！<color><enter>    <color=yellow>活动积分的获取<color><enter>    整个活动期间参加宋金，白虎，逍遥谷只能在各自的<color=yellow>主要活动周才能<color>获得积分。活动期间参加<color=yellow>门派竞技<color>都可以获得积分！<enter>    什么人才有资格领取百大家族评选活动奖励？<enter>    只有<color=yellow>正式家族成员<color>，且在整个百大家族评选活动期间为家族贡献的积分超过<color=yellow>500<color>，才有资格领取奖励，并且一个家族最多只能有<color=yellow>40个正式成员<color>能领取奖励，<color=yellow>超过40个将没有任何奖励<color>，先到先得。<enter>    如何兑换奖励<enter>    在百大家族评选结束后，<color=yellow>8月25日前<color>，每个百大家族的家族成员可以在各城市盛夏活动推广员处兑换奖励。
32	1	【浪漫七夕】介绍	<color=yellow> 介绍<color>   <enter>    七夕，原名为乞巧节。七夕乞巧，这个节日起源于汉代，东晋葛洪的《西京杂记》有“汉彩女常以七月七日穿七孔针于开襟楼，人俱习之”的记载，这便是我们于古代文献中所见到的最早的关于乞巧的记载。
32	2	【浪漫七夕】花酒诗剑	<color=yellow>七夕之花酒诗剑<color><enter>    要参加七夕活动，首先需要<color=yellow>“花与酒”<color>及<color=yellow>“诗与剑”各一<color>作为信物，这样在<color=yellow>昆仑派<color>游玩的武林第一美女<color=yellow>洁羽公主<color>就会叫你帮她办些事情。每个玩家最多只能完成<color=yellow>10次<color>。<enter>    “花与酒”及“诗与剑”可以通过<color=yellow>参加游戏活动<color>（如宋金，白虎，逍遥谷，门派竞技，商会任务等，在这些活动场地可能出现<color=yellow>npc七夕水牛<color>，与其对话也能获得各种原材料。）获得道具<color=yellow>“七菱花”<color>，<color=yellow>“七味酒”<color>，<color=yellow>“七言古诗”<color>及<color=yellow>“七寸小剑”<color>经过生活技能加工制作得到。<enter>    七菱花及七味酒只有<color=yellow>男玩家<color>可得到，七言古诗及七寸小剑只有<color=yellow>女玩家<color>可得到。制作出“花与酒”及“诗与剑”后，你可与亲密度<color=yellow>3级<color>以上的好友组队送给他（她），同时你们能获得<color=yellow>亲密度<color>奖励。
32	3	【浪漫七夕】玄香拜星	<color=yellow>七夕之玄香拜星<color><enter>    当你拥有信物“花与酒”及“诗与剑”，洁羽公主就会给你<color=yellow>七支七色玄香<color>，你只要到各新手村指定地点点燃所有玄香，就可以来找她领取奖励经验值。
32	4	【浪漫七夕】采蛛观网	<color=yellow>七夕之采蛛观网<color><enter>    如果你完成了玄香拜星任务，洁羽公主就会给你一个<color=yellow>星月匣<color>，拿着匣子去各新手村燃香地点，抓取一只<color=yellow>七彩幻蛛<color>，养起来直至其织出蛛网，将网交给她，根据你所获得的蛛网类型会获得<color=yellow>不同奖励<color>。<enter>    <color=yellow>奖励：<color>大量经验值，高级玄晶，神秘面具及称号！
32	5	【浪漫七夕】注意事项	<color=yellow>注意事项<color><enter>    1.花酒诗剑相关道具均为<color=yellow>绑定<color>，女玩家要获得“花与酒”或男玩家要获得“诗与酒”都只能通过<color=yellow>异性好友赠送<color>，且亲密度必须达到<color=yellow>3级<color>，获得的道具会增加一个“【赠品】”的前缀<color=yellow>。“【赠品】”只能用来到洁羽公主处参加七夕活动。<enter><color>    2.玄香拜星及采蛛时，使用道具会<color=yellow>提示坐标位置<color>，您只需要去该处就能成功完成活动。<enter>    3.活动只能参加<color=yellow>10次<color>，所以不要加工制作太多的活动道具，以免不必要的浪费。<enter>    4.活动道具的获取：逍遥谷及商会任务完成时直接奖励道具，所以记得留够<color=yellow>2格<color>背包空间，否则就不能获得道具。而宋金，白虎堂，门派竞技场等处则会出现<color=yellow>npc“七夕水牛”<color>，与其对话可以得到活动道具奖励。
41	1	【十一月优惠】充值有礼	<color=red>充值有好礼<color><enter><enter><color=green>活动时间：<color>2009年11月17日维护后~~2009年11月30日24点<enter>    在本月只要您累计充值额度达到一定值，就可以在礼官处免费领取神秘道具——<color=yellow>幸运奖券<color>，使用这个奖券不但可以获得<color=yellow>4000绑金<color>，还能参加服务器抽奖活动。所有充值大礼如下：<enter>达<color=yellow>15元<color>：战书·游龙密室5张（未开放150级不能领此奖）<enter>达<color=yellow>50元<color>：领取奖券2张+战书10张（奖券3张）<enter>达<color=yellow>100元<color>：再领取奖券1张+战书10张（奖券2张）<enter>达<color=yellow>200元<color>：再领取奖券1张+战书10张（奖券2张）<enter>达<color=yellow>300元<color>：再领取奖券1张+战书10张（奖券2张）<enter>达<color=yellow>400元<color>：再领取奖券1张+战书10张（奖券2张）<enter><color=pink>（备注：上述奖励括号内为未开放150级等级上限服务器可领取的奖励。）<color><enter><enter>达<color=yellow>588元<color>：可选择领取以下<color=yellow>四种之一<enter><color>    1、玄晶宝箱2个；<enter>    2、3个中级祈福令牌；<enter>    3、以8000金币一个的价格在礼官处购买2个<color=yellow>和氏璧<color>的资格<enter>    4、110级赤兔宝马（6个月）（<color=yellow>开放150级上限的服务器才可以领取<color>）<enter>达<color=yellow>1000元<color>：又可选择领取以下<color=yellow>三种之一<enter><color>    1、以8000金币一个的价格在礼官处<color=yellow>再<color>购买3个<color=yellow>和氏璧<color>的资格<enter>    2、5折购买帮会银锭（大）的优惠券3张<enter>    3、玄晶宝箱2个<enter><color=yellow>超过1000元<color>的部分：<enter>    获得<color=yellow>20%<color>的绑金返还。比如，你本月充值1500元，<color=yellow>500元<color>的部分就能获得<color=yellow>10000绑金<color>返还。
41	2	【十一月优惠】幸运抽奖	<color=red>幸运抽奖花落你家<color><enter><enter>    <color=green>活动时间：<color>2009年11月20日0点~~2009年11月30日22点<enter><enter>    在每天<color=yellow>22：00之前<color>每使用一张幸运奖券就有一次中奖机会，22：00之后使用的奖券只能参加<color=yellow>下一天<color>的抽奖活动。抽奖共进行<color=yellow>11天<color>，每天都会产生<color=yellow>金银铜奖<color>。如下：<enter>    <color=yellow>金奖：<color>50个广寒月桂花，每天仅一位（可在礼官处换取<color=yellow>玄晶宝箱<color>）。<enter>    <color=yellow>银奖：<color>50000绑金，每天有若干名。和当天参加抽奖的人数相关，人越多产生的银奖数目也越多。<enter>    <color=yellow>铜奖：<color>幸运抽奖铜宝箱。打开能获得大量绑金，战书·游龙密室（或中级阵法册），绑定五行魂石，秘境地图套装（大）其中之一。每天有很多名，和当天参加抽奖的人数相关，人越多产生的铜奖数目也越多。<enter>    获得奖励的玩家会接到邮件通知，系统公告等，必须在<color=yellow>3天<color>内去<color=yellow>礼官<color>处领奖，过期就视为自动放弃。<enter>    注：抽奖活动开始前不可以使用奖券。活动结束后，您依然可以使用<color=yellow>幸运奖券<color>获得<color=yellow>4000绑金<color>，但却没有抽奖活动可以参加了。
42	1	【游龙秘宝】背景	<color=red>背景<color><enter>    传言，江湖中有一神秘组织，名曰“游龙阁”，其当家人自号“龙神”。游龙阁有一密窟，藏有各种奇珍异宝，江湖中每有贪婪之徒想打珍宝的主意却苦于不知道游龙阁之所在，而不得不放弃。其武功自成一派，与寻常江湖功夫截然不同，到底怎样，众说纷纭。有传闻：没人见过游龙阁的武功，因为见过的人都死了。<enter>    近来，江湖风声四起，“游龙阁龙神”最小的女儿——小龙女，名曰“纤纤”，年方二八，风华绝代。为了磨练自身武艺，从游龙密窟带出许多奇珍异宝，放言：江湖中人谁能和本公主比武获得胜利，有珍宝相送。一时间江湖人士奔走相告，均跃跃欲试，但是必须要有非常特殊的约战之书才有资格和公主比武。据义军长老透露，此战书名为“战书·游龙密室”。
42	2	【游龙秘宝】流程	<color=red>游龙秘宝挑战流程<color><enter><color=green>进入地图<color><enter>    你需要利用奇珍阁出售的“<color=yellow>月影原石<color>”道具，用生活技能制作获得道具“<color=yellow>月影之石<color>”，再到各新手村<color=yellow>龙五太爷<color>处换取“<color=yellow>战书·游龙密室<color>”。右键点击使用战书（<color=yellow>不会消耗道具<color>），就可以进入挑战地图“游龙密室”挑战小龙女“<color=yellow>纤纤<color>”。<enter><color=green>挑战龙女<color><color=pink><enter><color>    进入地图后，与纤纤对话选择与其比武，交纳<color=yellow>一张<color>“战书·游龙密室”，就可以开始战斗了。击败纤纤后就可以从界面上显示的<color=yellow>25件<color>宝贝里随机获得一件。<enter><color=green>获取奖励<color><enter>    在领奖后，界面上你领取的奖励格子会<color=yellow>空出来<color>。你可以选择“<color=yellow>继续比武<color>”或“<color=yellow>重新比武<color>”。<enter>    继续比武成功会从<color=yellow>剩余的宝贝<color>里随机一件作为奖励，最多继续<color=yellow>3次<color>。<enter>    重新比武成功会<color=yellow>重新<color>出现25件宝贝，随机其中一件作为奖励。比武时间<color=yellow>5分钟<color>，时间到却未获得胜利会失败，将没有任何奖励。
42	3	【游龙秘宝】注意事项	<color=red>注意事项<color><enter>    <color=green>1.<color>如果您的背包满了，领取不了奖励，可以从地图出去整理好背包再进来，依然可以领奖。不过，当<color=yellow>服务器维护重启<color>后奖励就会消失，不能再领奖了。<enter>    <color=green>2.<color>在<color=yellow>6分钟<color>内玩家未发起新的挑战，就会被传送出“游龙密室”地图。<enter>    <color=green>3.<color>进入地图不需要消耗“战书·游龙密室”，仅作为凭证。在发起挑战时才会消耗战书，每次一张。
43	1	【国庆中秋】民族大团圆卡收集	    <color=green>活动时间：2009年9月21日0点~~2009年10月11日0点<color><enter>    <color=yellow>获取卡片<color>——参加游戏活动（如宋金，白虎，逍遥谷，门派竞技，商会任务等等）可以获得卡片，每日可以购买福利精活的角色能在礼官处领取2张卡片，同时奇珍阁金币区也会以<color=yellow>100金币<color>的价格出售卡片。<enter>    <color=yellow>鉴定卡片<color>——获得的卡片到底是哪个民族的卡片呢？你需要右键点击卡片进行鉴定操作，这需要消耗你精力值及活力值各<color=yellow>300点<color>。且每天最多鉴定<color=yellow>8张<color>，而整个活动期间最多鉴定<color=yellow>100张<color>。<enter>    <color=yellow>使用卡片<color>——鉴定后的卡片右键点击就可以加入收藏册中，此时你就可以获得随机奖励了，说不定你就能得到中秋节的<color=yellow>神秘月饼<color>呢。<enter>    <color=yellow>每日幸运卡片<color>——每天0点，服务器都会产生当天的幸运卡片项目，若你今天获得了幸运卡片就能获得额外奖励。右键使用幸运卡片时，你可以选择领取1500绑金，还能赌一赌人品值选择获得<color=yellow>奇珍阁金币区道具<color>，你可能获得金币区任意道具，并且是不绑定的哦。<enter>    <color=yellow>神奇变换卡片<color>——在鉴定民族大团圆卡时，你可能获得<color=yellow>“千里共婵娟”<color>这张神秘卡片，使用它可以变成你收藏册中不存在的任一张卡片，若收藏册已满则获得当天的幸运卡片。
43	2	【国庆中秋】民族大团圆卡奖励	    <color=green>领奖时间：2009年10月11日0点~~2009年10月21日0点<color><enter>    参加民族大团圆卡片收集活动可以获得各种奖励，具体如下：<enter>    <color=yellow>1.卡片加入收藏册的奖励：<color>高级玄晶，神秘月饼（共三种，可获得经验值及状态效果，潜能点，技能点等）。<enter>    <color=yellow>2.幸运卡片奖励：<color>1500绑金，或奇珍阁金币区随机不绑定道具奖励。<enter>    <color=yellow>3.活动结束后奖励：<color>活动结束后按排名给与奖励。<enter>    <color=yellow>第1名：<color>1500民族大团圆声望（可在逍遥谷客商处购买黄金鞋子）<enter>    <color=yellow>第2~10名：<color>500民族大团圆声望（可在逍遥谷客商处购买白银鞋子）<enter>    <color=yellow>第11~100名：<color>广寒月桂花5个（每个增加10点民族大团圆声望）<enter>    <color=yellow>第101~500名：<color>广寒月桂花3个（每个增加10点民族大团圆声望）<enter>    <color=yellow>第501~1000名：<color>玄晶宝箱2个<enter>    <color=yellow>第1001~2000名：<color>玄晶宝箱1个<enter>    <color=yellow>第2001~3000名或者鉴定达到60张：<color>绑定8级玄晶1个
43	3	【国庆中秋】玉兔落凡尘	    <color=green>活动时间：2009年9月28日0点~~2009年10月11日0点<color><enter>    月上玉兔不堪蟾宫清冷，中秋时节来到了凡间，不曾想遇到了各种麻烦，回不了月亮上去了。快去帮助她们吧。<enter>    活动开始后，玩家可以在<color=yellow>礼官处<color>领取道具<color=yellow>“圆月朱红果”<color>，当你遇到玉兔时，在其附近使用就可以成功喂食，使玉兔返回月宫，当然玉兔们为了答谢你也会给你奖励的。<enter>    每天<color=yellow>前5次<color>成功救助玉兔可以获得卷轴<color=yellow>“但愿人长久”<color>，使用该卷轴就能获得参加当天<color=yellow>晚上10点<color>服务器抽奖的机会，晚上10点以后使用的卷轴就只能参加第二天的抽奖了。当你成功救助<color=yellow>100只<color>玉兔以后，更能获得神秘称号奖励。<enter>    玉兔出没地点：<color=yellow>秘境地图云岭<color>，另外据说野外的<color=yellow>精英首领<color>怪也挟持了一些玉兔，击败他们也可能救助可怜的玉兔。
43	4	【国庆中秋】双节同庆大抽奖	    <color=green>活动时间：2009年9月28日0点~~2009年10月11日0点<color><enter>    <color=yellow>抽奖：<color>每晚10点服务器会对当天22点以前使用的“但愿人长久”卷轴进行抽奖，获得奖励的玩家可以获得邮件提示，<color=yellow>帮助锦囊首页<color>也会有显示金奖和银奖。获奖后<color=yellow>三天<color>为领奖时间，你需要到<color=yellow>礼官处<color>去领奖，过期就视为自动放弃。<enter>    <color=yellow>奖励设置：<color><enter>    <color=yellow>金奖：<color>500000绑定金币，每天1名；<enter>    <color=yellow>银奖：<color>50000绑定金币，每天10名；<enter>    <color=yellow>铜奖：<color>5000绑定金币，每天100名；<enter>    <color=yellow>鼓励奖：<color>100000绑定银两，若干名；<enter>    <color=yellow>纪念奖：<color>10000绑定银两，没中前四等奖的均能获得。<enter>    <color=yellow>注意：<color>以上奖励均针对一张奖券而言，若你使用多张奖券就能获得多次中奖机会。每张未中奖的奖券均能获得纪念奖，不要忘记去<color=yellow>礼官处<color>领奖。
