Name	Id	Genre	DetailType	ParticularType	Level	Series	Bind	ReputeCamp	ReputeClass	ReputeLevel	OfficialLevel	TradeLog	honor	timeout	tongfund	tongenergy	fightpowerrank	goodsindex	goodsprice	valuecoinindex	valuecoinprice	nTimeFrameStartDay	timeSaleStart	timeSaleClose	BuyPlayerLevel
衣服	261	1	3	3	1	3																			
衣服	262	1	3	3	2	3																			
衣服	263	1	3	3	3	3																			
衣服	264	1	3	3	4	3																			
衣服	265	1	3	3	5	3																			
衣服	266	1	3	3	1	4																			
衣服	267	1	3	3	2	4																			
衣服	268	1	3	3	3	4																			
衣服	269	1	3	3	4	4																			
衣服	270	1	3	3	5	4																			
衣服	271	1	3	3	1	5																			
衣服	272	1	3	3	2	5																			
衣服	273	1	3	3	3	5																			
衣服	274	1	3	3	4	5																			
衣服	275	1	3	3	5	5																			
衣服	276	1	3	4	1	1																			
衣服	277	1	3	4	2	1																			
衣服	278	1	3	4	3	1																			
衣服	279	1	3	4	4	1																			
衣服	280	1	3	4	5	1																			
衣服	281	1	3	4	1	2																			
衣服	282	1	3	4	2	2																			
衣服	283	1	3	4	3	2																			
衣服	284	1	3	4	4	2																			
衣服	285	1	3	4	5	2																			
衣服	286	1	3	4	1	3																			
衣服	287	1	3	4	2	3																			
衣服	288	1	3	4	3	3																			
衣服	289	1	3	4	4	3																			
衣服	290	1	3	4	5	3																			
衣服	291	1	3	4	1	4																			
衣服	292	1	3	4	2	4																			
衣服	293	1	3	4	3	4																			
衣服	294	1	3	4	4	4																			
衣服	295	1	3	4	5	4																			
衣服	296	1	3	4	1	5																			
衣服	297	1	3	4	2	5																			
衣服	298	1	3	4	3	5																			
衣服	299	1	3	4	4	5																			
衣服	300	1	3	4	5	5																			
衣服	301	1	3	6	1	1																			
衣服	302	1	3	6	2	1																			
衣服	303	1	3	6	3	1																			
衣服	304	1	3	6	4	1																			
衣服	305	1	3	6	5	1																			
衣服	306	1	3	6	1	2																			
衣服	307	1	3	6	2	2																			
衣服	308	1	3	6	3	2																			
衣服	309	1	3	6	4	2																			
衣服	310	1	3	6	5	2																			
衣服	311	1	3	6	1	3																			
衣服	312	1	3	6	2	3																			
衣服	313	1	3	6	3	3																			
衣服	314	1	3	6	4	3																			
衣服	315	1	3	6	5	3																			
衣服	316	1	3	6	1	4																			
衣服	317	1	3	6	2	4																			
衣服	318	1	3	6	3	4																			
衣服	319	1	3	6	4	4																			
衣服	320	1	3	6	5	4																			
衣服	321	1	3	6	1	5																			
衣服	322	1	3	6	2	5																			
衣服	323	1	3	6	3	5																			
衣服	324	1	3	6	4	5																			
衣服	325	1	3	6	5	5																			
衣服	326	1	3	7	1	1																			
衣服	327	1	3	7	2	1																			
衣服	328	1	3	7	3	1																			
衣服	329	1	3	7	4	1																			
衣服	330	1	3	7	5	1																			
衣服	331	1	3	7	1	2																			
衣服	332	1	3	7	2	2																			
衣服	333	1	3	7	3	2																			
衣服	334	1	3	7	4	2																			
衣服	335	1	3	7	5	2																			
衣服	336	1	3	7	1	3																			
衣服	337	1	3	7	2	3																			
衣服	338	1	3	7	3	3																			
衣服	339	1	3	7	4	3																			
衣服	340	1	3	7	5	3																			
衣服	341	1	3	7	1	4																			
衣服	342	1	3	7	2	4																			
衣服	343	1	3	7	3	4																			
衣服	344	1	3	7	4	4																			
衣服	345	1	3	7	5	4																			
衣服	346	1	3	7	1	5																			
衣服	347	1	3	7	2	5																			
衣服	348	1	3	7	3	5																			
衣服	349	1	3	7	4	5																			
衣服	350	1	3	7	5	5																			
衣服	351	1	3	8	1	1																			
衣服	352	1	3	8	2	1																			
衣服	353	1	3	8	3	1																			
衣服	354	1	3	8	4	1																			
衣服	355	1	3	8	5	1																			
衣服	356	1	3	8	1	2																			
衣服	357	1	3	8	2	2																			
衣服	358	1	3	8	3	2																			
衣服	359	1	3	8	4	2																			
衣服	360	1	3	8	5	2																			
衣服	361	1	3	8	1	3																			
衣服	362	1	3	8	2	3																			
衣服	363	1	3	8	3	3																			
衣服	364	1	3	8	4	3																			
衣服	365	1	3	8	5	3																			
衣服	366	1	3	8	1	4																			
衣服	367	1	3	8	2	4																			
衣服	368	1	3	8	3	4																			
衣服	369	1	3	8	4	4																			
衣服	370	1	3	8	5	4																			
衣服	371	1	3	8	1	5																			
衣服	372	1	3	8	2	5																			
衣服	373	1	3	8	3	5																			
衣服	374	1	3	8	4	5																			
衣服	375	1	3	8	5	5																			
鞋、腰带	376	1	7	1	1	1																			
鞋、腰带	377	1	7	1	2	1																			
鞋、腰带	378	1	7	1	3	1																			
鞋、腰带	379	1	7	1	4	1																			
鞋、腰带	380	1	7	1	5	1																			
鞋、腰带	381	1	7	1	1	2																			
鞋、腰带	382	1	7	1	2	2																			
鞋、腰带	383	1	7	1	3	2																			
鞋、腰带	384	1	7	1	4	2																			
鞋、腰带	385	1	7	1	5	2																			
鞋、腰带	386	1	7	1	1	3																			
鞋、腰带	387	1	7	1	2	3																			
鞋、腰带	388	1	7	1	3	3																			
鞋、腰带	389	1	7	1	4	3																			
鞋、腰带	390	1	7	1	5	3																			
鞋、腰带	391	1	7	1	1	4																			
鞋、腰带	392	1	7	1	2	4																			
鞋、腰带	393	1	7	1	3	4																			
鞋、腰带	394	1	7	1	4	4																			
鞋、腰带	395	1	7	1	5	4																			
鞋、腰带	396	1	7	1	1	5																			
鞋、腰带	397	1	7	1	2	5																			
鞋、腰带	398	1	7	1	3	5																			
鞋、腰带	399	1	7	1	4	5																			
鞋、腰带	400	1	7	1	5	5																			
鞋、腰带	401	1	7	2	1	1																			
鞋、腰带	402	1	7	2	2	1																			
鞋、腰带	403	1	7	2	3	1																			
鞋、腰带	404	1	7	2	4	1																			
鞋、腰带	405	1	7	2	5	1																			
鞋、腰带	406	1	7	2	1	2																			
鞋、腰带	407	1	7	2	2	2																			
鞋、腰带	408	1	7	2	3	2																			
鞋、腰带	409	1	7	2	4	2																			
鞋、腰带	410	1	7	2	5	2																			
鞋、腰带	411	1	7	2	1	3																			
鞋、腰带	412	1	7	2	2	3																			
鞋、腰带	413	1	7	2	3	3																			
鞋、腰带	414	1	7	2	4	3																			
鞋、腰带	415	1	7	2	5	3																			
鞋、腰带	416	1	7	2	1	4																			
鞋、腰带	417	1	7	2	2	4																			
鞋、腰带	418	1	7	2	3	4																			
鞋、腰带	419	1	7	2	4	4																			
鞋、腰带	420	1	7	2	5	4																			
鞋、腰带	421	1	7	2	1	5																			
鞋、腰带	422	1	7	2	2	5																			
鞋、腰带	423	1	7	2	3	5																			
鞋、腰带	424	1	7	2	4	5																			
鞋、腰带	425	1	7	2	5	5																			
鞋、腰带	426	1	8	1	1	1																			
鞋、腰带	427	1	8	1	2	1																			
鞋、腰带	428	1	8	1	3	1																			
鞋、腰带	429	1	8	1	4	1																			
鞋、腰带	430	1	8	1	5	1																			
鞋、腰带	431	1	8	1	1	2																			
鞋、腰带	432	1	8	1	2	2																			
鞋、腰带	433	1	8	1	3	2																			
鞋、腰带	434	1	8	1	4	2																			
鞋、腰带	435	1	8	1	5	2																			
鞋、腰带	436	1	8	1	1	3																			
鞋、腰带	437	1	8	1	2	3																			
鞋、腰带	438	1	8	1	3	3																			
鞋、腰带	439	1	8	1	4	3																			
鞋、腰带	440	1	8	1	5	3																			
鞋、腰带	441	1	8	1	1	4																			
鞋、腰带	442	1	8	1	2	4																			
鞋、腰带	443	1	8	1	3	4																			
鞋、腰带	444	1	8	1	4	4																			
鞋、腰带	445	1	8	1	5	4																			
鞋、腰带	446	1	8	1	1	5																			
鞋、腰带	447	1	8	1	2	5																			
鞋、腰带	448	1	8	1	3	5																			
鞋、腰带	449	1	8	1	4	5																			
鞋、腰带	450	1	8	1	5	5																			
鞋、腰带	451	1	8	2	1	1																			
鞋、腰带	452	1	8	2	2	1																			
鞋、腰带	453	1	8	2	3	1																			
鞋、腰带	454	1	8	2	4	1																			
鞋、腰带	455	1	8	2	5	1																			
鞋、腰带	456	1	8	2	1	2																			
鞋、腰带	457	1	8	2	2	2																			
鞋、腰带	458	1	8	2	3	2																			
鞋、腰带	459	1	8	2	4	2																			
鞋、腰带	460	1	8	2	5	2																			
鞋、腰带	461	1	8	2	1	3																			
鞋、腰带	462	1	8	2	2	3																			
鞋、腰带	463	1	8	2	3	3																			
鞋、腰带	464	1	8	2	4	3																			
鞋、腰带	465	1	8	2	5	3																			
鞋、腰带	466	1	8	2	1	4																			
鞋、腰带	467	1	8	2	2	4																			
鞋、腰带	468	1	8	2	3	4																			
鞋、腰带	469	1	8	2	4	4																			
鞋、腰带	470	1	8	2	5	4																			
鞋、腰带	471	1	8	2	1	5																			
鞋、腰带	472	1	8	2	2	5																			
鞋、腰带	473	1	8	2	3	5																			
鞋、腰带	474	1	8	2	4	5																			
鞋、腰带	475	1	8	2	5	5																			
帽子	476	1	9	2	1	1																			
帽子	477	1	9	2	2	1																			
帽子	478	1	9	2	3	1																			
帽子	479	1	9	2	4	1																			
帽子	480	1	9	2	5	1																			
帽子	481	1	9	2	1	2																			
帽子	482	1	9	2	2	2																			
帽子	483	1	9	2	3	2																			
帽子	484	1	9	2	4	2																			
帽子	485	1	9	2	5	2																			
帽子	486	1	9	2	1	3																			
帽子	487	1	9	2	2	3																			
帽子	488	1	9	2	3	3																			
帽子	489	1	9	2	4	3																			
帽子	490	1	9	2	5	3																			
帽子	491	1	9	2	1	4																			
帽子	492	1	9	2	2	4																			
帽子	493	1	9	2	3	4																			
帽子	494	1	9	2	4	4																			
帽子	495	1	9	2	5	4																			
帽子	496	1	9	2	1	5																			
帽子	497	1	9	2	2	5																			
帽子	498	1	9	2	3	5																			
帽子	499	1	9	2	4	5																			
帽子	500	1	9	2	5	5																			
帽子	501	1	9	3	1	1																			
帽子	502	1	9	3	2	1																			
帽子	503	1	9	3	3	1																			
帽子	504	1	9	3	4	1																			
帽子	505	1	9	3	5	1																			
帽子	506	1	9	3	1	2																			
帽子	507	1	9	3	2	2																			
帽子	508	1	9	3	3	2																			
帽子	509	1	9	3	4	2																			
帽子	510	1	9	3	5	2																			
帽子	511	1	9	3	1	3																			
帽子	512	1	9	3	2	3																			
帽子	513	1	9	3	3	3																			
帽子	514	1	9	3	4	3																			
帽子	515	1	9	3	5	3																			
帽子	516	1	9	3	1	4																			
帽子	517	1	9	3	2	4																			
帽子	518	1	9	3	3	4																			
帽子	519	1	9	3	4	4																			
帽子	520	1	9	3	5	4																			
帽子	521	1	9	3	1	5																			
帽子	522	1	9	3	2	5																			
帽子	523	1	9	3	3	5																			
帽子	524	1	9	3	4	5																			
帽子	525	1	9	3	5	5																			
帽子	526	1	9	4	1	1																			
帽子	527	1	9	4	2	1																			
帽子	528	1	9	4	3	1																			
帽子	529	1	9	4	4	1																			
帽子	530	1	9	4	5	1																			
帽子	531	1	9	4	1	2																			
帽子	532	1	9	4	2	2																			
帽子	533	1	9	4	3	2																			
帽子	534	1	9	4	4	2																			
帽子	535	1	9	4	5	2																			
帽子	536	1	9	4	1	3																			
帽子	537	1	9	4	2	3																			
帽子	538	1	9	4	3	3																			
帽子	539	1	9	4	4	3																			
帽子	540	1	9	4	5	3																			
帽子	541	1	9	4	1	4																			
帽子	542	1	9	4	2	4																			
帽子	543	1	9	4	3	4																			
帽子	544	1	9	4	4	4																			
帽子	545	1	9	4	5	4																			
帽子	546	1	9	4	1	5																			
帽子	547	1	9	4	2	5																			
帽子	548	1	9	4	3	5																			
帽子	549	1	9	4	4	5																			
帽子	550	1	9	4	5	5																			
帽子	551	1	9	6	1	1																			
帽子	552	1	9	6	2	1																			
帽子	553	1	9	6	3	1																			
帽子	554	1	9	6	4	1																			
帽子	555	1	9	6	5	1																			
帽子	556	1	9	6	1	2																			
帽子	557	1	9	6	2	2																			
帽子	558	1	9	6	3	2																			
帽子	559	1	9	6	4	2																			
帽子	560	1	9	6	5	2																			
帽子	561	1	9	6	1	3																			
帽子	562	1	9	6	2	3																			
帽子	563	1	9	6	3	3																			
帽子	564	1	9	6	4	3																			
帽子	565	1	9	6	5	3																			
帽子	566	1	9	6	1	4																			
帽子	567	1	9	6	2	4																			
帽子	568	1	9	6	3	4																			
帽子	569	1	9	6	4	4																			
帽子	570	1	9	6	5	4																			
帽子	571	1	9	6	1	5																			
帽子	572	1	9	6	2	5																			
帽子	573	1	9	6	3	5																			
帽子	574	1	9	6	4	5																			
帽子	575	1	9	6	5	5																			
帽子	576	1	9	7	1	1																			
帽子	577	1	9	7	2	1																			
帽子	578	1	9	7	3	1																			
帽子	579	1	9	7	4	1																			
帽子	580	1	9	7	5	1																			
帽子	581	1	9	7	1	2																			
帽子	582	1	9	7	2	2																			
帽子	583	1	9	7	3	2																			
帽子	584	1	9	7	4	2																			
帽子	585	1	9	7	5	2																			
帽子	586	1	9	7	1	3																			
帽子	587	1	9	7	2	3																			
帽子	588	1	9	7	3	3																			
帽子	589	1	9	7	4	3																			
帽子	590	1	9	7	5	3																			
帽子	591	1	9	7	1	4																			
帽子	592	1	9	7	2	4																			
帽子	593	1	9	7	3	4																			
帽子	594	1	9	7	4	4																			
帽子	595	1	9	7	5	4																			
帽子	596	1	9	7	1	5																			
帽子	597	1	9	7	2	5																			
帽子	598	1	9	7	3	5																			
帽子	599	1	9	7	4	5																			
帽子	600	1	9	7	5	5																			
帽子	601	1	9	8	1	1																			
帽子	602	1	9	8	2	1																			
帽子	603	1	9	8	3	1																			
帽子	604	1	9	8	4	1																			
帽子	605	1	9	8	5	1																			
帽子	606	1	9	8	1	2																			
帽子	607	1	9	8	2	2																			
帽子	608	1	9	8	3	2																			
帽子	609	1	9	8	4	2																			
帽子	610	1	9	8	5	2																			
帽子	611	1	9	8	1	3																			
帽子	612	1	9	8	2	3																			
帽子	613	1	9	8	3	3																			
帽子	614	1	9	8	4	3																			
帽子	615	1	9	8	5	3																			
帽子	616	1	9	8	1	4																			
帽子	617	1	9	8	2	4																			
帽子	618	1	9	8	3	4																			
帽子	619	1	9	8	4	4																			
帽子	620	1	9	8	5	4																			
帽子	621	1	9	8	1	5																			
帽子	622	1	9	8	2	5																			
帽子	623	1	9	8	3	5																			
帽子	624	1	9	8	4	5																			
帽子	625	1	9	8	5	5																			
护腕、手镯	626	1	10	1	1	1																			
护腕、手镯	627	1	10	1	2	1																			
护腕、手镯	628	1	10	1	3	1																			
护腕、手镯	629	1	10	1	4	1																			
护腕、手镯	630	1	10	1	5	1																			
护腕、手镯	631	1	10	1	1	2																			
护腕、手镯	632	1	10	1	2	2																			
护腕、手镯	633	1	10	1	3	2																			
护腕、手镯	634	1	10	1	4	2																			
护腕、手镯	635	1	10	1	5	2																			
护腕、手镯	636	1	10	1	1	3																			
护腕、手镯	637	1	10	1	2	3																			
护腕、手镯	638	1	10	1	3	3																			
护腕、手镯	639	1	10	1	4	3																			
护腕、手镯	640	1	10	1	5	3																			
护腕、手镯	641	1	10	1	1	4																			
护腕、手镯	642	1	10	1	2	4																			
护腕、手镯	643	1	10	1	3	4																			
护腕、手镯	644	1	10	1	4	4																			
护腕、手镯	645	1	10	1	5	4																			
护腕、手镯	646	1	10	1	1	5																			
护腕、手镯	647	1	10	1	2	5																			
护腕、手镯	648	1	10	1	3	5																			
护腕、手镯	649	1	10	1	4	5																			
护腕、手镯	650	1	10	1	5	5																			
护腕、手镯	651	1	10	2	1	1																			
护腕、手镯	652	1	10	2	2	1																			
护腕、手镯	653	1	10	2	3	1																			
护腕、手镯	654	1	10	2	4	1																			
护腕、手镯	655	1	10	2	5	1																			
护腕、手镯	656	1	10	2	1	2																			
护腕、手镯	657	1	10	2	2	2																			
护腕、手镯	658	1	10	2	3	2																			
护腕、手镯	659	1	10	2	4	2																			
护腕、手镯	660	1	10	2	5	2																			
护腕、手镯	661	1	10	2	1	3																			
护腕、手镯	662	1	10	2	2	3																			
护腕、手镯	663	1	10	2	3	3																			
护腕、手镯	664	1	10	2	4	3																			
护腕、手镯	665	1	10	2	5	3																			
护腕、手镯	666	1	10	2	1	4																			
护腕、手镯	667	1	10	2	2	4																			
护腕、手镯	668	1	10	2	3	4																			
护腕、手镯	669	1	10	2	4	4																			
护腕、手镯	670	1	10	2	5	4																			
护腕、手镯	671	1	10	2	1	5																			
护腕、手镯	672	1	10	2	2	5																			
护腕、手镯	673	1	10	2	3	5																			
护腕、手镯	674	1	10	2	4	5																			
护腕、手镯	675	1	10	2	5	5																			
药品	676	17	1	1	1	0																			
药品	677	17	1	1	2	0																			
药品	678	17	1	1	3	0																			
药品	679	17	1	1	4	0																			
药品	680	17	1	1	5	0																			
药品	681	17	2	1	1	0																			
药品	682	17	2	1	2	0																			
药品	683	17	2	1	3	0																			
药品	684	17	2	1	4	0																			
药品	685	17	2	1	5	0																			
药品	686	17	3	1	1	0																			
药品	687	17	3	1	2	0																			
药品	688	17	3	1	3	0																			
药品	689	17	3	1	4	0																			
药品	690	17	3	1	5	0																			
药品	691	17	4	1	1	0																			
药品	692	17	4	1	2	0																			
药品	693	17	4	1	3	0																			
药品	694	17	4	1	4	0																			
药品	695	17	4	1	5	0																			
药品	696	17	5	1	1	0																			
药品	697	17	5	1	2	0																			
药品	698	17	5	1	3	0																			
药品	699	17	5	1	4	0																			
药品	700	17	5	1	5	0																			
宋金诏书	701	18	1	27	1	0																			
传送符（门派）	702	18	1	19	1	0																			
传送符（新手村）	712	18	1	3	1	0																			
传送符（城市）	713	18	1	4	1	0																			
回城符	714	18	1	7	1	0																			
铜矿石	716	22	1	1	1	0																			
锡矿石	717	22	1	1	2	0																			
铁矿石	718	22	1	1	3	0																			
银矿石	719	22	1	1	4	0																			
金矿石	720	22	1	1	5	0																			
乌金矿石	721	22	1	1	6	0																			
紫金矿石	722	22	1	1	7	0																			
寒铁矿石	723	22	1	1	8	0																			
玄铁矿石	724	22	1	1	9	0																			
陨铁矿石	725	22	1	1	10	0																			
雨花石	726	22	1	3	1	0																			
虎睛石	727	22	1	3	2	0																			
冻石	728	22	1	3	3	0																			
鸡血石	729	22	1	3	4	0																			
金红石	730	22	1	3	5	0																			
孔雀石	731	22	1	3	6	0																			
葡萄石	732	22	1	3	7	0																			
萤石	733	22	1	3	8	0																			
菊花石	734	22	1	3	9	0																			
金刚石	735	22	1	3	10	0																			
亚麻	736	22	1	5	1	0																			
黄麻	737	22	1	5	2	0																			
藤葛	738	22	1	5	3	0																			
草棉	739	22	1	5	4	0																			
羊毛	740	22	1	5	5	0																			
锦毛	741	22	1	5	6	0																			
绒毛	742	22	1	5	7	0																			
木棉	743	22	1	5	8	0																			
火麻	744	22	1	5	9	0																			
火浣棉	745	22	1	5	10	0																			
野蚕丝	746	22	1	7	1	0																			
桑蚕丝	747	22	1	7	2	0																			
狼蛛丝	748	22	1	7	3	0																			
白蚕丝	749	22	1	7	4	0																			
血蚕丝	750	22	1	7	5	0																			
冷虫丝	751	22	1	7	6	0																			
乌蚕丝	752	22	1	7	7	0																			
金蚕丝	753	22	1	7	8	0																			
冰蚕丝	754	22	1	7	9	0																			
天蚕丝	755	22	1	7	10	0																			
藏红花	756	22	1	9	1	0																			
桔梗	757	22	1	9	2	0																			
白芍	758	22	1	9	3	0																			
贝母	759	22	1	9	4	0																			
田七	760	22	1	9	5	0																			
朱果	761	22	1	9	6	0																			
