Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		2	9	538	8	75		紫装PVP_战忍凤眠盔
		2	9	546	6	350		紫装PVP_魔忍、丐帮神木束带
		2	9	547	7	250		紫装PVP_魔忍、丐帮青煞发冠
		2	9	548	8	150		紫装PVP_魔忍、丐帮山鬼发冠
		2	9	556	6	175		紫装PVP_魔忍、丐帮白虹发带
		2	9	557	7	125		紫装PVP_魔忍、丐帮赤豚面罩
		2	9	558	8	75		紫装PVP_魔忍、丐帮貂皮面罩
		2	9	566	6	350		紫装PVP_剑武雷池冠
		2	9	567	7	250		紫装PVP_剑武异神盔
		2	9	568	8	150		紫装PVP_剑武吞龙盔
		2	9	576	6	175		紫装PVP_剑武戏水簪
		2	9	577	7	125		紫装PVP_剑武龙鳞盔
		2	9	578	8	75		紫装PVP_剑武凤眠盔
		2	9	586	6	350		紫装PVP_气武、昆仑琅琊冠
		2	9	587	7	250		紫装PVP_气武、昆仑绝玉束额
		2	9	588	8	150		紫装PVP_气武、昆仑紫金束额
		2	9	596	6	175		紫装PVP_气武、昆仑夺魂钗
		2	9	597	7	125		紫装PVP_气武、昆仑朱雀发结
		2	9	598	8	75		紫装PVP_气武、昆仑冥蝶发结
		2	9	806	6	50		橙装PVP_棍少、天王雷池冠
		2	9	807	7	35		橙装PVP_棍少、天王异神盔
		2	9	808	8	20		橙装PVP_棍少、天王吞龙盔
		2	9	816	6	25		橙装PVP_棍少、天王戏水簪
		2	9	817	7	17		橙装PVP_棍少、天王龙鳞盔
		2	9	818	8	10		橙装PVP_棍少、天王凤眠盔
		2	9	826	6	50		橙装PVP_刀少神木束带
		2	9	827	7	35		橙装PVP_刀少青煞发冠
		2	9	828	8	20		橙装PVP_刀少山鬼发冠
		2	9	836	6	25		橙装PVP_刀少白虹发带
		2	9	837	7	17		橙装PVP_刀少赤豚面罩
		2	9	838	8	10		橙装PVP_刀少貂皮面罩
		2	9	846	6	50		橙装PVP_刀毒、唐门、明教神木束带
		2	9	847	7	35		橙装PVP_刀毒、唐门、明教青煞发冠
		2	9	848	8	20		橙装PVP_刀毒、唐门、明教山鬼发冠
		2	9	856	6	25		橙装PVP_刀毒、唐门、明教白虹发带
		2	9	857	7	17		橙装PVP_刀毒、唐门、明教赤豚面罩
		2	9	858	8	10		橙装PVP_刀毒、唐门、明教貂皮面罩
		2	9	866	6	50		橙装PVP_掌毒琅琊冠
		2	9	867	7	35		橙装PVP_掌毒绝玉束额
		2	9	868	8	20		橙装PVP_掌毒紫金束额
		2	9	876	6	25		橙装PVP_掌毒夺魂钗
		2	9	877	7	17		橙装PVP_掌毒朱雀发结
		2	9	878	8	10		橙装PVP_掌毒冥蝶发结
		2	9	886	6	50		橙装PVP_指段雷池冠
		2	9	887	7	35		橙装PVP_指段异神盔
		2	9	888	8	20		橙装PVP_指段吞龙盔
		2	9	896	6	25		橙装PVP_指段戏水簪
		2	9	897	7	17		橙装PVP_指段龙鳞盔
		2	9	898	8	10		橙装PVP_指段凤眠盔
		2	9	906	6	50		橙装PVP_气段、翠烟、峨嵋琅琊冠
		2	9	907	7	35		橙装PVP_气段、翠烟、峨嵋绝玉束额
		2	9	908	8	20		橙装PVP_气段、翠烟、峨嵋紫金束额
		2	9	916	6	25		橙装PVP_气段、翠烟、峨嵋夺魂钗
		2	9	917	7	17		橙装PVP_气段、翠烟、峨嵋朱雀发结
		2	9	918	8	10		橙装PVP_气段、翠烟、峨嵋冥蝶发结
		2	9	926	6	50		橙装PVP_战忍雷池冠
		2	9	927	7	35		橙装PVP_战忍异神盔
		2	9	928	8	20		橙装PVP_战忍吞龙盔
		2	9	936	6	25		橙装PVP_战忍戏水簪
		2	9	937	7	17		橙装PVP_战忍龙鳞盔
		2	9	938	8	10		橙装PVP_战忍凤眠盔
		2	9	946	6	50		橙装PVP_魔忍、丐帮神木束带
		2	9	947	7	35		橙装PVP_魔忍、丐帮青煞发冠
		2	9	948	8	20		橙装PVP_魔忍、丐帮山鬼发冠
		2	9	956	6	25		橙装PVP_魔忍、丐帮白虹发带
		2	9	957	7	17		橙装PVP_魔忍、丐帮赤豚面罩
		2	9	958	8	10		橙装PVP_魔忍、丐帮貂皮面罩
		2	9	966	6	50		橙装PVP_剑武雷池冠
		2	9	967	7	35		橙装PVP_剑武异神盔
		2	9	968	8	20		橙装PVP_剑武吞龙盔
		2	9	976	6	25		橙装PVP_剑武戏水簪
		2	9	977	7	17		橙装PVP_剑武龙鳞盔
		2	9	978	8	10		橙装PVP_剑武凤眠盔
		2	9	986	6	50		橙装PVP_气武、昆仑琅琊冠
		2	9	987	7	35		橙装PVP_气武、昆仑绝玉束额
		2	9	988	8	20		橙装PVP_气武、昆仑紫金束额
		2	9	996	6	25		橙装PVP_气武、昆仑夺魂钗
		2	9	997	7	17		橙装PVP_气武、昆仑朱雀发结
		2	9	998	8	10		橙装PVP_气武、昆仑冥蝶发结
		18	1	1	1	529893		1级玄晶
		18	1	1	2	300000		2级玄晶
		18	1	1	3	100000		3级玄晶
		18	1	1	4	12500		4级玄晶
		18	1	1	5	2500		5级玄晶
		18	1	1	6	500		6级玄晶
		18	1	1	7	100		7级玄晶
		18	1	1	8	20		8级玄晶
		18	1	147	1	41667		盛夏卡
