Name	Kind	kind3	kind2	kind7	kind4	kind5	kind6	SuiteID	bVN	b2	Category	Genre	DetailType	ParticularType	Level
偃月刀	橙装PVE_刀少偃月刀	外功系		金系		5	pve				13	2	1	551	10
金箍棒	橙装PVE_棍少金箍棒	外功系		金系		5	pve				14	2	1	561	10
破天戟	橙装PVE_枪天破天戟	格斗系		金系		5	pve				15	2	1	571	10
破天锤	橙装PVE_锤天破天锤	格斗系		金系		5	pve				16	2	1	581	10
偃月刀	橙装PVE_刀毒偃月刀	外功系		木系		5	pve				13	2	1	591	10
青龙缠手	橙装PVE_掌毒青龙缠手	内功系		木系		5	pve				11	2	1	601	10
偃月刀	橙装PVE_刀翠偃月刀	外功系		水系		5	pve				13	2	1	611	10
青龙缠手	橙装PVE_指段青龙缠手	格斗系		水系		5	pve				11	2	1	621	10
青龙缠手	橙装PVE_掌峨青龙缠手	内功系		水系		5	pve				11	2	1	631	10
龙渊剑	橙装PVE_剑翠、气段、辅峨龙渊剑	内功系		水系		5	pve				12	2	1	641	10
金箍棒	橙装PVE_棍丐金箍棒	外功系		火系		5	pve				14	2	1	651	10
破天戟	橙装PVE_战忍破天戟	外功系		火系		5	pve				15	2	1	661	10
青龙缠手	橙装PVE_掌丐青龙缠手	内功系		火系		5	pve				11	2	1	671	10
偃月刀	橙装PVE_魔忍偃月刀	内功系		火系		5	pve				13	2	1	681	10
偃月刀	橙装PVE_刀昆偃月刀	外功系		土系		5	pve				13	2	1	691	10
龙渊剑	橙装PVE_剑武龙渊剑	外功系		土系		5	pve				12	2	1	701	10
龙渊剑	橙装PVE_气武龙渊剑	内功系		土系		5	pve				12	2	1	711	10
龙渊剑	橙装PVE_剑昆龙渊剑	内功系		土系		5	pve				12	2	1	721	10
偃月刀	橙装PVP_刀少偃月刀	外功系		金系		5	pvp				13	2	1	731	10
金箍棒	橙装PVP_棍少金箍棒	外功系		金系		5	pvp				14	2	1	741	10
破天戟	橙装PVP_枪天破天戟	格斗系		金系		5	pvp				15	2	1	751	10
破天锤	橙装PVP_锤天破天锤	格斗系		金系		5	pvp				16	2	1	761	10
偃月刀	橙装PVP_刀毒偃月刀	外功系		木系		5	pvp				13	2	1	771	10
青龙缠手	橙装PVP_掌毒青龙缠手	内功系		木系		5	pvp				11	2	1	781	10
偃月刀	橙装PVP_刀翠偃月刀	外功系		水系		5	pvp				13	2	1	791	10
青龙缠手	橙装PVP_指段青龙缠手	格斗系		水系		5	pvp				11	2	1	801	10
青龙缠手	橙装PVP_掌峨青龙缠手	内功系		水系		5	pvp				11	2	1	811	10
龙渊剑	橙装PVP_剑翠、气段、辅峨龙渊剑	内功系		水系		5	pvp				12	2	1	821	10
金箍棒	橙装PVP_棍丐金箍棒	外功系		火系		5	pvp				14	2	1	831	10
破天戟	橙装PVP_战忍破天戟	外功系		火系		5	pvp				15	2	1	841	10
青龙缠手	橙装PVP_掌丐青龙缠手	内功系		火系		5	pvp				11	2	1	851	10
偃月刀	橙装PVP_魔忍偃月刀	内功系		火系		5	pvp				13	2	1	861	10
偃月刀	橙装PVP_刀昆偃月刀	外功系		土系		5	pvp				13	2	1	871	10
龙渊剑	橙装PVP_剑武龙渊剑	外功系		土系		5	pvp				12	2	1	881	10
龙渊剑	橙装PVP_气武龙渊剑	内功系		土系		5	pvp				12	2	1	891	10
龙渊剑	橙装PVP_剑昆龙渊剑	内功系		土系		5	pvp				12	2	1	901	10
破天锤	蓝装_锤明教破天锤	外功系		木系		3	pve				16	2	1	911	10
龙渊剑	蓝装_剑明教龙渊剑	内功系		木系		3	pve				12	2	1	921	10
破天锤	紫装PVE_锤明教破天锤	外功系		木系		4	pve				16	2	1	931	10
龙渊剑	紫装PVE_剑明教龙渊剑	内功系		木系		4	pve				12	2	1	941	10
破天锤	紫装PVP_锤明教破天锤	外功系		木系		4	pvp				16	2	1	951	10
龙渊剑	紫装PVP_剑明教龙渊剑	内功系		木系		4	pvp				12	2	1	961	10
破天锤	橙装PVE_锤明教破天锤	外功系		木系		5	pve				16	2	1	971	10
龙渊剑	橙装PVE_剑明教龙渊剑	内功系		木系		5	pve				12	2	1	981	10
破天锤	橙装PVP_锤明教破天锤	外功系		木系		5	pvp				16	2	1	991	10
龙渊剑	橙装PVP_剑明教龙渊剑	内功系		木系		5	pvp				12	2	1	1001	10
金箍棒	蓝装_格斗系_金_棍	格斗系		金系		3	pve				14	2	1	1002	10
偃月刀	蓝装_格斗系_金_刀	格斗系		金系		3	pve				13	2	1	1003	10
龙渊剑	蓝装_格斗系_金_剑	格斗系		金系		3	pve				12	2	1	1004	10
青龙缠手	蓝装_格斗系_金_手	格斗系		金系		3	pve				11	2	1	1005	10
金箍棒	蓝装_格斗系_木_棍	格斗系		木系		3	pve				14	2	1	1006	10
偃月刀	蓝装_格斗系_木_刀	格斗系		木系		3	pve				13	2	1	1007	10
龙渊剑	蓝装_格斗系_木_剑	格斗系		木系		3	pve				12	2	1	1008	10
破天戟	蓝装_格斗系_木_枪	格斗系		木系		3	pve				15	2	1	1009	10
青龙缠手	蓝装_格斗系_木_手	格斗系		木系		3	pve				11	2	1	1010	10
金箍棒	蓝装_格斗系_水_棍	格斗系		水系		3	pve				14	2	1	1011	10
偃月刀	蓝装_格斗系_水_刀	格斗系		水系		3	pve				13	2	1	1012	10
龙渊剑	蓝装_格斗系_水_剑	格斗系		水系		3	pve				12	2	1	1013	10
破天戟	蓝装_格斗系_水_枪	格斗系		水系		3	pve				15	2	1	1014	10
破天锤	蓝装_格斗系_水_锤	格斗系		水系		3	pve				16	2	1	1015	10
金箍棒	蓝装_格斗系_火_棍	格斗系		火系		3	pve				14	2	1	1016	10
偃月刀	蓝装_格斗系_火_刀	格斗系		火系		3	pve				13	2	1	1017	10
龙渊剑	蓝装_格斗系_火_剑	格斗系		火系		3	pve				12	2	1	1018	10
破天戟	蓝装_格斗系_火_枪	格斗系		火系		3	pve				15	2	1	1019	10
破天锤	蓝装_格斗系_火_锤	格斗系		火系		3	pve				16	2	1	1020	10
青龙缠手	蓝装_格斗系_火_手	格斗系		火系		3	pve				11	2	1	1021	10
金箍棒	蓝装_格斗系_土_棍	格斗系		土系		3	pve				14	2	1	1022	10
偃月刀	蓝装_格斗系_土_刀	格斗系		土系		3	pve				13	2	1	1023	10
龙渊剑	蓝装_格斗系_土_剑	格斗系		土系		3	pve				12	2	1	1024	10
破天戟	蓝装_格斗系_土_枪	格斗系		土系		3	pve				15	2	1	1025	10
破天锤	蓝装_格斗系_土_锤	格斗系		土系		3	pve				16	2	1	1026	10
青龙缠手	蓝装_格斗系_土_手	格斗系		土系		3	pve				11	2	1	1027	10
龙渊剑	蓝装_外功系_金_剑	外功系		金系		3	pve				12	2	1	1028	10
破天戟	蓝装_外功系_金_枪	外功系		金系		3	pve				15	2	1	1029	10
破天锤	蓝装_外功系_金_锤	外功系		金系		3	pve				16	2	1	1030	10
青龙缠手	蓝装_外功系_金_手	外功系		金系		3	pve				11	2	1	1031	10
金箍棒	蓝装_外功系_木_棍	外功系		木系		3	pve				14	2	1	1032	10
龙渊剑	蓝装_外功系_木_剑	外功系		木系		3	pve				12	2	1	1033	10
破天戟	蓝装_外功系_木_枪	外功系		木系		3	pve				15	2	1	1034	10
破天锤	蓝装_外功系_木_锤	外功系		木系		3	pve				16	2	1	1035	10
青龙缠手	蓝装_外功系_木_手	外功系		木系		3	pve				11	2	1	1036	10
金箍棒	蓝装_外功系_水_棍	外功系		水系		3	pve				14	2	1	1037	10
龙渊剑	蓝装_外功系_水_剑	外功系		水系		3	pve				12	2	1	1038	10
破天戟	蓝装_外功系_水_枪	外功系		水系		3	pve				15	2	1	1039	10
破天锤	蓝装_外功系_水_锤	外功系		水系		3	pve				16	2	1	1040	10
青龙缠手	蓝装_外功系_水_手	外功系		水系		3	pve				11	2	1	1041	10
偃月刀	蓝装_外功系_火_刀	外功系		火系		3	pve				13	2	1	1042	10
龙渊剑	蓝装_外功系_火_剑	外功系		火系		3	pve				12	2	1	1043	10
破天锤	蓝装_外功系_火_锤	外功系		火系		3	pve				16	2	1	1044	10
青龙缠手	蓝装_外功系_火_手	外功系		火系		3	pve				11	2	1	1045	10
金箍棒	蓝装_外功系_土_棍	外功系		土系		3	pve				14	2	1	1046	10
破天戟	蓝装_外功系_土_枪	外功系		土系		3	pve				15	2	1	1047	10
破天锤	蓝装_外功系_土_锤	外功系		土系		3	pve				16	2	1	1048	10
青龙缠手	蓝装_外功系_土_手	外功系		土系		3	pve				11	2	1	1049	10
金箍棒	蓝装_内功系_金_棍	内功系		金系		3	pve				14	2	1	1050	10
偃月刀	蓝装_内功系_金_刀	内功系		金系		3	pve				13	2	1	1051	10
龙渊剑	蓝装_内功系_金_剑	内功系		金系		3	pve				12	2	1	1052	10
破天戟	蓝装_内功系_金_枪	内功系		金系		3	pve				15	2	1	1053	10
破天锤	蓝装_内功系_金_锤	内功系		金系		3	pve				16	2	1	1054	10
青龙缠手	蓝装_内功系_金_手	内功系		金系		3	pve				11	2	1	1055	10
金箍棒	蓝装_内功系_木_棍	内功系		木系		3	pve				14	2	1	1056	10
偃月刀	蓝装_内功系_木_刀	内功系		木系		3	pve				13	2	1	1057	10
破天戟	蓝装_内功系_木_枪	内功系		木系		3	pve				15	2	1	1058	10
破天锤	蓝装_内功系_木_锤	内功系		木系		3	pve				16	2	1	1059	10
金箍棒	蓝装_内功系_水_棍	内功系		水系		3	pve				14	2	1	1060	10
偃月刀	蓝装_内功系_水_刀	内功系		水系		3	pve				13	2	1	1061	10
破天戟	蓝装_内功系_水_枪	内功系		水系		3	pve				15	2	1	1062	10
破天锤	蓝装_内功系_水_锤	内功系		水系		3	pve				16	2	1	1063	10
金箍棒	蓝装_内功系_火_棍	内功系		火系		3	pve				14	2	1	1064	10
龙渊剑	蓝装_内功系_火_剑	内功系		火系		3	pve				12	2	1	1065	10
破天戟	蓝装_内功系_火_枪	内功系		火系		3	pve				15	2	1	1066	10
破天锤	蓝装_内功系_火_锤	内功系		火系		3	pve				16	2	1	1067	10
金箍棒	蓝装_内功系_土_棍	内功系		土系		3	pve				14	2	1	1068	10
偃月刀	蓝装_内功系_土_刀	内功系		土系		3	pve				13	2	1	1069	10
破天戟	蓝装_内功系_土_枪	内功系		土系		3	pve				15	2	1	1070	10
破天锤	蓝装_内功系_土_锤	内功系		土系		3	pve				16	2	1	1071	10
青龙缠手	蓝装_内功系_土_手	内功系		土系		3	pve				11	2	1	1072	10
金箍棒	紫装PVE_格斗系_金_棍	格斗系		金系		4	pve				14	2	1	1073	10
偃月刀	紫装PVE_格斗系_金_刀	格斗系		金系		4	pve				13	2	1	1074	10
龙渊剑	紫装PVE_格斗系_金_剑	格斗系		金系		4	pve				12	2	1	1075	10
青龙缠手	紫装PVE_格斗系_金_手	格斗系		金系		4	pve				11	2	1	1076	10
金箍棒	紫装PVE_格斗系_木_棍	格斗系		木系		4	pve				14	2	1	1077	10
偃月刀	紫装PVE_格斗系_木_刀	格斗系		木系		4	pve				13	2	1	1078	10
龙渊剑	紫装PVE_格斗系_木_剑	格斗系		木系		4	pve				12	2	1	1079	10
破天戟	紫装PVE_格斗系_木_枪	格斗系		木系		4	pve				15	2	1	1080	10
青龙缠手	紫装PVE_格斗系_木_手	格斗系		木系		4	pve				11	2	1	1081	10
金箍棒	紫装PVE_格斗系_水_棍	格斗系		水系		4	pve				14	2	1	1082	10
偃月刀	紫装PVE_格斗系_水_刀	格斗系		水系		4	pve				13	2	1	1083	10
龙渊剑	紫装PVE_格斗系_水_剑	格斗系		水系		4	pve				12	2	1	1084	10
破天戟	紫装PVE_格斗系_水_枪	格斗系		水系		4	pve				15	2	1	1085	10
破天锤	紫装PVE_格斗系_水_锤	格斗系		水系		4	pve				16	2	1	1086	10
金箍棒	紫装PVE_格斗系_火_棍	格斗系		火系		4	pve				14	2	1	1087	10
偃月刀	紫装PVE_格斗系_火_刀	格斗系		火系		4	pve				13	2	1	1088	10
龙渊剑	紫装PVE_格斗系_火_剑	格斗系		火系		4	pve				12	2	1	1089	10
破天戟	紫装PVE_格斗系_火_枪	格斗系		火系		4	pve				15	2	1	1090	10
破天锤	紫装PVE_格斗系_火_锤	格斗系		火系		4	pve				16	2	1	1091	10
青龙缠手	紫装PVE_格斗系_火_手	格斗系		火系		4	pve				11	2	1	1092	10
金箍棒	紫装PVE_格斗系_土_棍	格斗系		土系		4	pve				14	2	1	1093	10
偃月刀	紫装PVE_格斗系_土_刀	格斗系		土系		4	pve				13	2	1	1094	10
龙渊剑	紫装PVE_格斗系_土_剑	格斗系		土系		4	pve				12	2	1	1095	10
破天戟	紫装PVE_格斗系_土_枪	格斗系		土系		4	pve				15	2	1	1096	10
破天锤	紫装PVE_格斗系_土_锤	格斗系		土系		4	pve				16	2	1	1097	10
青龙缠手	紫装PVE_格斗系_土_手	格斗系		土系		4	pve				11	2	1	1098	10
龙渊剑	紫装PVE_外功系_金_剑	外功系		金系		4	pve				12	2	1	1099	10
破天戟	紫装PVE_外功系_金_枪	外功系		金系		4	pve				15	2	1	1100	10
破天锤	紫装PVE_外功系_金_锤	外功系		金系		4	pve				16	2	1	1101	10
青龙缠手	紫装PVE_外功系_金_手	外功系		金系		4	pve				11	2	1	1102	10
金箍棒	紫装PVE_外功系_木_棍	外功系		木系		4	pve				14	2	1	1103	10
龙渊剑	紫装PVE_外功系_木_剑	外功系		木系		4	pve				12	2	1	1104	10
破天戟	紫装PVE_外功系_木_枪	外功系		木系		4	pve				15	2	1	1105	10
破天锤	紫装PVE_外功系_木_锤	外功系		木系		4	pve				16	2	1	1106	10
青龙缠手	紫装PVE_外功系_木_手	外功系		木系		4	pve				11	2	1	1107	10
金箍棒	紫装PVE_外功系_水_棍	外功系		水系		4	pve				14	2	1	1108	10
龙渊剑	紫装PVE_外功系_水_剑	外功系		水系		4	pve				12	2	1	1109	10
破天戟	紫装PVE_外功系_水_枪	外功系		水系		4	pve				15	2	1	1110	10
破天锤	紫装PVE_外功系_水_锤	外功系		水系		4	pve				16	2	1	1111	10
青龙缠手	紫装PVE_外功系_水_手	外功系		水系		4	pve				11	2	1	1112	10
偃月刀	紫装PVE_外功系_火_刀	外功系		火系		4	pve				13	2	1	1113	10
龙渊剑	紫装PVE_外功系_火_剑	外功系		火系		4	pve				12	2	1	1114	10
破天锤	紫装PVE_外功系_火_锤	外功系		火系		4	pve				16	2	1	1115	10
青龙缠手	紫装PVE_外功系_火_手	外功系		火系		4	pve				11	2	1	1116	10
金箍棒	紫装PVE_外功系_土_棍	外功系		土系		4	pve				14	2	1	1117	10
破天戟	紫装PVE_外功系_土_枪	外功系		土系		4	pve				15	2	1	1118	10
破天锤	紫装PVE_外功系_土_锤	外功系		土系		4	pve				16	2	1	1119	10
青龙缠手	紫装PVE_外功系_土_手	外功系		土系		4	pve				11	2	1	1120	10
金箍棒	紫装PVE_内功系_金_棍	内功系		金系		4	pve				14	2	1	1121	10
偃月刀	紫装PVE_内功系_金_刀	内功系		金系		4	pve				13	2	1	1122	10
龙渊剑	紫装PVE_内功系_金_剑	内功系		金系		4	pve				12	2	1	1123	10
破天戟	紫装PVE_内功系_金_枪	内功系		金系		4	pve				15	2	1	1124	10
破天锤	紫装PVE_内功系_金_锤	内功系		金系		4	pve				16	2	1	1125	10
青龙缠手	紫装PVE_内功系_金_手	内功系		金系		4	pve				11	2	1	1126	10
金箍棒	紫装PVE_内功系_木_棍	内功系		木系		4	pve				14	2	1	1127	10
偃月刀	紫装PVE_内功系_木_刀	内功系		木系		4	pve				13	2	1	1128	10
破天戟	紫装PVE_内功系_木_枪	内功系		木系		4	pve				15	2	1	1129	10
破天锤	紫装PVE_内功系_木_锤	内功系		木系		4	pve				16	2	1	1130	10
金箍棒	紫装PVE_内功系_水_棍	内功系		水系		4	pve				14	2	1	1131	10
偃月刀	紫装PVE_内功系_水_刀	内功系		水系		4	pve				13	2	1	1132	10
破天戟	紫装PVE_内功系_水_枪	内功系		水系		4	pve				15	2	1	1133	10
破天锤	紫装PVE_内功系_水_锤	内功系		水系		4	pve				16	2	1	1134	10
金箍棒	紫装PVE_内功系_火_棍	内功系		火系		4	pve				14	2	1	1135	10
龙渊剑	紫装PVE_内功系_火_剑	内功系		火系		4	pve				12	2	1	1136	10
破天戟	紫装PVE_内功系_火_枪	内功系		火系		4	pve				15	2	1	1137	10
破天锤	紫装PVE_内功系_火_锤	内功系		火系		4	pve				16	2	1	1138	10
金箍棒	紫装PVE_内功系_土_棍	内功系		土系		4	pve				14	2	1	1139	10
偃月刀	紫装PVE_内功系_土_刀	内功系		土系		4	pve				13	2	1	1140	10
破天戟	紫装PVE_内功系_土_枪	内功系		土系		4	pve				15	2	1	1141	10
破天锤	紫装PVE_内功系_土_锤	内功系		土系		4	pve				16	2	1	1142	10
青龙缠手	紫装PVE_内功系_土_手	内功系		土系		4	pve				11	2	1	1143	10
金箍棒	橙装PVE_格斗系_金_棍	格斗系		金系		5	pve				14	2	1	1144	10
偃月刀	橙装PVE_格斗系_金_刀	格斗系		金系		5	pve				13	2	1	1145	10
龙渊剑	橙装PVE_格斗系_金_剑	格斗系		金系		5	pve				12	2	1	1146	10
青龙缠手	橙装PVE_格斗系_金_手	格斗系		金系		5	pve				11	2	1	1147	10
金箍棒	橙装PVE_格斗系_木_棍	格斗系		木系		5	pve				14	2	1	1148	10
偃月刀	橙装PVE_格斗系_木_刀	格斗系		木系		5	pve				13	2	1	1149	10
龙渊剑	橙装PVE_格斗系_木_剑	格斗系		木系		5	pve				12	2	1	1150	10
破天戟	橙装PVE_格斗系_木_枪	格斗系		木系		5	pve				15	2	1	1151	10
青龙缠手	橙装PVE_格斗系_木_手	格斗系		木系		5	pve				11	2	1	1152	10
金箍棒	橙装PVE_格斗系_水_棍	格斗系		水系		5	pve				14	2	1	1153	10
偃月刀	橙装PVE_格斗系_水_刀	格斗系		水系		5	pve				13	2	1	1154	10
龙渊剑	橙装PVE_格斗系_水_剑	格斗系		水系		5	pve				12	2	1	1155	10
破天戟	橙装PVE_格斗系_水_枪	格斗系		水系		5	pve				15	2	1	1156	10
破天锤	橙装PVE_格斗系_水_锤	格斗系		水系		5	pve				16	2	1	1157	10
金箍棒	橙装PVE_格斗系_火_棍	格斗系		火系		5	pve				14	2	1	1158	10
偃月刀	橙装PVE_格斗系_火_刀	格斗系		火系		5	pve				13	2	1	1159	10
龙渊剑	橙装PVE_格斗系_火_剑	格斗系		火系		5	pve				12	2	1	1160	10
破天戟	橙装PVE_格斗系_火_枪	格斗系		火系		5	pve				15	2	1	1161	10
破天锤	橙装PVE_格斗系_火_锤	格斗系		火系		5	pve				16	2	1	1162	10
青龙缠手	橙装PVE_格斗系_火_手	格斗系		火系		5	pve				11	2	1	1163	10
金箍棒	橙装PVE_格斗系_土_棍	格斗系		土系		5	pve				14	2	1	1164	10
偃月刀	橙装PVE_格斗系_土_刀	格斗系		土系		5	pve				13	2	1	1165	10
龙渊剑	橙装PVE_格斗系_土_剑	格斗系		土系		5	pve				12	2	1	1166	10
破天戟	橙装PVE_格斗系_土_枪	格斗系		土系		5	pve				15	2	1	1167	10
破天锤	橙装PVE_格斗系_土_锤	格斗系		土系		5	pve				16	2	1	1168	10
青龙缠手	橙装PVE_格斗系_土_手	格斗系		土系		5	pve				11	2	1	1169	10
龙渊剑	橙装PVE_外功系_金_剑	外功系		金系		5	pve				12	2	1	1170	10
破天戟	橙装PVE_外功系_金_枪	外功系		金系		5	pve				15	2	1	1171	10
破天锤	橙装PVE_外功系_金_锤	外功系		金系		5	pve				16	2	1	1172	10
青龙缠手	橙装PVE_外功系_金_手	外功系		金系		5	pve				11	2	1	1173	10
金箍棒	橙装PVE_外功系_木_棍	外功系		木系		5	pve				14	2	1	1174	10
龙渊剑	橙装PVE_外功系_木_剑	外功系		木系		5	pve				12	2	1	1175	10
破天戟	橙装PVE_外功系_木_枪	外功系		木系		5	pve				15	2	1	1176	10
破天锤	橙装PVE_外功系_木_锤	外功系		木系		5	pve				16	2	1	1177	10
青龙缠手	橙装PVE_外功系_木_手	外功系		木系		5	pve				11	2	1	1178	10
金箍棒	橙装PVE_外功系_水_棍	外功系		水系		5	pve				14	2	1	1179	10
龙渊剑	橙装PVE_外功系_水_剑	外功系		水系		5	pve				12	2	1	1180	10
破天戟	橙装PVE_外功系_水_枪	外功系		水系		5	pve				15	2	1	1181	10
破天锤	橙装PVE_外功系_水_锤	外功系		水系		5	pve				16	2	1	1182	10
青龙缠手	橙装PVE_外功系_水_手	外功系		水系		5	pve				11	2	1	1183	10
偃月刀	橙装PVE_外功系_火_刀	外功系		火系		5	pve				13	2	1	1184	10
龙渊剑	橙装PVE_外功系_火_剑	外功系		火系		5	pve				12	2	1	1185	10
破天锤	橙装PVE_外功系_火_锤	外功系		火系		5	pve				16	2	1	1186	10
青龙缠手	橙装PVE_外功系_火_手	外功系		火系		5	pve				11	2	1	1187	10
金箍棒	橙装PVE_外功系_土_棍	外功系		土系		5	pve				14	2	1	1188	10
破天戟	橙装PVE_外功系_土_枪	外功系		土系		5	pve				15	2	1	1189	10
破天锤	橙装PVE_外功系_土_锤	外功系		土系		5	pve				16	2	1	1190	10
青龙缠手	橙装PVE_外功系_土_手	外功系		土系		5	pve				11	2	1	1191	10
金箍棒	橙装PVE_内功系_金_棍	内功系		金系		5	pve				14	2	1	1192	10
偃月刀	橙装PVE_内功系_金_刀	内功系		金系		5	pve				13	2	1	1193	10
龙渊剑	橙装PVE_内功系_金_剑	内功系		金系		5	pve				12	2	1	1194	10
破天戟	橙装PVE_内功系_金_枪	内功系		金系		5	pve				15	2	1	1195	10
破天锤	橙装PVE_内功系_金_锤	内功系		金系		5	pve				16	2	1	1196	10
青龙缠手	橙装PVE_内功系_金_手	内功系		金系		5	pve				11	2	1	1197	10
金箍棒	橙装PVE_内功系_木_棍	内功系		木系		5	pve				14	2	1	1198	10
偃月刀	橙装PVE_内功系_木_刀	内功系		木系		5	pve				13	2	1	1199	10
破天戟	橙装PVE_内功系_木_枪	内功系		木系		5	pve				15	2	1	1200	10
破天锤	橙装PVE_内功系_木_锤	内功系		木系		5	pve				16	2	1	1201	10
金箍棒	橙装PVE_内功系_水_棍	内功系		水系		5	pve				14	2	1	1202	10
偃月刀	橙装PVE_内功系_水_刀	内功系		水系		5	pve				13	2	1	1203	10
破天戟	橙装PVE_内功系_水_枪	内功系		水系		5	pve				15	2	1	1204	10
破天锤	橙装PVE_内功系_水_锤	内功系		水系		5	pve				16	2	1	1205	10
金箍棒	橙装PVE_内功系_火_棍	内功系		火系		5	pve				14	2	1	1206	10
龙渊剑	橙装PVE_内功系_火_剑	内功系		火系		5	pve				12	2	1	1207	10
破天戟	橙装PVE_内功系_火_枪	内功系		火系		5	pve				15	2	1	1208	10
