TaskId	TaskName	TaskType	Value1	Value2	MapId	MapName	NpcId	NpcName	Num	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	Level9	Level10	Level11
20161	黑水快骑兵	KillNpc	0	1250	101	沙漠迷宫	2176	黑水快骑兵	24	0	0	0	0	0	10000	0	0	0	0	0
20162	马贼轻斧手	KillNpc	0	1250	101	沙漠迷宫	2175	马贼轻斧手	24	0	0	0	0	0	10000	0	0	0	0	0
20163	邪教卜师	KillNpc	0	1250	102	鸡冠洞	2164	邪教卜师	24	0	0	0	0	0	10000	0	0	0	0	0
20165	邪教男弟子	KillNpc	0	1250	102	鸡冠洞	2162	邪教男弟子	24	0	0	0	0	0	10000	0	0	0	0	0
20166	邪教女弟子	KillNpc	0	1250	102	鸡冠洞	2163	邪教女弟子	24	0	0	0	0	0	10000	0	0	0	0	0
20167	宋轻骑兵	KillNpc	0	1250	103	蜀岗山	2168	宋轻骑兵	24	0	0	0	0	0	10000	0	0	0	0	0
20169	宋军枪兵	KillNpc	0	1250	103	蜀岗山	2169	宋军枪兵	24	0	0	0	0	0	10000	0	0	0	0	0
20170	宋军弩手	KillNpc	0	1250	103	蜀岗山	2170	宋军弩手	24	0	0	0	0	0	10000	0	0	0	0	0
20171	男影	KillNpc	0	1250	104	剑阁蜀道	2166	男影	24	0	0	0	0	0	10000	0	0	0	0	0
20173	神行兵	KillNpc	0	1250	104	剑阁蜀道	2167	神行兵	24	0	0	0	0	0	10000	0	0	0	0	0
20174	女影	KillNpc	0	1250	104	剑阁蜀道	2165	女影	24	0	0	0	0	0	10000	0	0	0	0	0
20175	吐布卜师	KillNpc	0	1250	105	段氏皇陵	2178	吐布卜师	24	0	0	0	0	0	10000	0	0	0	0	0
20177	紫面武士	KillNpc	0	1250	105	段氏皇陵	2179	紫面武士	24	0	0	0	0	0	10000	0	0	0	0	0
20178	吐布族人	KillNpc	0	1250	105	段氏皇陵	2177	吐布族人	24	0	0	0	0	0	10000	0	0	0	0	0
20179	江湖剑客	KillNpc	0	1250	106	九嶷溪	2171	江湖剑客	24	0	0	0	0	0	10000	0	0	0	0	0
20181	江湖刀客	KillNpc	0	1250	106	九嶷溪	2172	江湖刀客	24	0	0	0	0	0	10000	0	0	0	0	0
20182	大内密探	KillNpc	0	1250	106	九嶷溪	2173	大内密探	24	0	0	0	0	0	10000	0	0	0	0	0
20183	大金禁卫军	KillNpc	0	1250	107	龙门石窟	2180	大金禁卫军	24	0	0	0	0	0	0	10000	0	0	0	0
20185	大金飞骑兵	KillNpc	0	1250	107	龙门石窟	2181	大金飞骑兵	24	0	0	0	0	0	0	10000	0	0	0	0
20186	影会帮众	KillNpc	0	1250	107	龙门石窟	2182	影会帮众	24	0	0	0	0	0	0	10000	0	0	0	0
20187	皇陵看守	KillNpc	0	1250	108	西夏皇陵	2195	皇陵看守	24	0	0	0	0	0	0	10000	0	0	0	0
20189	叛军刀手	KillNpc	0	1250	108	西夏皇陵	2196	叛军刀手	24	0	0	0	0	0	0	10000	0	0	0	0
20190	滚刀手	KillNpc	0	1250	108	西夏皇陵	2197	滚刀手	24	0	0	0	0	0	0	10000	0	0	0	0
20191	流亡刀兵	KillNpc	0	1250	109	黄鹤楼	2183	流亡刀兵	24	0	0	0	0	0	0	10000	0	0	0	0
20193	驻城守军	KillNpc	0	1250	109	黄鹤楼	2184	驻城守军	24	0	0	0	0	0	0	10000	0	0	0	0
20194	流寇	KillNpc	0	1250	109	黄鹤楼	2185	流寇	24	0	0	0	0	0	0	10000	0	0	0	0
20195	苦工	KillNpc	0	1250	110	荐菊洞	2190	苦工	24	0	0	0	0	0	0	10000	0	0	0	0
20197	北马帮众	KillNpc	0	1250	110	荐菊洞	2191	北马帮众	24	0	0	0	0	0	0	10000	0	0	0	0
20198	盐帮帮众	KillNpc	0	1250	110	荐菊洞	2189	盐帮帮众	24	0	0	0	0	0	0	10000	0	0	0	0
20199	剑门守军	KillNpc	0	1250	111	剑门关	2186	剑门守军	24	0	0	0	0	0	0	10000	0	0	0	0
20201	黑水云骑兵	KillNpc	0	1250	111	剑门关	2188	黑水云骑兵	24	0	0	0	0	0	0	10000	0	0	0	0
20202	护关铁骑兵	KillNpc	0	1250	111	剑门关	2187	护关铁骑兵	24	0	0	0	0	0	0	10000	0	0	0	0
20203	护寺僧兵	KillNpc	0	1250	112	天龙寺	2199	护寺僧兵	24	0	0	0	0	0	0	10000	0	0	0	0
20205	乌蛮勇士	KillNpc	0	1250	112	天龙寺	2200	乌蛮勇士	24	0	0	0	0	0	0	10000	0	0	0	0
20206	西夏骑兵	KillNpc	0	1250	112	天龙寺	2198	西夏骑兵	24	0	0	0	0	0	0	10000	0	0	0	0
20207	江南义士	KillNpc	0	1250	113	帮源秘洞	2192	江南义士	24	0	0	0	0	0	0	10000	0	0	0	0
20209	东南义士	KillNpc	0	1250	113	帮源秘洞	2193	东南义士	24	0	0	0	0	0	0	10000	0	0	0	0
20210	江北义士	KillNpc	0	1250	113	帮源秘洞	2194	江北义士	24	0	0	0	0	0	0	10000	0	0	0	0
20211	鞑靼追兵	KillNpc	0	1250	114	敕勒川	2253	鞑靼追兵	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20212	金国骑兵	KillNpc	0	1250	114	敕勒川	2254	金国骑兵	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20213	拖雷部骑兵	KillNpc	0	1250	114	敕勒川	2255	拖雷部骑兵	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20214	大漠刀客	KillNpc	0	1250	114	敕勒川	2256	大漠刀客	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20215	西夏军士	KillNpc	0	1250	115	嘉峪关	2257	西夏军士	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20216	秘部士兵	KillNpc	0	1250	115	嘉峪关	2258	秘部士兵	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20217	嘉峪关守军	KillNpc	0	1250	115	嘉峪关	2259	嘉峪关守军	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20218	塞外嚎狼	KillNpc	0	1250	115	嘉峪关	2260	塞外嚎狼	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20219	华山叶猴	KillNpc	0	1250	116	华山	2261	华山叶猴	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20220	华山守军	KillNpc	0	1250	116	华山	2262	华山守军	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20221	异人剑客	KillNpc	0	1250	116	华山	2263	异人剑客	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20222	华山强贼	KillNpc	0	1250	116	华山	2264	华山强贼	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20223	浮游散兵	KillNpc	0	1250	117	蜀岗秘境	2265	浮游散兵	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20224	秘境矛手	KillNpc	0	1250	117	蜀岗秘境	2266	秘境矛手	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20225	江湖郎中	KillNpc	0	1250	117	蜀岗秘境	2267	江湖郎中	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20226	山猫	KillNpc	0	1250	117	蜀岗秘境	2268	山猫	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20227	毒童子	KillNpc	0	1250	118	丰都鬼城	2269	毒童子	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20228	鬼奴	KillNpc	0	1250	118	丰都鬼城	2270	鬼奴	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20229	鬼使	KillNpc	0	1250	118	丰都鬼城	2271	鬼使	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20230	埋骨兵	KillNpc	0	1250	118	丰都鬼城	2272	埋骨兵	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20231	黑苗猎手	KillNpc	0	1250	119	苗岭	2273	黑苗猎手	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20232	蛮女祭司	KillNpc	0	1250	119	苗岭	2274	蛮女祭司	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20233	白苗猎手	KillNpc	0	1250	119	苗岭	2275	白苗猎手	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20234	苗岭守军	KillNpc	0	1250	119	苗岭	2276	苗岭守军	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20235	长歌门仕子	KillNpc	0	1250	120	武夷山	2277	长歌门仕子	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20236	红衣喽罗	KillNpc	0	1250	120	武夷山	2278	红衣喽罗	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20237	紫衣喽罗	KillNpc	0	1250	120	武夷山	2279	紫衣喽罗	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20238	野生华南虎	KillNpc	0	1250	120	武夷山	2280	野生华南虎	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20239	武陵山守军	KillNpc	0	1250	121	武陵山	2281	武陵山守军	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20240	赤练王蛇	KillNpc	0	1250	121	武陵山	2282	赤练王蛇	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20241	彪霸看守	KillNpc	0	1250	121	武陵山	2283	彪霸看守	24	0	0	0	0	0	0	0	10000	10000	10000	10000
20242	草鬼婆	KillNpc	0	1250	121	武陵山	2284	草鬼婆	24	0	0	0	0	0	0	0	10000	10000	10000	10000
