Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	MagicName1	MagicLevel1	MagicName2	MagicLevel2	MagicName3	MagicLevel3	MagicName4	MagicLevel4	MagicName5	MagicLevel5	MagicName6	MagicLevel6	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval	FightPower
袖里箭	蓝装_弩唐袖里箭	3	23	2	2	11	1	\image\item\equip\rangeweapon\n_xiujian_301_s.spr	\image\item\equip\rangeweapon\n_xiujian_301.spr	17			2	300	1			2	0	equip	0	0	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																													addphysicsdamage_p	1	attackspeed_v	1																										
破甲箭	蓝装_弩唐破甲箭	3	23	2	2	12	2	\image\item\equip\rangeweapon\n_xiujian_302_s.spr	\image\item\equip\rangeweapon\n_xiujian_302.spr	17			2	1500	1			2	0	equip	0	0	weapondamagemin_v	25	25	-1	-1	0	0	weapondamagemax_v	30	30	-1	-1	0	0	weaponmagicmin_v	25	25	-1	-1	0	0	weaponmagicmax_v	30	30	-1	-1	0	0																																											5	20											4	staminareplenish_v	50	50																																													addphysicsdamage_p	1	attackspeed_v	2	attackratingenhance_v	1																								
飞鸿箭	蓝装_弩唐飞鸿箭	3	23	2	2	13	3	\image\item\equip\rangeweapon\n_xiujian_303_s.spr	\image\item\equip\rangeweapon\n_xiujian_303.spr	17			2	3000	1			2	0	equip	0	0	weapondamagemin_v	45	45	-1	-1	0	0	weapondamagemax_v	50	50	-1	-1	0	0	weaponmagicmin_v	45	45	-1	-1	0	0	weaponmagicmax_v	50	50	-1	-1	0	0																																											5	30											4	staminareplenish_v	50	50																																													addphysicsdamage_p	2	attackspeed_v	2	attackratingenhance_v	1																								
暗影箭	蓝装_弩唐暗影箭	3	23	2	2	14	4	\image\item\equip\rangeweapon\n_xiujian_304_s.spr	\image\item\equip\rangeweapon\n_xiujian_304.spr	17			2	10000	1			2	0	equip	0	0	weapondamagemin_v	65	65	-1	-1	0	0	weapondamagemax_v	70	70	-1	-1	0	0	weaponmagicmin_v	65	65	-1	-1	0	0	weaponmagicmax_v	70	70	-1	-1	0	0																																											5	40											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					addphysicsdamage_p	2	attackspeed_v	2	attackratingenhance_v	2	addpoisondamage_v	1																						
连珠箭	蓝装_弩唐连珠箭	3	23	2	2	15	5	\image\item\equip\rangeweapon\n_xiujian_305_s.spr	\image\item\equip\rangeweapon\n_xiujian_305.spr	17			2	20000	1			2	0	equip	0	0	weapondamagemin_v	85	85	-1	-1	0	0	weapondamagemax_v	90	90	-1	-1	0	0	weaponmagicmin_v	85	85	-1	-1	0	0	weaponmagicmax_v	90	90	-1	-1	0	0																																											5	50											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					addphysicsdamage_p	3	attackspeed_v	3	attackratingenhance_v	2	addpoisondamage_v	2																						
点唇箭	蓝装_弩唐点唇箭	3	23	2	2	16	6	\image\item\equip\rangeweapon\n_xiujian_306_s.spr	\image\item\equip\rangeweapon\n_xiujian_306.spr	17			2	30000	1	42000		2	0	equip	0	0	weapondamagemin_v	100	100	-1	-1	0	0	weapondamagemax_v	110	110	-1	-1	0	0	weaponmagicmin_v	100	100	-1	-1	0	0	weaponmagicmax_v	110	110	-1	-1	0	0																																											5	60											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					addphysicsdamage_p	4	attackspeed_v	3	attackratingenhance_v	3	addpoisondamage_v	2																						
诛心箭	蓝装_弩唐诛心箭	3	23	2	2	17	7	\image\item\equip\rangeweapon\n_xiujian_307_s.spr	\image\item\equip\rangeweapon\n_xiujian_307.spr	17			2	50000	1	73200		2	0	equip	0	0	weapondamagemin_v	120	120	-1	-1	0	0	weapondamagemax_v	130	130	-1	-1	0	0	weaponmagicmin_v	120	120	-1	-1	0	0	weaponmagicmax_v	130	130	-1	-1	0	0																																											5	70											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50					10	weaponbasedamagetrim	300	300					12	deadlystrikedamageenhance_p	50	50																					addphysicsdamage_p	4	attackspeed_v	4	attackratingenhance_v	4	addpoisondamage_v	3																						
含沙射影	蓝装_弩唐含沙射影	3	23	2	2	18	8	\image\item\equip\rangeweapon\n_xiujian_308_s.spr	\image\item\equip\rangeweapon\n_xiujian_308.spr	17			2	80000	1	120000		2	0	equip	0	0	weapondamagemin_v	140	140	-1	-1	0	0	weapondamagemax_v	150	150	-1	-1	0	0	weaponmagicmin_v	140	140	-1	-1	0	0	weaponmagicmax_v	150	150	-1	-1	0	0																																											5	80											4	staminareplenish_v	55	55					8	deadlystrikeenhance_r	55	55					10	weaponbasedamagetrim	310	310					12	deadlystrikedamageenhance_p	55	55																					addphysicsdamage_p	5	attackspeed_v	4	attackratingenhance_v	4	addpoisondamage_v	4																						
七星透骨	蓝装_弩唐七星透骨	3	23	2	2	19	9	\image\item\equip\rangeweapon\n_xiujian_309_s.spr	\image\item\equip\rangeweapon\n_xiujian_309.spr	17			2	100000	1	162000		2	0	equip	0	0	weapondamagemin_v	160	160	-1	-1	0	0	weapondamagemax_v	170	170	-1	-1	0	0	weaponmagicmin_v	160	160	-1	-1	0	0	weaponmagicmax_v	170	170	-1	-1	0	0																																											5	90											4	staminareplenish_v	60	60					8	deadlystrikeenhance_r	60	60					10	weaponbasedamagetrim	320	320					12	deadlystrikedamageenhance_p	60	60					14	skilldamageptrim	15	15													addphysicsdamage_p	5	attackspeed_v	5	attackratingenhance_v	5	addpoisondamage_v	4																						
天外飞仙	蓝装_弩唐天外飞仙	3	23	2	2	20	10	\image\item\equip\rangeweapon\n_xiujian_310_s.spr	\image\item\equip\rangeweapon\n_xiujian_310.spr	17			2	200000	1	300000		2	0	equip	0	0	weapondamagemin_v	190	190	-1	-1	0	0	weapondamagemax_v	200	200	-1	-1	0	0	weaponmagicmin_v	190	190	-1	-1	0	0	weaponmagicmax_v	200	200	-1	-1	0	0																																											5	100											4	staminareplenish_v	65	65					8	deadlystrikeenhance_r	65	65					10	weaponbasedamagetrim	350	350					12	deadlystrikedamageenhance_p	65	65					14	skilldamageptrim	20	20					16	allskill_v	1	1	1	1			addphysicsdamage_p	6	attackspeed_v	6	attackratingenhance_v	5	addpoisondamage_v	5																						
飞刀	紫装PVE_刀唐飞刀	4	22	2	2	21	1	\image\item\equip\rangeweapon\n_feidao_201_s.spr	\image\item\equip\rangeweapon\n_feidao_201.spr	16			2	1800	1			2	0	equip	0	0	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																													addphysicsdamage_p	2	attackspeed_v	1	attackratingenhance_v	1																								
铁翼刀	紫装PVE_刀唐铁翼刀	4	22	2	2	22	2	\image\item\equip\rangeweapon\n_feidao_202_s.spr	\image\item\equip\rangeweapon\n_feidao_202.spr	16			2	5000	1			2	0	equip	0	0	weapondamagemin_v	25	25	-1	-1	0	0	weapondamagemax_v	30	30	-1	-1	0	0	weaponmagicmin_v	25	25	-1	-1	0	0	weaponmagicmax_v	30	30	-1	-1	0	0																																											5	20											4	staminareplenish_v	50	50																																													addphysicsdamage_p	2	attackspeed_v	2	attackratingenhance_v	2																								
破风刀	紫装PVE_刀唐破风刀	4	22	2	2	23	3	\image\item\equip\rangeweapon\n_feidao_203_s.spr	\image\item\equip\rangeweapon\n_feidao_203.spr	16			2	13000	1			2	0	equip	0	0	weapondamagemin_v	45	45	-1	-1	0	0	weapondamagemax_v	50	50	-1	-1	0	0	weaponmagicmin_v	45	45	-1	-1	0	0	weaponmagicmax_v	50	50	-1	-1	0	0																																											5	30											4	staminareplenish_v	50	50																																													addphysicsdamage_p	3	attackspeed_v	2	attackratingenhance_v	2	addpoisondamage_v	1																						
浮空刀	紫装PVE_刀唐浮空刀	4	22	2	2	24	4	\image\item\equip\rangeweapon\n_feidao_204_s.spr	\image\item\equip\rangeweapon\n_feidao_204.spr	16			2	30000	1			2	0	equip	0	0	weapondamagemin_v	65	65	-1	-1	0	0	weapondamagemax_v	70	70	-1	-1	0	0	weaponmagicmin_v	65	65	-1	-1	0	0	weaponmagicmax_v	70	70	-1	-1	0	0																																											5	40											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					addphysicsdamage_p	3	attackspeed_v	3	attackratingenhance_v	3	addpoisondamage_v	2	damage_light_resist	2																				
定军刀	紫装PVE_刀唐定军刀	4	22	2	2	25	5	\image\item\equip\rangeweapon\n_feidao_205_s.spr	\image\item\equip\rangeweapon\n_feidao_205.spr	16			2	50000	1			2	0	equip	0	0	weapondamagemin_v	85	85	-1	-1	0	0	weapondamagemax_v	90	90	-1	-1	0	0	weaponmagicmin_v	85	85	-1	-1	0	0	weaponmagicmax_v	90	90	-1	-1	0	0																																											5	50											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					addphysicsdamage_p	4	attackspeed_v	3	attackratingenhance_v	3	addpoisondamage_v	3	damage_light_resist	2																				
狼吻刀	紫装PVE_刀唐狼吻刀	4	22	2	2	26	6	\image\item\equip\rangeweapon\n_feidao_206_s.spr	\image\item\equip\rangeweapon\n_feidao_206.spr	16			2	100000	1	42000		2	0	equip	0	0	weapondamagemin_v	100	100	-1	-1	0	0	weapondamagemax_v	110	110	-1	-1	0	0	weaponmagicmin_v	100	100	-1	-1	0	0	weaponmagicmax_v	110	110	-1	-1	0	0																																											5	60											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					addphysicsdamage_p	5	attackspeed_v	4	attackratingenhance_v	4	addpoisondamage_v	4	damage_light_resist	3																				
抹喉刀	紫装PVE_刀唐抹喉刀	4	22	2	2	27	7	\image\item\equip\rangeweapon\n_feidao_207_s.spr	\image\item\equip\rangeweapon\n_feidao_207.spr	16			2	180000	1	73200		2	0	equip	0	0	weapondamagemin_v	120	120	-1	-1	0	0	weapondamagemax_v	130	130	-1	-1	0	0	weaponmagicmin_v	120	120	-1	-1	0	0	weaponmagicmax_v	130	130	-1	-1	0	0																																											5	70											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50					10	weaponbasedamagetrim	300	300					12	deadlystrikedamageenhance_p	50	50																					addphysicsdamage_p	5	attackspeed_v	5	attackratingenhance_v	5	addpoisondamage_v	5	damage_light_resist	3																				
光链刀	紫装PVE_刀唐光链刀	4	22	2	2	28	8	\image\item\equip\rangeweapon\n_feidao_208_s.spr	\image\item\equip\rangeweapon\n_feidao_208.spr	16			2	270000	1	120000		2	0	equip	0	0	weapondamagemin_v	140	140	-1	-1	0	0	weapondamagemax_v	150	150	-1	-1	0	0	weaponmagicmin_v	140	140	-1	-1	0	0	weaponmagicmax_v	150	150	-1	-1	0	0																																											5	80											4	staminareplenish_v	55	55					8	deadlystrikeenhance_r	55	55					10	weaponbasedamagetrim	310	310					12	deadlystrikedamageenhance_p	55	55																					addphysicsdamage_p	6	attackspeed_v	5	attackratingenhance_v	5	addpoisondamage_v	6	damage_light_resist	4																				
绝影刀	紫装PVE_刀唐绝影刀	4	22	2	2	29	9	\image\item\equip\rangeweapon\n_feidao_209_s.spr	\image\item\equip\rangeweapon\n_feidao_209.spr	16			2	400000	1	162000		2	0	equip	0	0	weapondamagemin_v	160	160	-1	-1	0	0	weapondamagemax_v	170	170	-1	-1	0	0	weaponmagicmin_v	160	160	-1	-1	0	0	weaponmagicmax_v	170	170	-1	-1	0	0																																											5	90											4	staminareplenish_v	60	60					8	deadlystrikeenhance_r	60	60					10	weaponbasedamagetrim	320	320					12	deadlystrikedamageenhance_p	60	60					14	skilldamageptrim	15	15													addphysicsdamage_p	6	attackspeed_v	6	attackratingenhance_v	6	addpoisondamage_v	6	damage_light_resist	5																				
龙行刀	紫装PVE_刀唐龙行刀	4	22	2	2	30	10	\image\item\equip\rangeweapon\n_feidao_210_s.spr	\image\item\equip\rangeweapon\n_feidao_210.spr	16			2	680000	1	300000		2	0	equip	0	0	weapondamagemin_v	190	190	-1	-1	0	0	weapondamagemax_v	200	200	-1	-1	0	0	weaponmagicmin_v	190	190	-1	-1	0	0	weaponmagicmax_v	200	200	-1	-1	0	0																																											5	100											4	staminareplenish_v	65	65					8	deadlystrikeenhance_r	65	65					10	weaponbasedamagetrim	350	350					12	deadlystrikedamageenhance_p	65	65					14	skilldamageptrim	20	20					16	allskill_v	1	1	1	1			addphysicsdamage_p	7	attackspeed_v	7	attackratingenhance_v	6	addpoisondamage_v	7	damage_light_resist	5																				
袖里箭	紫装PVE_弩唐袖里箭	4	23	2	2	31	1	\image\item\equip\rangeweapon\n_xiujian_301_s.spr	\image\item\equip\rangeweapon\n_xiujian_301.spr	17			2	1800	1			2	0	equip	0	0	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																													addphysicsdamage_p	2	attackspeed_v	1	attackratingenhance_v	1																								
破甲箭	紫装PVE_弩唐破甲箭	4	23	2	2	32	2	\image\item\equip\rangeweapon\n_xiujian_302_s.spr	\image\item\equip\rangeweapon\n_xiujian_302.spr	17			2	5000	1			2	0	equip	0	0	weapondamagemin_v	25	25	-1	-1	0	0	weapondamagemax_v	30	30	-1	-1	0	0	weaponmagicmin_v	25	25	-1	-1	0	0	weaponmagicmax_v	30	30	-1	-1	0	0																																											5	20											4	staminareplenish_v	50	50																																													addphysicsdamage_p	2	attackspeed_v	2	attackratingenhance_v	2																								
飞鸿箭	紫装PVE_弩唐飞鸿箭	4	23	2	2	33	3	\image\item\equip\rangeweapon\n_xiujian_303_s.spr	\image\item\equip\rangeweapon\n_xiujian_303.spr	17			2	13000	1			2	0	equip	0	0	weapondamagemin_v	45	45	-1	-1	0	0	weapondamagemax_v	50	50	-1	-1	0	0	weaponmagicmin_v	45	45	-1	-1	0	0	weaponmagicmax_v	50	50	-1	-1	0	0																																											5	30											4	staminareplenish_v	50	50																																													addphysicsdamage_p	3	attackspeed_v	2	attackratingenhance_v	2	addpoisondamage_v	1																						
