Name	RefineId	Index	ProduceGenre	ProduceDetail	ProduceParti	ProduceLevel	Faction	AttRoute	Sex	EquipGenre	EquipDetail	EquipParti	EquipLevel	Fee
橙色逍遥套装_木系外功女手镯	1	32	4	10	8	10	-1	-1	-1	2	10	646	10	10000
蓝色逍遥套装_木系内功男护腕	1	33	4	10	17	10	-1	-1	-1	2	10	32	10	10000
紫色逍遥套装_木系内功男护腕	1	34	4	10	13	10	-1	-1	-1	2	10	132	10	10000
紫色逍遥套装_木系内功男护腕	1	35	4	10	13	10	-1	-1	-1	2	10	232	10	10000
橙色逍遥套装_木系内功男护腕	1	36	4	10	9	10	-1	-1	-1	2	10	332	10	10000
橙色逍遥套装_木系内功男护腕	1	37	4	10	9	10	-1	-1	-1	2	10	432	10	10000
蓝色逍遥套装_木系内功男护腕	1	38	4	10	17	10	-1	-1	-1	2	10	520	10	10000
紫色逍遥套装_木系内功男护腕	1	39	4	10	13	10	-1	-1	-1	2	10	580	10	10000
橙色逍遥套装_木系内功男护腕	1	40	4	10	9	10	-1	-1	-1	2	10	640	10	10000
蓝色逍遥套装_木系内功女手镯	1	41	4	10	18	10	-1	-1	-1	2	10	42	10	10000
紫色逍遥套装_木系内功女手镯	1	42	4	10	14	10	-1	-1	-1	2	10	142	10	10000
紫色逍遥套装_木系内功女手镯	1	43	4	10	14	10	-1	-1	-1	2	10	242	10	10000
橙色逍遥套装_木系内功女手镯	1	44	4	10	10	10	-1	-1	-1	2	10	342	10	10000
橙色逍遥套装_木系内功女手镯	1	45	4	10	10	10	-1	-1	-1	2	10	442	10	10000
蓝色逍遥套装_木系内功女手镯	1	46	4	10	18	10	-1	-1	-1	2	10	526	10	10000
紫色逍遥套装_木系内功女手镯	1	47	4	10	14	10	-1	-1	-1	2	10	586	10	10000
橙色逍遥套装_木系内功女手镯	1	48	4	10	10	10	-1	-1	-1	2	10	646	10	10000
蓝色逍遥套装_水系外功男护腕	1	49	4	10	27	10	-1	-1	-1	2	10	52	10	10000
紫色逍遥套装_水系外功男护腕	1	50	4	10	23	10	-1	-1	-1	2	10	152	10	10000
紫色逍遥套装_水系外功男护腕	1	51	4	10	23	10	-1	-1	-1	2	10	252	10	10000
橙色逍遥套装_水系外功男护腕	1	52	4	10	19	10	-1	-1	-1	2	10	352	10	10000
橙色逍遥套装_水系外功男护腕	1	53	4	10	19	10	-1	-1	-1	2	10	452	10	10000
蓝色逍遥套装_水系外功男护腕	1	54	4	10	27	10	-1	-1	-1	2	10	532	10	10000
紫色逍遥套装_水系外功男护腕	1	55	4	10	23	10	-1	-1	-1	2	10	592	10	10000
橙色逍遥套装_水系外功男护腕	1	56	4	10	19	10	-1	-1	-1	2	10	652	10	10000
蓝色逍遥套装_水系外功女手镯	1	57	4	10	28	10	-1	-1	-1	2	10	62	10	10000
紫色逍遥套装_水系外功女手镯	1	58	4	10	24	10	-1	-1	-1	2	10	162	10	10000
紫色逍遥套装_水系外功女手镯	1	59	4	10	24	10	-1	-1	-1	2	10	262	10	10000
橙色逍遥套装_水系外功女手镯	1	60	4	10	20	10	-1	-1	-1	2	10	362	10	10000
橙色逍遥套装_水系外功女手镯	1	61	4	10	20	10	-1	-1	-1	2	10	462	10	10000
蓝色逍遥套装_水系外功女手镯	1	62	4	10	28	10	-1	-1	-1	2	10	538	10	10000
紫色逍遥套装_水系外功女手镯	1	63	4	10	24	10	-1	-1	-1	2	10	598	10	10000
橙色逍遥套装_水系外功女手镯	1	64	4	10	20	10	-1	-1	-1	2	10	658	10	10000
蓝色逍遥套装_水系内功男护腕	1	65	4	10	29	10	-1	-1	-1	2	10	52	10	10000
紫色逍遥套装_水系内功男护腕	1	66	4	10	25	10	-1	-1	-1	2	10	152	10	10000
紫色逍遥套装_水系内功男护腕	1	67	4	10	25	10	-1	-1	-1	2	10	252	10	10000
橙色逍遥套装_水系内功男护腕	1	68	4	10	21	10	-1	-1	-1	2	10	352	10	10000
橙色逍遥套装_水系内功男护腕	1	69	4	10	21	10	-1	-1	-1	2	10	452	10	10000
蓝色逍遥套装_水系内功男护腕	1	70	4	10	29	10	-1	-1	-1	2	10	532	10	10000
紫色逍遥套装_水系内功男护腕	1	71	4	10	25	10	-1	-1	-1	2	10	592	10	10000
橙色逍遥套装_水系内功男护腕	1	72	4	10	21	10	-1	-1	-1	2	10	652	10	10000
蓝色逍遥套装_水系内功女手镯	1	73	4	10	30	10	-1	-1	-1	2	10	62	10	10000
紫色逍遥套装_水系内功女手镯	1	74	4	10	26	10	-1	-1	-1	2	10	162	10	10000
紫色逍遥套装_水系内功女手镯	1	75	4	10	26	10	-1	-1	-1	2	10	262	10	10000
橙色逍遥套装_水系内功女手镯	1	76	4	10	22	10	-1	-1	-1	2	10	362	10	10000
橙色逍遥套装_水系内功女手镯	1	77	4	10	22	10	-1	-1	-1	2	10	462	10	10000
蓝色逍遥套装_水系内功女手镯	1	78	4	10	30	10	-1	-1	-1	2	10	538	10	10000
紫色逍遥套装_水系内功女手镯	1	79	4	10	26	10	-1	-1	-1	2	10	598	10	10000
橙色逍遥套装_水系内功女手镯	1	80	4	10	22	10	-1	-1	-1	2	10	658	10	10000
蓝色逍遥套装_火系外功男护腕	1	81	4	10	39	10	-1	-1	-1	2	10	72	10	10000
紫色逍遥套装_火系外功男护腕	1	82	4	10	35	10	-1	-1	-1	2	10	172	10	10000
紫色逍遥套装_火系外功男护腕	1	83	4	10	35	10	-1	-1	-1	2	10	272	10	10000
橙色逍遥套装_火系外功男护腕	1	84	4	10	31	10	-1	-1	-1	2	10	372	10	10000
橙色逍遥套装_火系外功男护腕	1	85	4	10	31	10	-1	-1	-1	2	10	472	10	10000
蓝色逍遥套装_火系外功男护腕	1	86	4	10	39	10	-1	-1	-1	2	10	544	10	10000
紫色逍遥套装_火系外功男护腕	1	87	4	10	35	10	-1	-1	-1	2	10	604	10	10000
橙色逍遥套装_火系外功男护腕	1	88	4	10	31	10	-1	-1	-1	2	10	664	10	10000
蓝色逍遥套装_火系外功女手镯	1	89	4	10	40	10	-1	-1	-1	2	10	82	10	10000
紫色逍遥套装_火系外功女手镯	1	90	4	10	36	10	-1	-1	-1	2	10	182	10	10000
紫色逍遥套装_火系外功女手镯	1	91	4	10	36	10	-1	-1	-1	2	10	282	10	10000
橙色逍遥套装_火系外功女手镯	1	92	4	10	32	10	-1	-1	-1	2	10	382	10	10000
橙色逍遥套装_火系外功女手镯	1	93	4	10	32	10	-1	-1	-1	2	10	482	10	10000
蓝色逍遥套装_火系外功女手镯	1	94	4	10	40	10	-1	-1	-1	2	10	550	10	10000
紫色逍遥套装_火系外功女手镯	1	95	4	10	36	10	-1	-1	-1	2	10	610	10	10000
橙色逍遥套装_火系外功女手镯	1	96	4	10	32	10	-1	-1	-1	2	10	670	10	10000
蓝色逍遥套装_火系内功男护腕	1	97	4	10	41	10	-1	-1	-1	2	10	72	10	10000
紫色逍遥套装_火系内功男护腕	1	98	4	10	37	10	-1	-1	-1	2	10	172	10	10000
紫色逍遥套装_火系内功男护腕	1	99	4	10	37	10	-1	-1	-1	2	10	272	10	10000
橙色逍遥套装_火系内功男护腕	1	100	4	10	33	10	-1	-1	-1	2	10	372	10	10000
橙色逍遥套装_火系内功男护腕	1	101	4	10	33	10	-1	-1	-1	2	10	472	10	10000
蓝色逍遥套装_火系内功男护腕	1	102	4	10	41	10	-1	-1	-1	2	10	544	10	10000
紫色逍遥套装_火系内功男护腕	1	103	4	10	37	10	-1	-1	-1	2	10	604	10	10000
橙色逍遥套装_火系内功男护腕	1	104	4	10	33	10	-1	-1	-1	2	10	664	10	10000
蓝色逍遥套装_火系内功女手镯	1	105	4	10	42	10	-1	-1	-1	2	10	82	10	10000
紫色逍遥套装_火系内功女手镯	1	106	4	10	38	10	-1	-1	-1	2	10	182	10	10000
紫色逍遥套装_火系内功女手镯	1	107	4	10	38	10	-1	-1	-1	2	10	282	10	10000
橙色逍遥套装_火系内功女手镯	1	108	4	10	34	10	-1	-1	-1	2	10	382	10	10000
橙色逍遥套装_火系内功女手镯	1	109	4	10	34	10	-1	-1	-1	2	10	482	10	10000
蓝色逍遥套装_火系内功女手镯	1	110	4	10	42	10	-1	-1	-1	2	10	550	10	10000
紫色逍遥套装_火系内功女手镯	1	111	4	10	38	10	-1	-1	-1	2	10	610	10	10000
橙色逍遥套装_火系内功女手镯	1	112	4	10	34	10	-1	-1	-1	2	10	670	10	10000
蓝色逍遥套装_土系外功男护腕	1	113	4	10	51	10	-1	-1	-1	2	10	92	10	10000
紫色逍遥套装_土系外功男护腕	1	114	4	10	47	10	-1	-1	-1	2	10	192	10	10000
紫色逍遥套装_土系外功男护腕	1	115	4	10	47	10	-1	-1	-1	2	10	292	10	10000
橙色逍遥套装_土系外功男护腕	1	116	4	10	43	10	-1	-1	-1	2	10	392	10	10000
橙色逍遥套装_土系外功男护腕	1	117	4	10	43	10	-1	-1	-1	2	10	492	10	10000
蓝色逍遥套装_土系外功男护腕	1	118	4	10	51	10	-1	-1	-1	2	10	556	10	10000
紫色逍遥套装_土系外功男护腕	1	119	4	10	47	10	-1	-1	-1	2	10	616	10	10000
橙色逍遥套装_土系外功男护腕	1	120	4	10	43	10	-1	-1	-1	2	10	676	10	10000
蓝色逍遥套装_土系外功女手镯	1	121	4	10	52	10	-1	-1	-1	2	10	102	10	10000
紫色逍遥套装_土系外功女手镯	1	122	4	10	48	10	-1	-1	-1	2	10	202	10	10000
紫色逍遥套装_土系外功女手镯	1	123	4	10	48	10	-1	-1	-1	2	10	302	10	10000
橙色逍遥套装_土系外功女手镯	1	124	4	10	44	10	-1	-1	-1	2	10	402	10	10000
橙色逍遥套装_土系外功女手镯	1	125	4	10	44	10	-1	-1	-1	2	10	502	10	10000
蓝色逍遥套装_土系外功女手镯	1	126	4	10	52	10	-1	-1	-1	2	10	562	10	10000
紫色逍遥套装_土系外功女手镯	1	127	4	10	48	10	-1	-1	-1	2	10	622	10	10000
橙色逍遥套装_土系外功女手镯	1	128	4	10	44	10	-1	-1	-1	2	10	682	10	10000
蓝色逍遥套装_土系内功男护腕	1	129	4	10	53	10	-1	-1	-1	2	10	92	10	10000
紫色逍遥套装_土系内功男护腕	1	130	4	10	49	10	-1	-1	-1	2	10	192	10	10000
紫色逍遥套装_土系内功男护腕	1	131	4	10	49	10	-1	-1	-1	2	10	292	10	10000
橙色逍遥套装_土系内功男护腕	1	132	4	10	45	10	-1	-1	-1	2	10	392	10	10000
橙色逍遥套装_土系内功男护腕	1	133	4	10	45	10	-1	-1	-1	2	10	492	10	10000
蓝色逍遥套装_土系内功男护腕	1	134	4	10	53	10	-1	-1	-1	2	10	556	10	10000
紫色逍遥套装_土系内功男护腕	1	135	4	10	49	10	-1	-1	-1	2	10	616	10	10000
橙色逍遥套装_土系内功男护腕	1	136	4	10	45	10	-1	-1	-1	2	10	676	10	10000
蓝色逍遥套装_土系内功女手镯	1	137	4	10	54	10	-1	-1	-1	2	10	102	10	10000
紫色逍遥套装_土系内功女手镯	1	138	4	10	50	10	-1	-1	-1	2	10	202	10	10000
紫色逍遥套装_土系内功女手镯	1	139	4	10	50	10	-1	-1	-1	2	10	302	10	10000
橙色逍遥套装_土系内功女手镯	1	140	4	10	46	10	-1	-1	-1	2	10	402	10	10000
橙色逍遥套装_土系内功女手镯	1	141	4	10	46	10	-1	-1	-1	2	10	502	10	10000
蓝色逍遥套装_土系内功女手镯	1	142	4	10	54	10	-1	-1	-1	2	10	562	10	10000
紫色逍遥套装_土系内功女手镯	1	143	4	10	50	10	-1	-1	-1	2	10	622	10	10000
橙色逍遥套装_土系内功女手镯	1	144	4	10	46	10	-1	-1	-1	2	10	682	10	10000
蓝色逍遥套装_金系内功男护腕	1	145	4	10	439	10	-1	-1	-1	2	10	12	10	10000
紫色逍遥套装_金系内功男护腕	1	146	4	10	437	10	-1	-1	-1	2	10	112	10	10000
紫色逍遥套装_金系内功男护腕	1	147	4	10	437	10	-1	-1	-1	2	10	212	10	10000
橙色逍遥套装_金系内功男护腕	1	148	4	10	435	10	-1	-1	-1	2	10	312	10	10000
橙色逍遥套装_金系内功男护腕	1	149	4	10	435	10	-1	-1	-1	2	10	412	10	10000
蓝色逍遥套装_金系内功男护腕	1	150	4	10	439	10	-1	-1	-1	2	10	508	10	10000
紫色逍遥套装_金系内功男护腕	1	151	4	10	437	10	-1	-1	-1	2	10	568	10	10000
橙色逍遥套装_金系内功男护腕	1	152	4	10	435	10	-1	-1	-1	2	10	628	10	10000
蓝色逍遥套装_金系内功女手镯	1	153	4	10	440	10	-1	-1	-1	2	10	22	10	10000
紫色逍遥套装_金系内功女手镯	1	154	4	10	438	10	-1	-1	-1	2	10	122	10	10000
紫色逍遥套装_金系内功女手镯	1	155	4	10	438	10	-1	-1	-1	2	10	222	10	10000
橙色逍遥套装_金系内功女手镯	1	156	4	10	436	10	-1	-1	-1	2	10	322	10	10000
橙色逍遥套装_金系内功女手镯	1	157	4	10	436	10	-1	-1	-1	2	10	422	10	10000
蓝色逍遥套装_金系内功女手镯	1	158	4	10	440	10	-1	-1	-1	2	10	514	10	10000
紫色逍遥套装_金系内功女手镯	1	159	4	10	438	10	-1	-1	-1	2	10	574	10	10000
橙色逍遥套装_金系内功女手镯	1	160	4	10	436	10	-1	-1	-1	2	10	634	10	10000
白银逍遥套装_金系外功男护腕	1	161	4	10	441	10	-1	-1	-1	2	10	703	10	10000
白银逍遥套装_金系外功女手镯	1	162	4	10	442	10	-1	-1	-1	2	10	704	10	10000
白银逍遥套装_金系内功男护腕	1	163	4	10	443	10	-1	-1	-1	2	10	703	10	10000
白银逍遥套装_金系内功女手镯	1	164	4	10	444	10	-1	-1	-1	2	10	704	10	10000
白银逍遥套装_木系外功男护腕	1	165	4	10	445	10	-1	-1	-1	2	10	705	10	10000
白银逍遥套装_木系外功女手镯	1	166	4	10	446	10	-1	-1	-1	2	10	706	10	10000
白银逍遥套装_木系内功男护腕	1	167	4	10	447	10	-1	-1	-1	2	10	705	10	10000
白银逍遥套装_木系内功女手镯	1	168	4	10	448	10	-1	-1	-1	2	10	706	10	10000
白银逍遥套装_水系外功男护腕	1	169	4	10	449	10	-1	-1	-1	2	10	707	10	10000
白银逍遥套装_水系外功女手镯	1	170	4	10	450	10	-1	-1	-1	2	10	708	10	10000
白银逍遥套装_水系内功男护腕	1	171	4	10	451	10	-1	-1	-1	2	10	707	10	10000
白银逍遥套装_水系内功女手镯	1	172	4	10	452	10	-1	-1	-1	2	10	708	10	10000
白银逍遥套装_火系外功男护腕	1	173	4	10	453	10	-1	-1	-1	2	10	709	10	10000
白银逍遥套装_火系外功女手镯	1	174	4	10	454	10	-1	-1	-1	2	10	710	10	10000
白银逍遥套装_火系内功男护腕	1	175	4	10	455	10	-1	-1	-1	2	10	709	10	10000
白银逍遥套装_火系内功女手镯	1	176	4	10	456	10	-1	-1	-1	2	10	710	10	10000
白银逍遥套装_土系外功男护腕	1	177	4	10	457	10	-1	-1	-1	2	10	711	10	10000
白银逍遥套装_土系外功女手镯	1	178	4	10	458	10	-1	-1	-1	2	10	712	10	10000
白银逍遥套装_土系内功男护腕	1	179	4	10	459	10	-1	-1	-1	2	10	711	10	10000
白银逍遥套装_土系内功女手镯	1	180	4	10	460	10	-1	-1	-1	2	10	712	10	10000
黄金逍遥套装_金系外功男护腕	1	181	4	10	461	10	-1	-1	-1	2	10	713	10	10000
黄金逍遥套装_金系外功女手镯	1	182	4	10	462	10	-1	-1	-1	2	10	714	10	10000
黄金逍遥套装_金系内功男护腕	1	183	4	10	463	10	-1	-1	-1	2	10	713	10	10000
黄金逍遥套装_金系内功女手镯	1	184	4	10	464	10	-1	-1	-1	2	10	714	10	10000
黄金逍遥套装_木系外功男护腕	1	185	4	10	465	10	-1	-1	-1	2	10	715	10	10000
黄金逍遥套装_木系外功女手镯	1	186	4	10	466	10	-1	-1	-1	2	10	716	10	10000
黄金逍遥套装_木系内功男护腕	1	187	4	10	467	10	-1	-1	-1	2	10	715	10	10000
黄金逍遥套装_木系内功女手镯	1	188	4	10	468	10	-1	-1	-1	2	10	716	10	10000
黄金逍遥套装_水系外功男护腕	1	189	4	10	469	10	-1	-1	-1	2	10	717	10	10000
黄金逍遥套装_水系外功女手镯	1	190	4	10	470	10	-1	-1	-1	2	10	718	10	10000
黄金逍遥套装_水系内功男护腕	1	191	4	10	471	10	-1	-1	-1	2	10	717	10	10000
黄金逍遥套装_水系内功女手镯	1	192	4	10	472	10	-1	-1	-1	2	10	718	10	10000
黄金逍遥套装_火系外功男护腕	1	193	4	10	473	10	-1	-1	-1	2	10	719	10	10000
黄金逍遥套装_火系外功女手镯	1	194	4	10	474	10	-1	-1	-1	2	10	720	10	10000
黄金逍遥套装_火系内功男护腕	1	195	4	10	475	10	-1	-1	-1	2	10	719	10	10000
黄金逍遥套装_火系内功女手镯	1	196	4	10	476	10	-1	-1	-1	2	10	720	10	10000
黄金逍遥套装_土系外功男护腕	1	197	4	10	477	10	-1	-1	-1	2	10	721	10	10000
黄金逍遥套装_土系外功女手镯	1	198	4	10	478	10	-1	-1	-1	2	10	722	10	10000
黄金逍遥套装_土系内功男护腕	1	199	4	10	479	10	-1	-1	-1	2	10	721	10	10000
黄金逍遥套装_土系内功女手镯	1	200	4	10	480	10	-1	-1	-1	2	10	722	10	10000
蓝色逍遥套装_金系男玉佩	2	1	4	11	5	10	-1	-1	-1	2	11	10	10	10000
紫色逍遥套装_金系男玉佩	2	2	4	11	3	10	-1	-1	-1	2	11	110	10	10000
紫色逍遥套装_金系男玉佩	2	3	4	11	3	10	-1	-1	-1	2	11	210	10	10000
橙色逍遥套装_金系男玉佩	2	4	4	11	1	10	-1	-1	-1	2	11	310	10	10000
橙色逍遥套装_金系男玉佩	2	5	4	11	1	10	-1	-1	-1	2	11	410	10	10000
蓝色逍遥套装_金系男玉佩	2	6	4	11	5	10	-1	-1	-1	2	11	507	10	10000
紫色逍遥套装_金系男玉佩	2	7	4	11	3	10	-1	-1	-1	2	11	577	10	10000
橙色逍遥套装_金系男玉佩	2	8	4	11	1	10	-1	-1	-1	2	11	647	10	10000
蓝色逍遥套装_金系女香囊	2	9	4	11	6	10	-1	-1	-1	2	11	20	10	10000
紫色逍遥套装_金系女香囊	2	10	4	11	4	10	-1	-1	-1	2	11	120	10	10000
紫色逍遥套装_金系女香囊	2	11	4	11	4	10	-1	-1	-1	2	11	220	10	10000
橙色逍遥套装_金系女香囊	2	12	4	11	2	10	-1	-1	-1	2	11	320	10	10000
橙色逍遥套装_金系女香囊	2	13	4	11	2	10	-1	-1	-1	2	11	420	10	10000
蓝色逍遥套装_金系女香囊	2	14	4	11	6	10	-1	-1	-1	2	11	514	10	10000
紫色逍遥套装_金系女香囊	2	15	4	11	4	10	-1	-1	-1	2	11	584	10	10000
橙色逍遥套装_金系女香囊	2	16	4	11	2	10	-1	-1	-1	2	11	654	10	10000
蓝色逍遥套装_木系男玉佩	2	17	4	11	11	10	-1	-1	-1	2	11	30	10	10000
紫色逍遥套装_木系男玉佩	2	18	4	11	9	10	-1	-1	-1	2	11	130	10	10000
紫色逍遥套装_木系男玉佩	2	19	4	11	9	10	-1	-1	-1	2	11	230	10	10000
橙色逍遥套装_木系男玉佩	2	20	4	11	7	10	-1	-1	-1	2	11	330	10	10000
橙色逍遥套装_木系男玉佩	2	21	4	11	7	10	-1	-1	-1	2	11	430	10	10000
蓝色逍遥套装_木系男玉佩	2	22	4	11	11	10	-1	-1	-1	2	11	521	10	10000
紫色逍遥套装_木系男玉佩	2	23	4	11	9	10	-1	-1	-1	2	11	591	10	10000
橙色逍遥套装_木系男玉佩	2	24	4	11	7	10	-1	-1	-1	2	11	661	10	10000
蓝色逍遥套装_木系女香囊	2	25	4	11	12	10	-1	-1	-1	2	11	40	10	10000
紫色逍遥套装_木系女香囊	2	26	4	11	10	10	-1	-1	-1	2	11	140	10	10000
紫色逍遥套装_木系女香囊	2	27	4	11	10	10	-1	-1	-1	2	11	240	10	10000
橙色逍遥套装_木系女香囊	2	28	4	11	8	10	-1	-1	-1	2	11	340	10	10000
橙色逍遥套装_木系女香囊	2	29	4	11	8	10	-1	-1	-1	2	11	440	10	10000
蓝色逍遥套装_木系女香囊	2	30	4	11	12	10	-1	-1	-1	2	11	528	10	10000
紫色逍遥套装_木系女香囊	2	31	4	11	10	10	-1	-1	-1	2	11	598	10	10000
橙色逍遥套装_木系女香囊	2	32	4	11	8	10	-1	-1	-1	2	11	668	10	10000
蓝色逍遥套装_水系男玉佩	2	33	4	11	17	10	-1	-1	-1	2	11	50	10	10000
紫色逍遥套装_水系男玉佩	2	34	4	11	15	10	-1	-1	-1	2	11	150	10	10000
紫色逍遥套装_水系男玉佩	2	35	4	11	15	10	-1	-1	-1	2	11	250	10	10000
橙色逍遥套装_水系男玉佩	2	36	4	11	13	10	-1	-1	-1	2	11	350	10	10000
橙色逍遥套装_水系男玉佩	2	37	4	11	13	10	-1	-1	-1	2	11	450	10	10000
蓝色逍遥套装_水系男玉佩	2	38	4	11	17	10	-1	-1	-1	2	11	535	10	10000
紫色逍遥套装_水系男玉佩	2	39	4	11	15	10	-1	-1	-1	2	11	605	10	10000
橙色逍遥套装_水系男玉佩	2	40	4	11	13	10	-1	-1	-1	2	11	675	10	10000
蓝色逍遥套装_水系女香囊	2	41	4	11	18	10	-1	-1	-1	2	11	60	10	10000
紫色逍遥套装_水系女香囊	2	42	4	11	16	10	-1	-1	-1	2	11	160	10	10000
紫色逍遥套装_水系女香囊	2	43	4	11	16	10	-1	-1	-1	2	11	260	10	10000
橙色逍遥套装_水系女香囊	2	44	4	11	14	10	-1	-1	-1	2	11	360	10	10000
橙色逍遥套装_水系女香囊	2	45	4	11	14	10	-1	-1	-1	2	11	460	10	10000
蓝色逍遥套装_水系女香囊	2	46	4	11	18	10	-1	-1	-1	2	11	542	10	10000
紫色逍遥套装_水系女香囊	2	47	4	11	16	10	-1	-1	-1	2	11	612	10	10000
橙色逍遥套装_水系女香囊	2	48	4	11	14	10	-1	-1	-1	2	11	682	10	10000
蓝色逍遥套装_火系男玉佩	2	49	4	11	23	10	-1	-1	-1	2	11	70	10	10000
紫色逍遥套装_火系男玉佩	2	50	4	11	21	10	-1	-1	-1	2	11	170	10	10000
紫色逍遥套装_火系男玉佩	2	51	4	11	21	10	-1	-1	-1	2	11	270	10	10000
橙色逍遥套装_火系男玉佩	2	52	4	11	19	10	-1	-1	-1	2	11	370	10	10000
橙色逍遥套装_火系男玉佩	2	53	4	11	19	10	-1	-1	-1	2	11	470	10	10000
蓝色逍遥套装_火系男玉佩	2	54	4	11	23	10	-1	-1	-1	2	11	549	10	10000
紫色逍遥套装_火系男玉佩	2	55	4	11	21	10	-1	-1	-1	2	11	619	10	10000
橙色逍遥套装_火系男玉佩	2	56	4	11	19	10	-1	-1	-1	2	11	689	10	10000
蓝色逍遥套装_火系女香囊	2	57	4	11	24	10	-1	-1	-1	2	11	80	10	10000
紫色逍遥套装_火系女香囊	2	58	4	11	22	10	-1	-1	-1	2	11	180	10	10000
紫色逍遥套装_火系女香囊	2	59	4	11	22	10	-1	-1	-1	2	11	280	10	10000
橙色逍遥套装_火系女香囊	2	60	4	11	20	10	-1	-1	-1	2	11	380	10	10000
橙色逍遥套装_火系女香囊	2	61	4	11	20	10	-1	-1	-1	2	11	480	10	10000
蓝色逍遥套装_火系女香囊	2	62	4	11	24	10	-1	-1	-1	2	11	556	10	10000
紫色逍遥套装_火系女香囊	2	63	4	11	22	10	-1	-1	-1	2	11	626	10	10000
橙色逍遥套装_火系女香囊	2	64	4	11	20	10	-1	-1	-1	2	11	696	10	10000
蓝色逍遥套装_土系男玉佩	2	65	4	11	29	10	-1	-1	-1	2	11	90	10	10000
紫色逍遥套装_土系男玉佩	2	66	4	11	27	10	-1	-1	-1	2	11	190	10	10000
紫色逍遥套装_土系男玉佩	2	67	4	11	27	10	-1	-1	-1	2	11	290	10	10000
橙色逍遥套装_土系男玉佩	2	68	4	11	25	10	-1	-1	-1	2	11	390	10	10000
橙色逍遥套装_土系男玉佩	2	69	4	11	25	10	-1	-1	-1	2	11	490	10	10000
蓝色逍遥套装_土系男玉佩	2	70	4	11	29	10	-1	-1	-1	2	11	563	10	10000
紫色逍遥套装_土系男玉佩	2	71	4	11	27	10	-1	-1	-1	2	11	633	10	10000
橙色逍遥套装_土系男玉佩	2	72	4	11	25	10	-1	-1	-1	2	11	703	10	10000
