Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[面具]圣诞少女		1	1	13	15	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		3467	3467																																																																																																																																
[面具]宝果子		1	1	13	16	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4173	4173																																																																																																																																
[面具]二丫		1	1	13	17	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4174	4174																																																																																																																																
[面具]新年侠客		1	1	13	18	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		3620	3620																																																																																																																																
[面具]新年侠女		1	1	13	19	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		3621	3621																																																																																																																																
[面具]沈小阳		1	1	13	20	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4485	4485																																																																																																																																
[面具]鸭小蛋		1	1	13	21	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4486	4486																																																																																																																																
[面具]三胖子		1	1	13	22	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4278	4278																																																																																																																																
[面具]苏小小		1	1	13	23	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4279	4279																																																																																																																																
[面具]秦始皇		1	1	13	24	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>秦始皇陵中发现的神秘面罩，据说戴上的人可以化身为秦始皇的形象。<color>		0	20000	20000			3	0	mask	0	0		2450	2450																																																																																																																																
[面具]倾城		1	1	13	25	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>美女专用，普通人他用不了！<color>		0	100000	100000			3	0	mask	0	0		3680	3680																																																																																																																																
[面具]倾国		1	1	13	26	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>美女专用，普通人他用不了！<color>		0	100000	100000			3	0	mask	0	0		3682	3682																																																																																																																																
[面具]倾世		1	1	13	27	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>美女专用，普通人他用不了！<color>		0	100000	100000			3	0	mask	0	0		3681	3681																																																																																																																																
[面具]牧童		1	1	13	28	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>牧童骑水牛！<color>		0	100	100			3	0	mask	0	0		4483	4483																																																																																																																																
[面具]靖哥哥		1	1	13	29	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>会射大雕的哥哥！<color>		0	0	50000			2	0	mask	0	0		3693	3693																																																																																																																																
[面具]蓉妹妹		1	1	13	30	1	\image\item\equip\mask\mianju_putong.spr		35	<color=green>会做叫花鸡的妹妹！<color>		0	0	50000			2	0	mask	0	0		3694	3694																																																																																																																																
[面具]虎子		1	1	13	31	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4451	4451																																																																																																																																
[面具]燕燕		1	1	13	32	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	3000	0			2	0	mask	0	0		4452	4452																																																																																																																																
[面具]蚩尤		1	1	13	33	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>彪悍而极具杀伤力的男人！<color>		0	0	50000			2	0	mask	0	0		3724	3724																																																																																																																																
[面具]紫苏		1	1	13	34	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>娇媚的千变佳人！<color>		0	0	50000			2	0	mask	0	0		3725	3725																																																																																																																																
[华丽面具]蓝颜知己		1	1	13	35	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>蓝颜知己<color>		0	0	0			1	0	mask	0	0		6543	6543																																																																																																																																
[华丽面具]红颜知己		1	1	13	36	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>红颜知己<color>		0	0	0			1	0	mask	0	0		6544	6544																																																																																																																																
[面具]蓝颜知己		1	1	13	37	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>蓝颜知己<color>		0	0	0			1	0	mask	0	0		6545	6545																																																																																																																																
[面具]红颜知己		1	1	13	38	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=gold>红颜知己<color>		0	0	0			1	0	mask	0	0		6546	6546																																																																																																																																
[面具]结义兄弟		1	1	13	39	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>结义兄弟<color>		0	0	0			1	0	mask	0	0		6548	6548																																																																																																																																
[面具]闺中密友		1	1	13	40	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>闺中密友<color>		0	0	0			1	0	mask	0	0		6549	6549																																																																																																																																
[面具]婚礼司仪		1	1	13	41	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>婚礼司仪<color>		0	0	0			1	0	mask	0	0		6550	6550																																																																																																																																
[面具]圣诞老人		1	1	13	42	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			3	0	mask	0	0		3468	3468																																																																																																																																
[面具]圣诞少女		1	1	13	43	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			3	0	mask	0	0		3467	3467																																																																																																																																
[面具]圣诞老人		1	1	13	44	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			3	0	mask	0	0		3468	3468																																																																																																																																
[面具]圣诞少女		1	1	13	45	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			3	0	mask	0	0		3467	3467																																																																																																																																
[面具]方行觉		1	1	13	46	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6707	6707																																																																																																																																
[面具]纤云手		1	1	13	47	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6708	6708																																																																																																																																
[面具]方行觉		1	1	13	48	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6707	6707																																																																																																																																
[面具]纤云手		1	1	13	49	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6708	6708																																																																																																																																
[面具]大力熊		1	1	13	50	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该动物的样子		0	0	0			1	0	mask	0	0		6811	6811																																																																																																																																
[面具]神龟		1	1	13	51	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该动物的样子		0	0	0			1	0	mask	0	0		6810	6810																																																																																																																																
[面具]猛虎		1	1	13	52	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该动物的样子		0	0	0			1	0	mask	0	0		6809	6809																																																																																																																																
[面具]毒蛇		1	1	13	53	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该动物的样子		0	0	0			1	0	mask	0	0		6808	6808																																																																																																																																
[面具]财宝兔		1	1	13	54	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该动物的样子		0	0	0			1	0	mask	0	0		6807	6807																																																																																																																																
[面具]窦昊		1	1	13	55	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6709	6709																																																																																																																																
[面具]倾世		1	1	13	56	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6710	6710																																																																																																																																
[面具]窦昊		1	1	13	57	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6709	6709																																																																																																																																
[面具]倾世		1	1	13	58	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6710	6710																																																																																																																																
[面具]武清风		1	1	13	59	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6711	6711																																																																																																																																
[面具]倾国		1	1	13	60	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6712	6712																																																																																																																																
[面具]唐伯虎		1	1	13	61	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6713	6713																																																																																																																																
[面具]秋香		1	1	13	62	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6714	6714																																																																																																																																
[面具]降龙伏虎冠		1	1	13	63	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			4	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			allskill_v	1	1			1448	1448																																																																																																														604800
[面具]世界杯吉祥物		1	1	13	64	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6712	6712																																																																																																																																
[面具]沃德卡普		1	1	13	65	1	\image\item\other\scriptitem\Fifa_jixiangwu_s.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		6715	6715																																																																																																																																
[面具]绝世冠		1	1	13	66	10	\image\item\other\scriptitem\qinling_mask.spr		35			0	0	200000000			1	1	mask	0	0		-1	-1					allskill_v	1	1	1	1			expenhance_p	10	10					allskill_v	1	1			1448	1448																																																																																																							
[面具]君临冕		1	1	13	67	10	\image\item\other\scriptitem\qinling_mask.spr		35			0	0	500000000			1	1	mask	0	0		-1	-1					allskill_v	1	1	1	1			expenhance_p	20	20					allskill_v	1	1			1448	1448	allskill_v	1	1			1293	1293																																																																																																
[面具]金龙郎君		1	1	13	68	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>彪悍而极具杀伤力的男人！<color>		0	0	50000			1	0	mask	0	0		3724	3724																																																																																																																																
[面具]金玉佳人		1	1	13	69	1	\image\item\other\scriptitem\qinling_mask.spr		35	<color=green>娇媚的千变佳人！<color>		0	0	50000			1	0	mask	0	0		3725	3725																																																																																																																																
[面具]沃德卡普		1	1	13	70	1	\image\item\other\scriptitem\Fifa_jixiangwu_s.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6715	6715																																																																																																																																
[面具]沃德卡普		1	1	13	71	1	\image\item\other\scriptitem\Fifa_jixiangwu_s.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6715	6715																																																																																																																																
[面具]虎子		1	1	13	72	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		4451	4451																																																																																																																																
[面具]燕燕		1	1	13	73	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		4452	4452																																																																																																																																
[面具]虎子		1	1	13	74	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		4451	4451																																																																																																																																
[面具]燕燕		1	1	13	75	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		4452	4452																																																																																																																																
[面具]唐缺		1	1	13	76	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		3515	3515																																																																																																																																
[面具]尹筱雨		1	1	13	77	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		3536	3536																																																																																																																																
[面具]牧童		1	1	13	78	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		4483	4483																																																																																																																																
[面具]织女		1	1	13	79	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		6882	6882																																																																																																																																
[面具]拓跋山渊		1	1	13	80	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6716	6716																																																																																																																																
[面具]仇雪		1	1	13	81	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6717	6717																																																																																																																																
[面具]拓跋山渊		1	1	13	82	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6716	6716																																																																																																																																
[面具]仇雪		1	1	13	83	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6717	6717																																																																																																																																
[面具]喜妞妞		1	1	13	84	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7056	7056																																																																																																																																
[面具]福娃娃		1	1	13	85	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7057	7057																																																																																																																																
[面具]唐缺		1	1	13	86	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6730	6730																																																																																																																																
[面具]牛翠花		1	1	13	87	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6731	6731																																																																																																																																
[面具]唐缺		1	1	13	88	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6730	6730																																																																																																																																
[面具]牛翠花		1	1	13	89	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6731	6731																																																																																																																																
[面具]越南传统长衫（男）		1	1	13	90	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7124	7124																																																																																																																																
[面具]越南传统长衫（女）		1	1	13	91	1	\image\item\other\scriptitem\qinling_mask.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			2	0	mask	0	0		7123	7123																																																																																																																																
[面具]谷仙仙		1	1	13	92	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		2772	2772																																																																																																																																
[面具]醉僧		1	1	13	93	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		2773	2773																																																																																																																																
[面具]冷霜然		1	1	13	94	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		2741	2741																																																																																																																																
[面具]肖良		1	1	13	95	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		2742	2742																																																																																																																																
[面具]牧童		1	1	13	96	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		4483	4483																																																																																																																																
[面具]织女		1	1	13	97	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		6882	6882																																																																																																																																
[面具]柔小翠		1	1	13	98	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7109	7109																																																																																																																																
[面具]张善德		1	1	13	99	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7110	7110																																																																																																																																
[面具]贾逸山		1	1	13	100	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7111	7111																																																																																																																																
[面具]乌山青		1	1	13	101	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7112	7112																																																																																																																																
[面具]陈无命		1	1	13	102	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7113	7113																																																																																																																																
[面具]叶静		1	1	13	103	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7114	7114																																																																																																																																
[面具]宝玉		1	1	13	104	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7115	7115																																																																																																																																
[面具]夏小倩		1	1	13	105	1	\image\item\equip\mask\mianju_putong.spr		35	用于易容术的面具，装备到装备栏中即可变成该NPC的样子		0	0	0			1	0	mask	0	0		7116	7116																																																																																																																																
