Faction	RoutId	PartId	Sex	Genre	DetailType	ParticularType	Level	PartInfo	RoutInfo
3	2	2	1	2	3	652	10	衣服	袖箭
3	2	3	1	2	8	330	10	腰带	袖箭
3	2	4	1	2	7	332	10	鞋子	袖箭
3	2	5	1	2	10	332	10	护腕	袖箭
3	2	6	1	2	9	650	10	帽子	袖箭
3	2	7	1	2	5	170	10	项链	袖箭
3	2	8	1	2	11	330	10	玉佩	袖箭
3	2	9	1	2	4	170	10	戒指	袖箭
3	2	10	1	2	2	80	10	武器	袖箭
3	2	1	2	2	6	171	10	护身符	袖箭
3	2	2	2	2	3	662	10	衣服	袖箭
3	2	3	2	2	8	340	10	腰带	袖箭
3	2	4	2	2	7	342	10	鞋子	袖箭
3	2	5	2	2	10	342	10	护腕	袖箭
3	2	6	2	2	9	660	10	帽子	袖箭
3	2	7	2	2	5	170	10	项链	袖箭
3	2	8	2	2	11	340	10	玉佩	袖箭
3	2	9	2	2	4	170	10	戒指	袖箭
3	2	10	2	2	2	80	10	武器	袖箭
4	1	1	1	2	6	171	10	护身符	刀毒
4	1	2	1	2	3	652	10	衣服	刀毒
4	1	3	1	2	8	330	10	腰带	刀毒
4	1	4	1	2	7	332	10	鞋子	刀毒
4	1	5	1	2	10	332	10	护腕	刀毒
4	1	6	1	2	9	650	10	帽子	刀毒
4	1	7	1	2	5	170	10	项链	刀毒
4	1	8	1	2	11	330	10	玉佩	刀毒
4	1	9	1	2	4	170	10	戒指	刀毒
4	1	10	1	2	1	591	10	武器	刀毒
4	1	1	2	2	6	171	10	护身符	刀毒
4	1	2	2	2	3	662	10	衣服	刀毒
4	1	3	2	2	8	340	10	腰带	刀毒
4	1	4	2	2	7	342	10	鞋子	刀毒
4	1	5	2	2	10	342	10	护腕	刀毒
4	1	6	2	2	9	660	10	帽子	刀毒
4	1	7	2	2	5	170	10	项链	刀毒
4	1	8	2	2	11	340	10	玉佩	刀毒
4	1	9	2	2	4	170	10	戒指	刀毒
4	1	10	2	2	1	591	10	武器	刀毒
4	2	1	1	2	6	171	10	护身符	掌毒
4	2	2	1	2	3	672	10	衣服	掌毒
4	2	3	1	2	8	330	10	腰带	掌毒
4	2	4	1	2	7	332	10	鞋子	掌毒
4	2	5	1	2	10	332	10	护腕	掌毒
4	2	6	1	2	9	670	10	帽子	掌毒
4	2	7	1	2	5	170	10	项链	掌毒
4	2	8	1	2	11	330	10	玉佩	掌毒
4	2	9	1	2	4	170	10	戒指	掌毒
4	2	10	1	2	1	601	10	武器	掌毒
4	2	1	2	2	6	171	10	护身符	掌毒
4	2	2	2	2	3	682	10	衣服	掌毒
4	2	3	2	2	8	340	10	腰带	掌毒
4	2	4	2	2	7	342	10	鞋子	掌毒
4	2	5	2	2	10	342	10	护腕	掌毒
4	2	6	2	2	9	680	10	帽子	掌毒
4	2	7	2	2	5	170	10	项链	掌毒
4	2	8	2	2	11	340	10	玉佩	掌毒
4	2	9	2	2	4	170	10	戒指	掌毒
4	2	10	2	2	1	601	10	武器	掌毒
5	1	1	1	2	6	181	10	护身符	掌峨
5	1	2	1	2	3	712	10	衣服	掌峨
5	1	3	1	2	8	350	10	腰带	掌峨
5	1	4	1	2	7	352	10	鞋子	掌峨
5	1	5	1	2	10	352	10	护腕	掌峨
5	1	6	1	2	9	710	10	帽子	掌峨
5	1	7	1	2	5	180	10	项链	掌峨
5	1	8	1	2	11	350	10	玉佩	掌峨
5	1	9	1	2	4	180	10	戒指	掌峨
5	1	10	1	2	1	631	10	武器	掌峨
5	1	1	2	2	6	181	10	护身符	掌峨
5	1	2	2	2	3	722	10	衣服	掌峨
5	1	3	2	2	8	360	10	腰带	掌峨
5	1	4	2	2	7	362	10	鞋子	掌峨
5	1	5	2	2	10	362	10	护腕	掌峨
5	1	6	2	2	9	720	10	帽子	掌峨
5	1	7	2	2	5	180	10	项链	掌峨
5	1	8	2	2	11	360	10	玉佩	掌峨
5	1	9	2	2	4	180	10	戒指	掌峨
5	1	10	2	2	1	631	10	武器	掌峨
5	2	1	1	2	6	181	10	护身符	辅峨
5	2	2	1	2	3	712	10	衣服	辅峨
5	2	3	1	2	8	350	10	腰带	辅峨
5	2	4	1	2	7	352	10	鞋子	辅峨
5	2	5	1	2	10	352	10	护腕	辅峨
5	2	6	1	2	9	710	10	帽子	辅峨
5	2	7	1	2	5	180	10	项链	辅峨
5	2	8	1	2	11	350	10	玉佩	辅峨
5	2	9	1	2	4	180	10	戒指	辅峨
5	2	10	1	2	1	641	10	武器	辅峨
5	2	1	2	2	6	181	10	护身符	辅峨
5	2	2	2	2	3	722	10	衣服	辅峨
5	2	3	2	2	8	360	10	腰带	辅峨
5	2	4	2	2	7	362	10	鞋子	辅峨
5	2	5	2	2	10	362	10	护腕	辅峨
5	2	6	2	2	9	720	10	帽子	辅峨
5	2	7	2	2	5	180	10	项链	辅峨
5	2	8	2	2	11	360	10	玉佩	辅峨
5	2	9	2	2	4	180	10	戒指	辅峨
5	2	10	2	2	1	641	10	武器	辅峨
6	1	1	1	2	6	181	10	护身符	剑翠
6	1	2	1	2	3	712	10	衣服	剑翠
6	1	3	1	2	8	350	10	腰带	剑翠
6	1	4	1	2	7	352	10	鞋子	剑翠
6	1	5	1	2	10	352	10	护腕	剑翠
6	1	6	1	2	9	710	10	帽子	剑翠
6	1	7	1	2	5	180	10	项链	剑翠
6	1	8	1	2	11	350	10	玉佩	剑翠
6	1	9	1	2	4	180	10	戒指	剑翠
6	1	10	1	2	1	641	10	武器	剑翠
6	1	1	2	2	6	181	10	护身符	剑翠
6	1	2	2	2	3	722	10	衣服	剑翠
6	1	3	2	2	8	360	10	腰带	剑翠
6	1	4	2	2	7	362	10	鞋子	剑翠
6	1	5	2	2	10	362	10	护腕	剑翠
6	1	6	2	2	9	720	10	帽子	剑翠
6	1	7	2	2	5	180	10	项链	剑翠
6	1	8	2	2	11	360	10	玉佩	剑翠
6	1	9	2	2	4	180	10	戒指	剑翠
6	1	10	2	2	1	641	10	武器	剑翠
6	2	1	1	2	6	181	10	护身符	刀翠
6	2	2	1	2	3	712	10	衣服	刀翠
6	2	3	1	2	8	350	10	腰带	刀翠
6	2	4	1	2	7	352	10	鞋子	刀翠
6	2	5	1	2	10	352	10	护腕	刀翠
6	2	6	1	2	9	710	10	帽子	刀翠
6	2	7	1	2	5	180	10	项链	刀翠
6	2	8	1	2	11	350	10	玉佩	刀翠
6	2	9	1	2	4	180	10	戒指	刀翠
6	2	10	1	2	1	611	10	武器	刀翠
6	2	1	2	2	6	181	10	护身符	刀翠
6	2	2	2	2	3	722	10	衣服	刀翠
6	2	3	2	2	8	360	10	腰带	刀翠
6	2	4	2	2	7	362	10	鞋子	刀翠
6	2	5	2	2	10	362	10	护腕	刀翠
6	2	6	2	2	9	720	10	帽子	刀翠
6	2	7	2	2	5	180	10	项链	刀翠
6	2	8	2	2	11	360	10	玉佩	刀翠
6	2	9	2	2	4	180	10	戒指	刀翠
6	2	10	2	2	1	611	10	武器	刀翠
7	1	1	1	2	6	191	10	护身符	掌丐
7	1	2	1	2	3	752	10	衣服	掌丐
7	1	3	1	2	8	370	10	腰带	掌丐
7	1	4	1	2	7	372	10	鞋子	掌丐
7	1	5	1	2	10	372	10	护腕	掌丐
7	1	6	1	2	9	750	10	帽子	掌丐
7	1	7	1	2	5	190	10	项链	掌丐
7	1	8	1	2	11	370	10	玉佩	掌丐
7	1	9	1	2	4	190	10	戒指	掌丐
7	1	10	1	2	1	671	10	武器	掌丐
7	1	1	2	2	6	191	10	护身符	掌丐
7	1	2	2	2	3	762	10	衣服	掌丐
7	1	3	2	2	8	380	10	腰带	掌丐
7	1	4	2	2	7	382	10	鞋子	掌丐
7	1	5	2	2	10	382	10	护腕	掌丐
7	1	6	2	2	9	760	10	帽子	掌丐
7	1	7	2	2	5	190	10	项链	掌丐
7	1	8	2	2	11	380	10	玉佩	掌丐
7	1	9	2	2	4	190	10	戒指	掌丐
7	1	10	2	2	1	671	10	武器	掌丐
7	2	1	1	2	6	191	10	护身符	棍丐
7	2	2	1	2	3	752	10	衣服	棍丐
7	2	3	1	2	8	370	10	腰带	棍丐
7	2	4	1	2	7	372	10	鞋子	棍丐
7	2	5	1	2	10	372	10	护腕	棍丐
7	2	6	1	2	9	750	10	帽子	棍丐
7	2	7	1	2	5	190	10	项链	棍丐
7	2	8	1	2	11	370	10	玉佩	棍丐
7	2	9	1	2	4	190	10	戒指	棍丐
7	2	10	1	2	1	651	10	武器	棍丐
7	2	1	2	2	6	191	10	护身符	棍丐
7	2	2	2	2	3	762	10	衣服	棍丐
7	2	3	2	2	8	380	10	腰带	棍丐
7	2	4	2	2	7	382	10	鞋子	棍丐
7	2	5	2	2	10	382	10	护腕	棍丐
7	2	6	2	2	9	760	10	帽子	棍丐
7	2	7	2	2	5	190	10	项链	棍丐
7	2	8	2	2	11	380	10	玉佩	棍丐
7	2	9	2	2	4	190	10	戒指	棍丐
7	2	10	2	2	1	651	10	武器	棍丐
8	1	1	1	2	6	191	10	护身符	战忍
8	1	2	1	2	3	732	10	衣服	战忍
8	1	3	1	2	8	370	10	腰带	战忍
8	1	4	1	2	7	372	10	鞋子	战忍
8	1	5	1	2	10	372	10	护腕	战忍
8	1	6	1	2	9	730	10	帽子	战忍
8	1	7	1	2	5	190	10	项链	战忍
8	1	8	1	2	11	370	10	玉佩	战忍
8	1	9	1	2	4	190	10	戒指	战忍
8	1	10	1	2	1	661	10	武器	战忍
8	1	1	2	2	6	191	10	护身符	战忍
8	1	2	2	2	3	742	10	衣服	战忍
8	1	3	2	2	8	380	10	腰带	战忍
8	1	4	2	2	7	382	10	鞋子	战忍
8	1	5	2	2	10	382	10	护腕	战忍
8	1	6	2	2	9	740	10	帽子	战忍
8	1	7	2	2	5	190	10	项链	战忍
8	1	8	2	2	11	380	10	玉佩	战忍
8	1	9	2	2	4	190	10	戒指	战忍
8	1	10	2	2	1	661	10	武器	战忍
8	2	1	1	2	6	191	10	护身符	魔忍
8	2	2	1	2	3	752	10	衣服	魔忍
8	2	3	1	2	8	370	10	腰带	魔忍
8	2	4	1	2	7	372	10	鞋子	魔忍
8	2	5	1	2	10	372	10	护腕	魔忍
8	2	6	1	2	9	750	10	帽子	魔忍
8	2	7	1	2	5	190	10	项链	魔忍
8	2	8	1	2	11	370	10	玉佩	魔忍
8	2	9	1	2	4	190	10	戒指	魔忍
8	2	10	1	2	1	681	10	武器	魔忍
8	2	1	2	2	6	191	10	护身符	魔忍
8	2	2	2	2	3	762	10	衣服	魔忍
8	2	3	2	2	8	380	10	腰带	魔忍
8	2	4	2	2	7	382	10	鞋子	魔忍
8	2	5	2	2	10	382	10	护腕	魔忍
8	2	6	2	2	9	760	10	帽子	魔忍
8	2	7	2	2	5	190	10	项链	魔忍
8	2	8	2	2	11	380	10	玉佩	魔忍
8	2	9	2	2	4	190	10	戒指	魔忍
8	2	10	2	2	1	681	10	武器	魔忍
9	1	1	1	2	6	201	10	护身符	气武
9	1	2	1	2	3	792	10	衣服	气武
9	1	3	1	2	8	390	10	腰带	气武
9	1	4	1	2	7	392	10	鞋子	气武
9	1	5	1	2	10	392	10	护腕	气武
9	1	6	1	2	9	790	10	帽子	气武
9	1	7	1	2	5	200	10	项链	气武
9	1	8	1	2	11	390	10	玉佩	气武
9	1	9	1	2	4	200	10	戒指	气武
9	1	10	1	2	1	711	10	武器	气武
9	1	1	2	2	6	201	10	护身符	气武
9	1	2	2	2	3	802	10	衣服	气武
9	1	3	2	2	8	400	10	腰带	气武
9	1	4	2	2	7	402	10	鞋子	气武
9	1	5	2	2	10	402	10	护腕	气武
9	1	6	2	2	9	800	10	帽子	气武
9	1	7	2	2	5	200	10	项链	气武
9	1	8	2	2	11	400	10	玉佩	气武
9	1	9	2	2	4	200	10	戒指	气武
9	1	10	2	2	1	711	10	武器	气武
9	2	1	1	2	6	201	10	护身符	剑武
9	2	2	1	2	3	772	10	衣服	剑武
9	2	3	1	2	8	390	10	腰带	剑武
9	2	4	1	2	7	392	10	鞋子	剑武
9	2	5	1	2	10	392	10	护腕	剑武
9	2	6	1	2	9	770	10	帽子	剑武
9	2	7	1	2	5	200	10	项链	剑武
9	2	8	1	2	11	390	10	玉佩	剑武
9	2	9	1	2	4	200	10	戒指	剑武
9	2	10	1	2	1	701	10	武器	剑武
9	2	1	2	2	6	201	10	护身符	剑武
9	2	2	2	2	3	782	10	衣服	剑武
9	2	3	2	2	8	400	10	腰带	剑武
9	2	4	2	2	7	402	10	鞋子	剑武
9	2	5	2	2	10	402	10	护腕	剑武
9	2	6	2	2	9	780	10	帽子	剑武
9	2	7	2	2	5	200	10	项链	剑武
9	2	8	2	2	11	400	10	玉佩	剑武
9	2	9	2	2	4	200	10	戒指	剑武
9	2	10	2	2	1	701	10	武器	剑武
10	1	1	1	2	6	201	10	护身符	刀昆
10	1	2	1	2	3	792	10	衣服	刀昆
10	1	3	1	2	8	390	10	腰带	刀昆
10	1	4	1	2	7	392	10	鞋子	刀昆
10	1	5	1	2	10	392	10	护腕	刀昆
10	1	6	1	2	9	790	10	帽子	刀昆
10	1	7	1	2	5	200	10	项链	刀昆
10	1	8	1	2	11	390	10	玉佩	刀昆
10	1	9	1	2	4	200	10	戒指	刀昆
10	1	10	1	2	1	691	10	武器	刀昆
10	1	1	2	2	6	201	10	护身符	刀昆
10	1	2	2	2	3	802	10	衣服	刀昆
10	1	3	2	2	8	400	10	腰带	刀昆
10	1	4	2	2	7	402	10	鞋子	刀昆
10	1	5	2	2	10	402	10	护腕	刀昆
10	1	6	2	2	9	800	10	帽子	刀昆
10	1	7	2	2	5	200	10	项链	刀昆
10	1	8	2	2	11	400	10	玉佩	刀昆
10	1	9	2	2	4	200	10	戒指	刀昆
10	1	10	2	2	1	691	10	武器	刀昆
10	2	1	1	2	6	201	10	护身符	剑昆
10	2	2	1	2	3	792	10	衣服	剑昆
10	2	3	1	2	8	390	10	腰带	剑昆
10	2	4	1	2	7	392	10	鞋子	剑昆
10	2	5	1	2	10	392	10	护腕	剑昆
10	2	6	1	2	9	790	10	帽子	剑昆
10	2	7	1	2	5	200	10	项链	剑昆
10	2	8	1	2	11	390	10	玉佩	剑昆
10	2	9	1	2	4	200	10	戒指	剑昆
10	2	10	1	2	1	721	10	武器	剑昆
10	2	1	2	2	6	201	10	护身符	剑昆
10	2	2	2	2	3	802	10	衣服	剑昆
10	2	3	2	2	8	400	10	腰带	剑昆
10	2	4	2	2	7	402	10	鞋子	剑昆
10	2	5	2	2	10	402	10	护腕	剑昆
10	2	6	2	2	9	800	10	帽子	剑昆
10	2	7	2	2	5	200	10	项链	剑昆
10	2	8	2	2	11	400	10	玉佩	剑昆
10	2	9	2	2	4	200	10	戒指	剑昆
10	2	10	2	2	1	721	10	武器	剑昆
11	1	1	1	2	6	171	10	护身符	锤明
11	1	2	1	2	3	652	10	衣服	锤明
11	1	3	1	2	8	330	10	腰带	锤明
11	1	4	1	2	7	332	10	鞋子	锤明
11	1	5	1	2	10	332	10	护腕	锤明
11	1	6	1	2	9	650	10	帽子	锤明
11	1	7	1	2	5	170	10	项链	锤明
11	1	8	1	2	11	330	10	玉佩	锤明
11	1	9	1	2	4	170	10	戒指	锤明
11	1	10	1	2	1	971	10	武器	锤明
11	1	1	2	2	6	171	10	护身符	锤明
11	1	2	2	2	3	662	10	衣服	锤明
11	1	3	2	2	8	340	10	腰带	锤明
11	1	4	2	2	7	342	10	鞋子	锤明
11	1	5	2	2	10	342	10	护腕	锤明
11	1	6	2	2	9	660	10	帽子	锤明
11	1	7	2	2	5	170	10	项链	锤明
11	1	8	2	2	11	340	10	玉佩	锤明
11	1	9	2	2	4	170	10	戒指	锤明
11	1	10	2	2	1	971	10	武器	锤明
11	2	1	1	2	6	171	10	护身符	剑明
11	2	2	1	2	3	652	10	衣服	剑明
11	2	3	1	2	8	330	10	腰带	剑明
11	2	4	1	2	7	332	10	鞋子	剑明
11	2	5	1	2	10	332	10	护腕	剑明
11	2	6	1	2	9	650	10	帽子	剑明
11	2	7	1	2	5	170	10	项链	剑明
11	2	8	1	2	11	330	10	玉佩	剑明
11	2	9	1	2	4	170	10	戒指	剑明
11	2	10	1	2	1	981	10	武器	剑明
11	2	1	2	2	6	171	10	护身符	剑明
11	2	2	2	2	3	662	10	衣服	剑明
11	2	3	2	2	8	340	10	腰带	剑明
11	2	4	2	2	7	342	10	鞋子	剑明
11	2	5	2	2	10	342	10	护腕	剑明
11	2	6	2	2	9	660	10	帽子	剑明
11	2	7	2	2	5	170	10	项链	剑明
11	2	8	2	2	11	340	10	玉佩	剑明
11	2	9	2	2	4	170	10	戒指	剑明
11	2	10	2	2	1	981	10	武器	剑明
12	1	1	1	2	6	181	10	护身符	指段
12	1	2	1	2	3	692	10	衣服	指段
12	1	3	1	2	8	350	10	腰带	指段
12	1	4	1	2	7	352	10	鞋子	指段
12	1	5	1	2	10	352	10	护腕	指段
12	1	6	1	2	9	690	10	帽子	指段
12	1	7	1	2	5	180	10	项链	指段
12	1	8	1	2	11	350	10	玉佩	指段
12	1	9	1	2	4	180	10	戒指	指段
12	1	10	1	2	1	621	10	武器	指段
12	1	1	2	2	6	181	10	护身符	指段
12	1	2	2	2	3	702	10	衣服	指段
12	1	3	2	2	8	360	10	腰带	指段
12	1	4	2	2	7	362	10	鞋子	指段
12	1	5	2	2	10	362	10	护腕	指段
12	1	6	2	2	9	700	10	帽子	指段
12	1	7	2	2	5	180	10	项链	指段
12	1	8	2	2	11	360	10	玉佩	指段
12	1	9	2	2	4	180	10	戒指	指段
12	1	10	2	2	1	621	10	武器	指段
12	2	1	1	2	6	181	10	护身符	气段
12	2	2	1	2	3	712	10	衣服	气段
12	2	3	1	2	8	350	10	腰带	气段
12	2	4	1	2	7	352	10	鞋子	气段
12	2	5	1	2	10	352	10	护腕	气段
12	2	6	1	2	9	710	10	帽子	气段
12	2	7	1	2	5	180	10	项链	气段
12	2	8	1	2	11	350	10	玉佩	气段
12	2	9	1	2	4	180	10	戒指	气段
12	2	10	1	2	1	641	10	武器	气段
12	2	1	2	2	6	181	10	护身符	气段
12	2	2	2	2	3	722	10	衣服	气段
12	2	3	2	2	8	360	10	腰带	气段
12	2	4	2	2	7	362	10	鞋子	气段
12	2	5	2	2	10	362	10	护腕	气段
12	2	6	2	2	9	720	10	帽子	气段
12	2	7	2	2	5	180	10	项链	气段
12	2	8	2	2	11	360	10	玉佩	气段
12	2	9	2	2	4	180	10	戒指	气段
12	2	10	2	2	1	641	10	武器	气段
13	1	1	1	2	6	201	10	护身符	剑古墓
13	1	2	1	2	3	1456	10	衣服	剑古墓
13	1	3	1	2	8	390	10	腰带	剑古墓
13	1	4	1	2	7	392	10	鞋子	剑古墓
13	1	5	1	2	10	392	10	护腕	剑古墓
13	1	6	1	2	9	1050	10	帽子	剑古墓
13	1	7	1	2	5	200	10	项链	剑古墓
13	1	8	1	2	11	390	10	玉佩	剑古墓
13	1	9	1	2	4	200	10	戒指	剑古墓
13	1	10	1	2	1	1506	10	武器	剑古墓
13	1	1	2	2	6	201	10	护身符	剑古墓
13	1	2	2	2	3	1466	10	衣服	剑古墓
13	1	3	2	2	8	400	10	腰带	剑古墓
13	1	4	2	2	7	402	10	鞋子	剑古墓
13	1	5	2	2	10	402	10	护腕	剑古墓
13	1	6	2	2	9	1060	10	帽子	剑古墓
13	1	7	2	2	5	200	10	项链	剑古墓
13	1	8	2	2	11	400	10	玉佩	剑古墓
13	1	9	2	2	4	200	10	戒指	剑古墓
13	1	10	2	2	1	1506	10	武器	剑古墓
13	2	1	1	2	6	201	10	护身符	针古墓
13	2	2	1	2	3	1456	10	衣服	针古墓
13	2	3	1	2	8	390	10	腰带	针古墓
13	2	4	1	2	7	392	10	鞋子	针古墓
13	2	5	1	2	10	392	10	护腕	针古墓
13	2	6	1	2	9	1050	10	帽子	针古墓
13	2	7	1	2	5	200	10	项链	针古墓
13	2	8	1	2	11	390	10	玉佩	针古墓
13	2	9	1	2	4	200	10	戒指	针古墓
13	2	10	1	2	2	204	10	武器	针古墓
13	2	1	2	2	6	201	10	护身符	针古墓
13	2	2	2	2	3	1466	10	衣服	针古墓
13	2	3	2	2	8	400	10	腰带	针古墓
13	2	4	2	2	7	402	10	鞋子	针古墓
13	2	5	2	2	10	402	10	护腕	针古墓
13	2	6	2	2	9	1060	10	帽子	针古墓
13	2	7	2	2	5	200	10	项链	针古墓
13	2	8	2	2	11	400	10	玉佩	针古墓
13	2	9	2	2	4	200	10	戒指	针古墓
13	2	10	2	2	2	204	10	武器	针古墓
